domain_number,start_year,end_year,moving_year,n_years,window,lrr_m_yr,lrr_median_m_yr,lrr_std_m_yr,unc_m_yr,r_squared,n_obs,n_transects,first_obs,last_obs,unc_if_independent_m_yr,unit_id,transect_id,ref_lrr_m_yr,ref_unc_m_yr,diff_m_yr,abs_diff_m_yr,in_ci,in_abs,in_rel,in_ci3x,in_abs50,in_abs100,in_overlap
2,2014,2020,2014,7,2014_2020,-1.5843,-1.9217,1.1408,1.2926,0.0607,1227,11,2014-01-03,2020-12-29,0.3919,GIS 2 mean,GIS 2 mean,1.3874,0.2697,-2.9717,2.9717,False,False,False,False,False,False,False
2,2013,2020,2013,8,2013_2020,-2.0339,-2.3092,1.0939,1.0665,0.1081,1377,11,2013-02-01,2020-12-29,0.3229,GIS 2 mean,GIS 2 mean,1.3874,0.2697,-3.4213,3.4213,False,False,False,False,False,False,False
2,2012,2020,2012,9,2012_2020,-2.2084,-2.4382,1.2661,0.9356,0.1478,1468,11,2012-01-14,2020-12-29,0.2829,GIS 2 mean,GIS 2 mean,1.3874,0.2697,-3.5958,3.5958,False,False,False,False,False,False,False
2,2011,2020,2011,10,2011_2020,-1.1243,-1.348,1.1268,0.7717,0.081,1673,11,2011-01-03,2020-12-29,0.2331,GIS 2 mean,GIS 2 mean,1.3874,0.2697,-2.5117,2.5117,False,False,False,False,False,False,False
2,2010,2020,2010,11,2010_2020,-0.8862,-0.9501,1.2074,0.6602,0.0864,1832,11,2010-02-01,2020-12-29,0.1995,GIS 2 mean,GIS 2 mean,1.3874,0.2697,-2.2736,2.2736,False,False,False,False,False,False,False
2,2009,2020,2009,12,2009_2020,-0.9723,-1.0392,1.1718,0.6088,0.0981,1909,11,2009-02-06,2020-12-29,0.1839,GIS 2 mean,GIS 2 mean,1.3874,0.2697,-2.3597,2.3597,False,False,False,False,False,False,False
2,2008,2020,2008,13,2008_2020,-0.7901,-0.8269,1.0966,0.509,0.0987,2094,11,2008-01-27,2020-12-29,0.1539,GIS 2 mean,GIS 2 mean,1.3874,0.2697,-2.1775,2.1775,False,False,False,False,False,False,False
2,2007,2020,2007,14,2007_2020,-0.7433,-0.7385,1.0649,0.4552,0.1066,2216,11,2007-01-24,2020-12-29,0.1376,GIS 2 mean,GIS 2 mean,1.3874,0.2697,-2.1307,2.1307,False,False,False,False,False,False,False
2,2006,2020,2006,15,2006_2020,-0.4448,-0.4281,0.9245,0.4241,0.0788,2333,11,2006-02-06,2020-12-29,0.1283,GIS 2 mean,GIS 2 mean,1.3874,0.2697,-1.8322,1.8322,False,False,False,False,False,False,False
2,2005,2020,2005,16,2005_2020,-0.0046,-0.047,0.8759,0.4059,0.0688,2455,11,2005-01-18,2020-12-29,0.1229,GIS 2 mean,GIS 2 mean,1.3874,0.2697,-1.392,1.392,False,False,False,False,False,False,False
2,2004,2020,2004,17,2004_2020,0.1499,0.1438,0.7422,0.3677,0.0626,2613,11,2004-01-08,2020-12-29,0.1113,GIS 2 mean,GIS 2 mean,1.3874,0.2697,-1.2375,1.2375,False,False,False,False,False,False,False
2,2003,2020,2003,18,2003_2020,0.2478,0.1666,0.5004,0.3403,0.0414,2772,11,2003-01-05,2020-12-29,0.1031,GIS 2 mean,GIS 2 mean,1.3874,0.2697,-1.1396,1.1396,False,False,False,False,False,False,False
2,2002,2020,2002,19,2002_2020,0.3691,0.2749,0.2885,0.2928,0.0388,3041,11,2002-01-10,2020-12-29,0.0888,GIS 2 mean,GIS 2 mean,1.3874,0.2697,-1.0183,1.0183,False,False,False,False,False,False,False
2,2001,2020,2001,20,2001_2020,0.6649,0.6204,0.1905,0.2707,0.0851,3285,11,2001-02-08,2020-12-29,0.0821,GIS 2 mean,GIS 2 mean,1.3874,0.2697,-0.7225,0.7225,False,False,False,True,False,True,False
2,2000,2020,2000,21,2000_2020,1.3666,1.3852,0.0739,0.2775,0.2297,3622,11,2000-01-06,2020-12-29,0.0842,GIS 2 mean,GIS 2 mean,1.3874,0.2697,-0.0208,0.0208,True,True,True,True,True,True,True
2,1999,2020,1999,22,1999_2020,1.7132,1.7638,0.1457,0.2802,0.298,3831,11,1999-03-07,2020-12-29,0.0848,GIS 2 mean,GIS 2 mean,1.3874,0.2697,0.3258,0.3258,False,False,False,True,True,True,True
2,1998,2020,1998,23,1998_2020,1.7605,1.8604,0.1802,0.2721,0.3165,3919,11,1998-03-04,2020-12-29,0.0823,GIS 2 mean,GIS 2 mean,1.3874,0.2697,0.3731,0.3731,False,False,False,True,True,True,True
2,1997,2020,1997,24,1997_2020,1.6822,1.7823,0.1938,0.2711,0.2961,3974,11,1997-01-12,2020-12-29,0.0819,GIS 2 mean,GIS 2 mean,1.3874,0.2697,0.2948,0.2948,False,False,False,True,True,True,True
2,1996,2020,1996,25,1996_2020,1.3874,1.4373,0.1841,0.2697,0.2199,4117,11,1996-01-26,2020-12-29,0.0815,GIS 2 mean,GIS 2 mean,1.3874,0.2697,0.0,0.0,True,True,True,True,True,True,True
3,2016,2020,2016,5,2016_2020,5.2508,5.6048,1.5389,1.9239,0.2651,824,10,2016-01-02,2020-12-29,0.6156,GIS 3 mean,GIS 3 mean,1.8882,0.2197,3.3626,3.3626,False,False,False,False,False,False,False
3,2015,2020,2015,6,2015_2020,3.9532,4.4358,1.3249,1.5244,0.2208,963,10,2015-02-07,2020-12-29,0.4847,GIS 3 mean,GIS 3 mean,1.8882,0.2197,2.065,2.065,False,False,False,False,False,False,False
3,2014,2020,2014,7,2014_2020,2.2065,2.7082,1.0703,1.2236,0.1103,1141,10,2014-01-03,2020-12-29,0.3887,GIS 3 mean,GIS 3 mean,1.8882,0.2197,0.3183,0.3183,False,False,True,True,True,True,True
3,2013,2020,2013,8,2013_2020,0.8857,1.1935,0.7045,1.0542,0.0305,1291,10,2013-02-01,2020-12-29,0.3348,GIS 3 mean,GIS 3 mean,1.8882,0.2197,-1.0025,1.0025,False,False,False,False,False,False,True
3,2012,2020,2012,9,2012_2020,0.8291,1.1656,0.6433,0.9428,0.0302,1365,10,2012-01-14,2020-12-29,0.2993,GIS 3 mean,GIS 3 mean,1.8882,0.2197,-1.0591,1.0591,False,False,False,False,False,False,True
3,2011,2020,2011,10,2011_2020,1.5683,1.7377,0.4093,0.7717,0.0968,1549,10,2011-01-03,2020-12-29,0.2443,GIS 3 mean,GIS 3 mean,1.8882,0.2197,-0.3199,0.3199,False,False,True,True,True,True,True
3,2010,2020,2010,11,2010_2020,1.7549,1.8906,0.4449,0.6678,0.1393,1692,10,2010-02-01,2020-12-29,0.2116,GIS 3 mean,GIS 3 mean,1.8882,0.2197,-0.1333,0.1333,True,True,True,True,True,True,True
3,2009,2020,2009,12,2009_2020,1.603,1.6774,0.4645,0.6352,0.1277,1741,10,2009-02-06,2020-12-29,0.2012,GIS 3 mean,GIS 3 mean,1.8882,0.2197,-0.2852,0.2852,False,False,True,True,True,True,True
3,2008,2020,2008,13,2008_2020,1.3901,1.4622,0.3901,0.5227,0.1284,1919,10,2008-01-27,2020-12-29,0.1658,GIS 3 mean,GIS 3 mean,1.8882,0.2197,-0.4981,0.4981,False,False,False,True,True,True,True
3,2007,2020,2007,14,2007_2020,1.4205,1.4194,0.3914,0.4739,0.1516,2015,10,2007-01-24,2020-12-29,0.1502,GIS 3 mean,GIS 3 mean,1.8882,0.2197,-0.4677,0.4677,False,False,False,True,True,True,True
3,2006,2020,2006,15,2006_2020,1.528,1.512,0.3638,0.4211,0.1965,2136,10,2006-02-06,2020-12-29,0.1333,GIS 3 mean,GIS 3 mean,1.8882,0.2197,-0.3602,0.3602,False,False,True,True,True,True,True
3,2005,2020,2005,16,2005_2020,1.9776,1.9885,0.3468,0.3923,0.304,2272,10,2005-01-18,2020-12-29,0.1242,GIS 3 mean,GIS 3 mean,1.8882,0.2197,0.0894,0.0894,True,True,True,True,True,True,True
3,2004,2020,2004,17,2004_2020,1.9158,1.9166,0.2878,0.3491,0.3252,2429,10,2004-01-08,2020-12-29,0.1106,GIS 3 mean,GIS 3 mean,1.8882,0.2197,0.0276,0.0276,True,True,True,True,True,True,True
3,2003,2020,2003,18,2003_2020,1.7556,1.8286,0.3273,0.3291,0.3024,2538,10,2003-01-05,2020-12-29,0.1041,GIS 3 mean,GIS 3 mean,1.8882,0.2197,-0.1326,0.1326,True,True,True,True,True,True,True
3,2002,2020,2002,19,2002_2020,1.4759,1.5774,0.3271,0.2893,0.2673,2767,10,2002-01-10,2020-12-29,0.0915,GIS 3 mean,GIS 3 mean,1.8882,0.2197,-0.4123,0.4123,False,False,False,True,True,True,True
3,2001,2020,2001,20,2001_2020,1.539,1.5897,0.3139,0.2545,0.319,3007,10,2001-02-08,2020-12-29,0.0805,GIS 3 mean,GIS 3 mean,1.8882,0.2197,-0.3492,0.3492,False,False,True,True,True,True,True
3,2000,2020,2000,21,2000_2020,1.8166,1.8468,0.23,0.2345,0.4138,3286,10,2000-01-13,2020-12-29,0.0742,GIS 3 mean,GIS 3 mean,1.8882,0.2197,-0.0716,0.0716,True,True,True,True,True,True,True
3,1999,2020,1999,22,1999_2020,2.0698,2.1088,0.176,0.2318,0.4707,3476,10,1999-03-07,2020-12-29,0.0733,GIS 3 mean,GIS 3 mean,1.8882,0.2197,0.1816,0.1816,True,True,True,True,True,True,True
3,1998,2020,1998,23,1998_2020,2.1376,2.167,0.1648,0.2264,0.4932,3548,10,1998-03-04,2020-12-29,0.0716,GIS 3 mean,GIS 3 mean,1.8882,0.2197,0.2494,0.2494,False,True,True,True,True,True,True
3,1997,2020,1997,24,1997_2020,2.0932,2.1333,0.1638,0.2235,0.4859,3598,10,1997-01-12,2020-12-29,0.0707,GIS 3 mean,GIS 3 mean,1.8882,0.2197,0.205,0.205,True,True,True,True,True,True,True
3,1996,2020,1996,25,1996_2020,1.8882,1.939,0.1518,0.2197,0.4351,3720,10,1996-01-26,2020-12-29,0.0695,GIS 3 mean,GIS 3 mean,1.8882,0.2197,0.0,0.0,True,True,True,True,True,True,True
4,2016,2020,2016,5,2016_2020,6.7882,7.2222,1.3918,2.187,0.3152,1126,13,2016-01-02,2020-12-29,0.6092,GIS 4 mean,GIS 4 mean,1.1739,0.2381,5.6143,5.6143,False,False,False,False,False,False,False
4,2015,2020,2015,6,2015_2020,5.8038,6.1667,1.6037,1.8141,0.3001,1253,13,2015-02-07,2020-12-29,0.5041,GIS 4 mean,GIS 4 mean,1.1739,0.2381,4.6299,4.6299,False,False,False,False,False,False,False
4,2014,2020,2014,7,2014_2020,3.5417,3.3806,0.8034,1.4346,0.1825,1462,13,2014-01-03,2020-12-29,0.3989,GIS 4 mean,GIS 4 mean,1.1739,0.2381,2.3678,2.3678,False,False,False,False,False,False,False
4,2013,2020,2013,8,2013_2020,1.672,1.549,0.5788,1.2522,0.0569,1642,13,2013-02-01,2020-12-29,0.348,GIS 4 mean,GIS 4 mean,1.1739,0.2381,0.4981,0.4981,False,False,False,True,True,True,True
4,2012,2020,2012,9,2012_2020,1.0098,0.873,0.3237,1.1137,0.0247,1747,13,2012-01-14,2020-12-29,0.3099,GIS 4 mean,GIS 4 mean,1.1739,0.2381,-0.1641,0.1641,True,True,True,True,True,True,True
4,2011,2020,2011,10,2011_2020,1.125,1.2024,0.2118,0.8572,0.0455,2011,13,2011-01-03,2020-12-29,0.2387,GIS 4 mean,GIS 4 mean,1.1739,0.2381,-0.0489,0.0489,True,True,True,True,True,True,True
4,2010,2020,2010,11,2010_2020,1.2956,1.3438,0.2563,0.7357,0.0713,2202,13,2010-02-01,2020-12-29,0.2049,GIS 4 mean,GIS 4 mean,1.1739,0.2381,0.1217,0.1217,True,True,True,True,True,True,True
4,2009,2020,2009,12,2009_2020,1.0698,1.0473,0.2478,0.6894,0.0551,2294,13,2009-02-06,2020-12-29,0.192,GIS 4 mean,GIS 4 mean,1.1739,0.2381,-0.1041,0.1041,True,True,True,True,True,True,True
4,2008,2020,2008,13,2008_2020,0.8759,0.8647,0.3046,0.5662,0.0524,2522,13,2008-01-27,2020-12-29,0.1575,GIS 4 mean,GIS 4 mean,1.1739,0.2381,-0.298,0.298,False,False,False,True,True,True,True
4,2007,2020,2007,14,2007_2020,0.8918,0.9253,0.1833,0.5102,0.0592,2663,13,2007-01-24,2020-12-29,0.142,GIS 4 mean,GIS 4 mean,1.1739,0.2381,-0.2821,0.2821,False,False,False,True,True,True,True
4,2006,2020,2006,15,2006_2020,0.7492,0.7574,0.1963,0.4654,0.05,2808,13,2006-02-06,2020-12-29,0.1295,GIS 4 mean,GIS 4 mean,1.1739,0.2381,-0.4247,0.4247,False,False,False,True,True,True,True
4,2005,2020,2005,16,2005_2020,0.9003,0.8757,0.3669,0.4241,0.084,2951,13,2005-01-18,2020-12-29,0.1179,GIS 4 mean,GIS 4 mean,1.1739,0.2381,-0.2736,0.2736,False,False,False,True,True,True,True
4,2004,2020,2004,17,2004_2020,1.0093,1.0716,0.5321,0.3794,0.1229,3175,13,2004-01-08,2020-12-29,0.1054,GIS 4 mean,GIS 4 mean,1.1739,0.2381,-0.1646,0.1646,True,True,True,True,True,True,True
4,2003,2020,2003,18,2003_2020,0.998,1.0091,0.4736,0.3448,0.1317,3350,13,2003-01-05,2020-12-29,0.0958,GIS 4 mean,GIS 4 mean,1.1739,0.2381,-0.1759,0.1759,True,True,True,True,True,True,True
4,2002,2020,2002,19,2002_2020,0.7639,0.7719,0.4093,0.2978,0.103,3662,13,2002-01-10,2020-12-29,0.0828,GIS 4 mean,GIS 4 mean,1.1739,0.2381,-0.41,0.41,False,False,False,True,True,True,True
4,2001,2020,2001,20,2001_2020,0.7199,0.7422,0.4492,0.2636,0.112,3973,13,2001-01-31,2020-12-29,0.0733,GIS 4 mean,GIS 4 mean,1.1739,0.2381,-0.454,0.454,False,False,False,True,True,True,True
4,2000,2020,2000,21,2000_2020,0.6023,0.5971,0.5792,0.2429,0.1071,4363,13,2000-01-06,2020-12-29,0.0675,GIS 4 mean,GIS 4 mean,1.1739,0.2381,-0.5716,0.5716,False,False,False,True,False,True,False
4,1999,2020,1999,22,1999_2020,1.0366,1.057,0.5761,0.26,0.1688,4610,13,1999-03-07,2020-12-29,0.0721,GIS 4 mean,GIS 4 mean,1.1739,0.2381,-0.1373,0.1373,True,True,True,True,True,True,True
4,1998,2020,1998,23,1998_2020,1.1214,1.1504,0.5389,0.2561,0.1875,4712,13,1998-03-04,2020-12-29,0.0711,GIS 4 mean,GIS 4 mean,1.1739,0.2381,-0.0525,0.0525,True,True,True,True,True,True,True
4,1997,2020,1997,24,1997_2020,1.17,1.2024,0.5131,0.2515,0.2009,4777,13,1997-01-12,2020-12-29,0.0698,GIS 4 mean,GIS 4 mean,1.1739,0.2381,-0.0039,0.0039,True,True,True,True,True,True,True
4,1996,2020,1996,25,1996_2020,1.1739,1.2034,0.4328,0.2381,0.2095,4945,13,1996-01-26,2020-12-29,0.0661,GIS 4 mean,GIS 4 mean,1.1739,0.2381,0.0,0.0,True,True,True,True,True,True,True
5,2016,2020,2016,5,2016_2020,10.6044,9.5349,2.2241,2.8401,0.3957,1093,13,2016-01-02,2020-12-30,0.7887,GIS 5 mean,GIS 5 mean,0.2501,0.2668,10.3543,10.3543,False,False,False,False,False,False,False
5,2015,2020,2015,6,2015_2020,8.2847,7.9763,1.0716,2.2353,0.3551,1294,13,2015-02-07,2020-12-30,0.6212,GIS 5 mean,GIS 5 mean,0.2501,0.2668,8.0346,8.0346,False,False,False,False,False,False,False
5,2014,2020,2014,7,2014_2020,6.0646,6.3814,1.1271,1.7885,0.2812,1518,13,2014-01-03,2020-12-30,0.4973,GIS 5 mean,GIS 5 mean,0.2501,0.2668,5.8145,5.8145,False,False,False,False,False,False,False
5,2013,2020,2013,8,2013_2020,3.8765,3.8302,1.1296,1.5713,0.1572,1708,13,2013-02-01,2020-12-30,0.4363,GIS 5 mean,GIS 5 mean,0.2501,0.2668,3.6264,3.6264,False,False,False,False,False,False,False
5,2012,2020,2012,9,2012_2020,2.8507,3.075,0.9404,1.4224,0.1071,1808,13,2012-01-14,2020-12-30,0.395,GIS 5 mean,GIS 5 mean,0.2501,0.2668,2.6006,2.6006,False,False,False,False,False,False,False
5,2011,2020,2011,10,2011_2020,2.293,2.5209,0.8294,1.0938,0.1072,2055,13,2011-01-03,2020-12-30,0.3039,GIS 5 mean,GIS 5 mean,0.2501,0.2668,2.0429,2.0429,False,False,False,False,False,False,False
5,2010,2020,2010,11,2010_2020,2.2716,2.3443,0.6739,0.9532,0.122,2231,13,2010-02-01,2020-12-30,0.2648,GIS 5 mean,GIS 5 mean,0.2501,0.2668,2.0215,2.0215,False,False,False,False,False,False,False
5,2009,2020,2009,12,2009_2020,2.2393,2.3142,0.7093,0.8988,0.1302,2296,13,2009-02-06,2020-12-30,0.2498,GIS 5 mean,GIS 5 mean,0.2501,0.2668,1.9892,1.9892,False,False,False,False,False,False,False
5,2008,2020,2008,13,2008_2020,1.7353,1.7249,0.6311,0.7456,0.1067,2506,13,2008-01-27,2020-12-30,0.2072,GIS 5 mean,GIS 5 mean,0.2501,0.2668,1.4852,1.4852,False,False,False,False,False,False,False
5,2007,2020,2007,14,2007_2020,1.2603,1.1402,0.4839,0.6812,0.069,2647,13,2007-01-24,2020-12-30,0.1894,GIS 5 mean,GIS 5 mean,0.2501,0.2668,1.0102,1.0102,False,False,False,False,False,False,False
5,2006,2020,2006,15,2006_2020,1.1179,0.9655,0.4402,0.6047,0.0653,2805,13,2006-01-21,2020-12-30,0.168,GIS 5 mean,GIS 5 mean,0.2501,0.2668,0.8678,0.8678,False,False,False,False,False,True,True
5,2005,2020,2005,16,2005_2020,0.6287,0.3546,0.4532,0.5483,0.0324,2983,13,2005-01-18,2020-12-30,0.1525,GIS 5 mean,GIS 5 mean,0.2501,0.2668,0.3786,0.3786,False,False,False,True,True,True,True
5,2004,2020,2004,17,2004_2020,0.2389,0.1537,0.3225,0.5023,0.0105,3186,13,2004-01-08,2020-12-30,0.1398,GIS 5 mean,GIS 5 mean,0.2501,0.2668,-0.0112,0.0112,True,True,True,True,True,True,True
5,2003,2020,2003,18,2003_2020,0.3321,0.236,0.3031,0.4562,0.0156,3353,13,2003-01-05,2020-12-30,0.1269,GIS 5 mean,GIS 5 mean,0.2501,0.2668,0.082,0.082,True,True,False,True,True,True,True
5,2002,2020,2002,19,2002_2020,0.359,0.1347,0.361,0.3879,0.0238,3668,13,2002-01-10,2020-12-30,0.1079,GIS 5 mean,GIS 5 mean,0.2501,0.2668,0.1089,0.1089,True,True,False,True,True,True,True
5,2001,2020,2001,20,2001_2020,0.4472,0.301,0.2769,0.3399,0.0303,3978,13,2001-01-31,2020-12-30,0.0946,GIS 5 mean,GIS 5 mean,0.2501,0.2668,0.1971,0.1971,True,True,False,True,True,True,True
5,2000,2020,2000,21,2000_2020,0.1122,-0.0296,0.2754,0.3045,0.0112,4380,13,2000-01-13,2020-12-30,0.0847,GIS 5 mean,GIS 5 mean,0.2501,0.2668,-0.1379,0.1379,True,True,False,True,True,True,True
5,1999,2020,1999,22,1999_2020,-0.0183,0.0218,0.2033,0.2927,0.005,4623,13,1999-03-07,2020-12-30,0.0814,GIS 5 mean,GIS 5 mean,0.2501,0.2668,-0.2684,0.2684,False,False,False,True,True,True,True
5,1998,2020,1998,23,1998_2020,0.0357,0.0974,0.2128,0.2848,0.006,4733,13,1998-01-31,2020-12-30,0.0792,GIS 5 mean,GIS 5 mean,0.2501,0.2668,-0.2144,0.2144,True,True,False,True,True,True,True
5,1997,2020,1997,24,1997_2020,0.0902,0.1395,0.197,0.28,0.0065,4796,13,1997-01-12,2020-12-30,0.0779,GIS 5 mean,GIS 5 mean,0.2501,0.2668,-0.1599,0.1599,True,True,False,True,True,True,True
5,1996,2020,1996,25,1996_2020,0.2501,0.2691,0.2,0.2668,0.015,4964,13,1996-01-26,2020-12-30,0.0742,GIS 5 mean,GIS 5 mean,0.2501,0.2668,0.0,0.0,True,True,True,True,True,True,True
6,2016,2020,2016,5,2016_2020,-1.2113,-2.2654,4.067,2.2868,0.1066,519,6,2016-01-02,2020-12-29,0.9369,GIS 6 mean,GIS 6 mean,-1.6513,0.1975,0.44,0.44,False,False,False,True,True,True,True
6,2015,2020,2015,6,2015_2020,-1.931,-3.067,3.3267,1.906,0.1289,576,6,2015-02-07,2020-12-29,0.7817,GIS 6 mean,GIS 6 mean,-1.6513,0.1975,-0.2797,0.2797,False,False,True,True,True,True,True
6,2014,2020,2014,7,2014_2020,-2.855,-3.9276,2.9152,1.4388,0.2103,680,6,2014-01-03,2020-12-29,0.59,GIS 6 mean,GIS 6 mean,-1.6513,0.1975,-1.2037,1.2037,False,False,False,False,False,False,True
6,2013,2020,2013,8,2013_2020,-2.6409,-3.3714,2.4019,1.1798,0.2159,753,6,2013-02-01,2020-12-29,0.4846,GIS 6 mean,GIS 6 mean,-1.6513,0.1975,-0.9896,0.9896,False,False,False,False,False,True,True
6,2012,2020,2012,9,2012_2020,-2.9996,-3.6937,2.0823,1.0303,0.2617,801,6,2012-01-14,2020-12-29,0.4224,GIS 6 mean,GIS 6 mean,-1.6513,0.1975,-1.3483,1.3483,False,False,False,False,False,False,False
6,2011,2020,2011,10,2011_2020,-2.2616,-3.0883,2.1252,0.8108,0.2604,910,6,2011-01-03,2020-12-29,0.3319,GIS 6 mean,GIS 6 mean,-1.6513,0.1975,-0.6103,0.6103,False,False,False,False,False,True,True
6,2010,2020,2010,11,2010_2020,-2.1006,-3.1202,2.1769,0.7053,0.288,992,6,2010-02-01,2020-12-29,0.289,GIS 6 mean,GIS 6 mean,-1.6513,0.1975,-0.4493,0.4493,False,False,False,True,True,True,True
6,2009,2020,2009,12,2009_2020,-2.083,-3.0744,2.1368,0.6648,0.2995,1024,6,2009-02-06,2020-12-29,0.2723,GIS 6 mean,GIS 6 mean,-1.6513,0.1975,-0.4317,0.4317,False,False,False,True,True,True,True
