domain_number,start_year,end_year,moving_year,n_years,window,lrr_m_yr,lrr_median_m_yr,lrr_std_m_yr,unc_m_yr,r_squared,n_obs,n_transects,first_obs,last_obs,unc_if_independent_m_yr,unit_id,transect_id,ref_lrr_m_yr,ref_unc_m_yr,diff_m_yr,abs_diff_m_yr,in_ci,in_abs,in_rel,in_ci3x,in_abs50,in_abs100,in_overlap
3,1996,2014,2014,19,1996_2014,2.2564,2.2622,0.0749,0.3603,0.3581,2757,10,1996-01-26,2014-12-14,0.114,GIS 3 mean,GIS 3 mean,2.4637,0.1503,-0.2073,0.2073,False,True,True,True,True,True,True
3,1996,2015,2015,20,1996_2015,2.153,2.1495,0.063,0.3286,0.3676,2896,10,1996-01-26,2015-12-16,0.104,GIS 3 mean,GIS 3 mean,2.4637,0.1503,-0.3107,0.3107,False,False,True,True,True,True,True
3,1996,2016,2016,21,1996_2016,1.939,1.9312,0.0466,0.3016,0.345,3070,10,1996-01-26,2016-12-10,0.0954,GIS 3 mean,GIS 3 mean,2.4637,0.1503,-0.5247,0.5247,False,False,False,False,False,True,False
3,1996,2017,2017,22,1996_2017,1.8529,1.8746,0.0594,0.2683,0.3624,3276,10,1996-01-26,2017-12-21,0.0849,GIS 3 mean,GIS 3 mean,2.4637,0.1503,-0.6108,0.6108,False,False,False,False,False,True,False
3,1996,2018,2018,23,1996_2018,1.83,1.8424,0.0811,0.2483,0.3805,3447,10,1996-01-26,2018-12-25,0.0786,GIS 3 mean,GIS 3 mean,2.4637,0.1503,-0.6337,0.6337,False,False,False,False,False,True,False
3,1996,2019,2019,24,1996_2019,1.8847,1.928,0.1477,0.2289,0.4204,3632,10,1996-01-26,2019-12-27,0.0724,GIS 3 mean,GIS 3 mean,2.4637,0.1503,-0.579,0.579,False,False,False,False,False,True,False
3,1996,2020,2020,25,1996_2020,1.8882,1.939,0.1518,0.2197,0.4351,3720,10,1996-01-26,2020-12-29,0.0695,GIS 3 mean,GIS 3 mean,2.4637,0.1503,-0.5755,0.5755,False,False,False,False,False,True,False
3,1996,2021,2021,26,1996_2021,2.1027,2.1545,0.1638,0.1989,0.5185,4011,10,1996-01-26,2021-12-25,0.0629,GIS 3 mean,GIS 3 mean,2.4637,0.1503,-0.361,0.361,False,False,True,True,True,True,False
3,1996,2022,2022,27,1996_2022,2.2044,2.2631,0.1606,0.1753,0.5819,4377,10,1996-01-26,2022-12-28,0.0555,GIS 3 mean,GIS 3 mean,2.4637,0.1503,-0.2593,0.2593,False,False,True,True,True,True,True
3,1996,2023,2023,28,1996_2023,2.292,2.3128,0.1296,0.1586,0.6279,4772,10,1996-01-26,2023-12-31,0.0502,GIS 3 mean,GIS 3 mean,2.4637,0.1503,-0.1717,0.1717,False,True,True,True,True,True,True
3,1996,2024,2024,29,1996_2024,2.4637,2.475,0.1001,0.1503,0.6691,5132,10,1996-01-26,2024-12-08,0.0475,GIS 3 mean,GIS 3 mean,2.4637,0.1503,0.0,0.0,True,True,True,True,True,True,True
4,1996,2000,2000,5,1996_2000,3.6962,4.0809,3.2003,3.4399,0.0925,972,13,1996-01-26,2000-12-30,0.9564,GIS 4 mean,GIS 4 mean,1.9194,0.164,1.7768,1.7768,False,False,False,False,False,False,True
4,1996,2001,2001,6,1996_2001,4.8723,5.1091,2.1251,2.487,0.1471,1283,13,1996-01-26,2001-11-08,0.6908,GIS 4 mean,GIS 4 mean,1.9194,0.164,2.9529,2.9529,False,False,False,False,False,False,False
4,1996,2002,2002,7,1996_2002,5.4073,5.3214,0.926,1.876,0.2146,1595,13,1996-01-26,2002-12-29,0.521,GIS 4 mean,GIS 4 mean,1.9194,0.164,3.4879,3.4879,False,False,False,False,False,False,False
4,1996,2003,2003,8,1996_2003,4.4469,4.4785,0.5213,1.5999,0.1842,1770,13,1996-01-26,2003-12-31,0.4442,GIS 4 mean,GIS 4 mean,1.9194,0.164,2.5275,2.5275,False,False,False,False,False,False,False
4,1996,2004,2004,9,1996_2004,3.3991,3.4204,0.5748,1.3594,0.141,1994,13,1996-01-26,2004-12-17,0.3775,GIS 4 mean,GIS 4 mean,1.9194,0.164,1.4797,1.4797,False,False,False,False,False,False,True
4,1996,2005,2005,10,1996_2005,2.7384,2.8916,0.6012,1.1988,0.1153,2137,13,1996-01-26,2005-12-12,0.333,GIS 4 mean,GIS 4 mean,1.9194,0.164,0.819,0.819,False,False,False,False,False,True,True
4,1996,2006,2006,11,1996_2006,2.7901,2.7529,0.3084,1.0405,0.1402,2282,13,1996-01-26,2006-12-15,0.289,GIS 4 mean,GIS 4 mean,1.9194,0.164,0.8707,0.8707,False,False,False,False,False,True,True
4,1996,2007,2007,12,1996_2007,2.4648,2.4744,0.1839,0.9156,0.1334,2423,13,1996-01-26,2007-12-18,0.2542,GIS 4 mean,GIS 4 mean,1.9194,0.164,0.5454,0.5454,False,False,False,False,False,True,True
4,1996,2008,2008,13,1996_2008,2.2406,2.2699,0.3249,0.7427,0.1493,2651,13,1996-01-26,2008-12-04,0.2062,GIS 4 mean,GIS 4 mean,1.9194,0.164,0.3212,0.3212,False,False,True,True,True,True,True
4,1996,2009,2009,14,1996_2009,2.2468,2.3527,0.3771,0.6889,0.1658,2743,13,1996-01-26,2009-12-23,0.1912,GIS 4 mean,GIS 4 mean,1.9194,0.164,0.3274,0.3274,False,False,True,True,True,True,True
4,1996,2010,2010,15,1996_2010,1.8395,1.917,0.4499,0.6037,0.1417,2934,13,1996-01-26,2010-12-02,0.1675,GIS 4 mean,GIS 4 mean,1.9194,0.164,-0.0799,0.0799,True,True,True,True,True,True,True
4,1996,2011,2011,16,1996_2011,1.5911,1.6108,0.3667,0.5108,0.1369,3198,13,1996-01-26,2011-12-29,0.1417,GIS 4 mean,GIS 4 mean,1.9194,0.164,-0.3283,0.3283,False,False,True,True,True,True,True
4,1996,2012,2012,17,1996_2012,1.667,1.6832,0.3644,0.4801,0.1597,3303,13,1996-01-26,2012-11-29,0.1332,GIS 4 mean,GIS 4 mean,1.9194,0.164,-0.2524,0.2524,False,False,True,True,True,True,True
4,1996,2013,2013,18,1996_2013,1.7468,1.7521,0.4234,0.43,0.1973,3483,13,1996-01-26,2013-12-27,0.1193,GIS 4 mean,GIS 4 mean,1.9194,0.164,-0.1726,0.1726,False,True,True,True,True,True,True
4,1996,2014,2014,19,1996_2014,1.5731,1.6647,0.4906,0.3856,0.1921,3692,13,1996-01-26,2014-12-14,0.107,GIS 4 mean,GIS 4 mean,1.9194,0.164,-0.3463,0.3463,False,False,True,True,True,True,True
4,1996,2015,2015,20,1996_2015,1.4355,1.5648,0.503,0.3631,0.1816,3819,13,1996-01-26,2015-12-16,0.1008,GIS 4 mean,GIS 4 mean,1.9194,0.164,-0.4839,0.4839,False,False,False,True,True,True,True
4,1996,2016,2016,21,1996_2016,1.2421,1.3531,0.556,0.3295,0.1669,4026,13,1996-01-26,2016-12-10,0.0914,GIS 4 mean,GIS 4 mean,1.9194,0.164,-0.6773,0.6773,False,False,False,False,False,True,False
4,1996,2017,2017,22,1996_2017,0.9909,1.0,0.5494,0.2872,0.1413,4358,13,1996-01-26,2017-12-21,0.0797,GIS 4 mean,GIS 4 mean,1.9194,0.164,-0.9285,0.9285,False,False,False,False,False,True,False
4,1996,2018,2018,23,1996_2018,1.029,1.0248,0.4799,0.2664,0.1571,4591,13,1996-01-26,2018-12-25,0.0739,GIS 4 mean,GIS 4 mean,1.9194,0.164,-0.8904,0.8904,False,False,False,False,False,True,False
4,1996,2019,2019,24,1996_2019,1.1575,1.1796,0.4407,0.2478,0.1982,4830,13,1996-01-26,2019-12-27,0.0688,GIS 4 mean,GIS 4 mean,1.9194,0.164,-0.7619,0.7619,False,False,False,False,False,True,False
4,1996,2020,2020,25,1996_2020,1.1739,1.2034,0.4328,0.2381,0.2095,4945,13,1996-01-26,2020-12-29,0.0661,GIS 4 mean,GIS 4 mean,1.9194,0.164,-0.7455,0.7455,False,False,False,False,False,True,False
4,1996,2021,2021,26,1996_2021,1.4485,1.5018,0.3943,0.2155,0.3017,5335,13,1996-01-26,2021-12-25,0.0598,GIS 4 mean,GIS 4 mean,1.9194,0.164,-0.4709,0.4709,False,False,False,True,True,True,False
4,1996,2022,2022,27,1996_2022,1.6342,1.681,0.3586,0.1939,0.3798,5806,13,1996-01-26,2022-12-28,0.0538,GIS 4 mean,GIS 4 mean,1.9194,0.164,-0.2852,0.2852,False,False,True,True,True,True,True
4,1996,2023,2023,28,1996_2023,1.8549,1.8693,0.3196,0.18,0.4555,6303,13,1996-01-26,2023-12-31,0.05,GIS 4 mean,GIS 4 mean,1.9194,0.164,-0.0645,0.0645,True,True,True,True,True,True,True
4,1996,2024,2024,29,1996_2024,1.9194,1.9336,0.3483,0.164,0.4981,6771,13,1996-01-26,2024-12-08,0.0455,GIS 4 mean,GIS 4 mean,1.9194,0.164,0.0,0.0,True,True,True,True,True,True,True
5,1996,2000,2000,5,1996_2000,8.2676,8.2251,0.8283,2.4813,0.3743,986,13,1996-01-26,2000-12-30,0.6911,GIS 5 mean,GIS 5 mean,0.8206,0.1853,7.447,7.447,False,False,False,False,False,False,False
5,1996,2001,2001,6,1996_2001,3.8612,3.8387,0.5999,2.2058,0.116,1296,13,1996-01-26,2001-11-08,0.6153,GIS 5 mean,GIS 5 mean,0.8206,0.1853,3.0406,3.0406,False,False,False,False,False,False,False
5,1996,2002,2002,7,1996_2002,2.2065,1.6384,1.1111,1.7471,0.0663,1611,13,1996-01-26,2002-12-29,0.4875,GIS 5 mean,GIS 5 mean,0.8206,0.1853,1.3859,1.3859,False,False,False,False,False,False,True
5,1996,2003,2003,8,1996_2003,1.3158,0.8664,1.0188,1.5126,0.0372,1778,13,1996-01-26,2003-12-31,0.4217,GIS 5 mean,GIS 5 mean,0.8206,0.1853,0.4952,0.4952,False,False,False,True,True,True,True
5,1996,2004,2004,9,1996_2004,1.9669,1.8566,0.4847,1.3249,0.0601,1981,13,1996-01-26,2004-12-17,0.3698,GIS 5 mean,GIS 5 mean,0.8206,0.1853,1.1463,1.1463,False,False,False,False,False,False,True
5,1996,2005,2005,10,1996_2005,2.099,2.2292,0.4936,1.1255,0.0822,2159,13,1996-01-26,2005-12-12,0.3142,GIS 5 mean,GIS 5 mean,0.8206,0.1853,1.2784,1.2784,False,False,False,False,False,False,True
5,1996,2006,2006,11,1996_2006,1.3468,1.3201,0.3929,0.9924,0.0448,2317,13,1996-01-26,2006-12-15,0.2767,GIS 5 mean,GIS 5 mean,0.8206,0.1853,0.5262,0.5262,False,False,False,True,False,True,True
5,1996,2007,2007,12,1996_2007,1.2755,1.2357,0.2855,0.8731,0.0459,2458,13,1996-01-26,2007-12-18,0.2433,GIS 5 mean,GIS 5 mean,0.8206,0.1853,0.4549,0.4549,False,False,False,True,True,True,True
5,1996,2008,2008,13,1996_2008,0.7765,0.8438,0.251,0.7358,0.0252,2668,13,1996-01-26,2008-12-04,0.2055,GIS 5 mean,GIS 5 mean,0.8206,0.1853,-0.0441,0.0441,True,True,True,True,True,True,True
5,1996,2009,2009,14,1996_2009,0.5299,0.5113,0.3079,0.7056,0.0163,2733,13,1996-01-26,2009-12-23,0.1971,GIS 5 mean,GIS 5 mean,0.8206,0.1853,-0.2907,0.2907,False,False,False,True,True,True,True
5,1996,2010,2010,15,1996_2010,0.0996,0.0542,0.2561,0.6312,0.0038,2909,13,1996-01-26,2010-12-02,0.176,GIS 5 mean,GIS 5 mean,0.8206,0.1853,-0.721,0.721,False,False,False,False,False,True,True
5,1996,2011,2011,16,1996_2011,-0.0708,-0.1641,0.3197,0.5318,0.006,3156,13,1996-01-26,2011-12-29,0.1482,GIS 5 mean,GIS 5 mean,0.8206,0.1853,-0.8914,0.8914,False,False,False,False,False,True,False
5,1996,2012,2012,17,1996_2012,0.0391,-0.0795,0.3263,0.4993,0.0069,3256,13,1996-01-26,2012-11-29,0.1391,GIS 5 mean,GIS 5 mean,0.8206,0.1853,-0.7815,0.7815,False,False,False,False,False,True,False
