transect_id,domain_number,lrr_m_yr,unc_m_yr,r_squared,n_obs,start_date,end_date,position_start_m,n_start,position_end_m,n_end,total_change_m,total_unc_m,observed_change_m,observed_minus_total_m,window,lrr_window,span_years
usa_NC_0032_0044,3,1.8959,0.5590,0.1721,217,1996-01-26,2010-12-02,35.1083,12,39.9437,16,26.5426,7.8260,4.8354,-21.7072,1996_2010,1996_2010,14
usa_NC_0032_0045,3,1.6930,0.5556,0.1497,207,1996-01-26,2010-12-02,43.0667,12,41.0154,13,23.7020,7.7784,-2.0513,-25.7533,1996_2010,1996_2010,14
usa_NC_0032_0046,3,1.7689,0.5584,0.1598,207,1996-01-26,2010-12-02,45.6417,12,40.7000,13,24.7646,7.8176,-4.9417,-29.7063,1996_2010,1996_2010,14
usa_NC_0032_0047,3,2.0852,0.5568,0.2101,207,1996-01-26,2010-12-02,41.0417,12,38.5846,13,29.1928,7.7952,-2.4571,-31.6499,1996_2010,1996_2010,14
usa_NC_0032_0048,3,2.2607,0.5835,0.2149,215,1996-01-26,2010-12-02,39.7250,12,39.6000,13,31.6498,8.1690,-0.1250,-31.7748,1996_2010,1996_2010,14
usa_NC_0032_0049,3,2.2697,0.5855,0.2136,217,1996-01-26,2010-12-02,38.0667,12,42.0571,14,31.7758,8.1970,3.9905,-27.7853,1996_2010,1996_2010,14
usa_NC_0032_0050,3,2.4188,0.6076,0.2210,219,1996-01-26,2010-12-02,36.3083,12,44.8750,12,33.8632,8.5064,8.5667,-25.2965,1996_2010,1996_2010,14
usa_NC_0032_0051,4,2.2733,0.6143,0.1933,224,1996-01-26,2010-12-02,32.3250,12,40.5462,13,31.8262,8.6002,8.2212,-23.6050,1996_2010,1996_2010,14
usa_NC_0032_0052,4,2.3417,0.6070,0.2104,219,1996-01-26,2010-12-02,25.2077,13,36.6615,13,32.7838,8.4980,11.4538,-21.3300,1996_2010,1996_2010,14
usa_NC_0032_0053,4,2.3483,0.6162,0.2056,220,1996-01-26,2010-12-02,24.8000,13,34.9583,12,32.8762,8.6268,10.1583,-22.7179,1996_2010,1996_2010,14
usa_NC_0032_0054,4,2.2705,0.6349,0.1863,219,1996-01-26,2010-12-02,17.9231,13,28.8154,13,31.7870,8.8886,10.8923,-20.8947,1996_2010,1996_2010,14
usa_NC_0032_0055,4,1.9934,0.6009,0.1608,225,1996-01-26,2010-12-02,15.7538,13,24.7600,15,27.9076,8.4126,9.0062,-18.9014,1996_2010,1996_2010,14
usa_NC_0032_0056,4,1.8876,0.5838,0.1534,226,1996-01-26,2010-12-02,23.2462,13,34.1867,15,26.4264,8.1732,10.9405,-15.4859,1996_2010,1996_2010,14
usa_NC_0032_0057,4,1.9324,0.5942,0.1538,228,1996-01-26,2010-12-02,14.9846,13,28.2800,15,27.0536,8.3188,13.2954,-13.7582,1996_2010,1996_2010,14
usa_NC_0032_0058,4,1.9170,0.6042,0.1480,227,1996-01-26,2010-12-02,16.4000,13,33.1867,15,26.8380,8.4588,16.7867,-10.0513,1996_2010,1996_2010,14
usa_NC_0032_0059,4,1.7753,0.6068,0.1287,227,1996-01-26,2010-12-02,18.2615,13,38.2867,15,24.8542,8.4952,20.0251,-4.8291,1996_2010,1996_2010,14
usa_NC_0032_0060,4,1.6458,0.6117,0.1106,228,1996-01-26,2010-12-02,21.1923,13,41.4733,15,23.0412,8.5638,20.2810,-2.7602,1996_2010,1996_2010,14
usa_NC_0032_0061,4,1.4565,0.6135,0.0887,227,1996-01-26,2010-12-02,21.1385,13,39.4824,17,20.3910,8.5890,18.3439,-2.0471,1996_2010,1996_2010,14
usa_NC_0032_0062,4,1.1415,0.5984,0.0583,230,1996-01-26,2010-12-02,18.9615,13,28.3125,16,15.9810,8.3776,9.3510,-6.6300,1996_2010,1996_2010,14
usa_NC_0032_0063,4,0.9300,0.5622,0.0438,234,1996-01-26,2010-12-02,20.2231,13,28.3353,17,13.0200,7.8708,8.1122,-4.9078,1996_2010,1996_2010,14
usa_NC_0032_0064,5,0.5805,0.5514,0.0184,231,1996-01-26,2010-12-02,24.7308,13,29.6400,15,8.1270,7.7196,4.9092,-3.2178,1996_2010,1996_2010,14
usa_NC_0032_0065,5,0.4746,0.5283,0.0136,230,1996-01-26,2010-12-02,20.8538,13,25.8600,15,6.6444,7.3962,5.0062,-1.6382,1996_2010,1996_2010,14
usa_NC_0032_0066,5,0.3703,0.5517,0.0077,226,1996-01-26,2010-12-02,19.4923,13,26.1133,15,5.1842,7.7238,6.6210,1.4368,1996_2010,1996_2010,14
usa_NC_0032_0067,5,0.2564,0.6117,0.0030,227,1996-01-26,2010-12-02,17.1385,13,25.8733,15,3.5896,8.5638,8.7349,5.1453,1996_2010,1996_2010,14
usa_NC_0032_0068,5,0.0654,0.6395,0.0002,222,1996-01-26,2010-12-02,19.1538,13,26.4231,13,0.9156,8.9530,7.2692,6.3536,1996_2010,1996_2010,14
usa_NC_0032_0069,5,-0.0385,0.6905,0.0001,222,1996-01-26,2010-12-02,20.1923,13,29.7077,13,-0.5390,9.6670,9.5154,10.0544,1996_2010,1996_2010,14
usa_NC_0032_0070,5,-0.0282,0.7102,0.0000,220,1996-01-26,2010-12-02,20.5692,13,31.6923,13,-0.3948,9.9428,11.1231,11.5179,1996_2010,1996_2010,14
usa_NC_0032_0071,5,0.0283,0.7217,0.0000,219,1996-01-26,2010-12-02,22.8231,13,34.0154,13,0.3962,10.1038,11.1923,10.7961,1996_2010,1996_2010,14
usa_NC_0032_0072,5,-0.1959,0.7172,0.0013,221,1996-01-26,2010-12-02,21.9462,13,33.0500,14,-2.7426,10.0408,11.1038,13.8464,1996_2010,1996_2010,14
usa_NC_0032_0073,5,-0.1602,0.6846,0.0010,221,1996-01-26,2010-12-02,21.2692,13,34.2077,13,-2.2428,9.5844,12.9385,15.1813,1996_2010,1996_2010,14
usa_NC_0032_0074,5,0.0542,0.6199,0.0001,225,1996-01-26,2010-12-02,21.2077,13,33.7538,13,0.7588,8.6786,12.5462,11.7874,1996_2010,1996_2010,14
usa_NC_0032_0075,5,0.1315,0.6200,0.0008,226,1996-01-26,2010-12-02,14.1154,13,31.3833,12,1.8410,8.6800,17.2679,15.4269,1996_2010,1996_2010,14
usa_NC_0032_0076,5,-0.2431,0.5592,0.0034,219,1996-01-26,2010-12-02,15.6833,12,29.8000,12,-3.4034,7.8288,14.1167,17.5201,1996_2010,1996_2010,14
usa_NC_0032_0077,6,-0.6424,0.5240,0.0262,219,1996-01-26,2010-12-02,30.4231,13,35.4769,13,-8.9936,7.3360,5.0538,14.0474,1996_2010,1996_2010,14
usa_NC_0032_0078,6,-0.4113,0.6677,0.0152,99,1996-01-26,2010-11-24,124.2667,3,133.6833,6,-5.7582,9.3478,9.4167,15.1749,1996_2010,1996_2010,14
usa_NC_0032_0079,6,-1.0173,0.3694,0.1113,237,1996-01-26,2010-12-02,56.2923,13,48.6400,15,-14.2422,5.1716,-7.6523,6.5899,1996_2010,1996_2010,14
usa_NC_0032_0080,6,-1.6894,0.3820,0.2434,238,1996-01-26,2010-12-02,70.7231,13,49.3471,17,-23.6516,5.3480,-21.3760,2.2756,1996_2010,1996_2010,14
usa_NC_0032_0081,6,-2.1902,0.4105,0.3180,239,1996-01-26,2010-12-02,77.9846,13,45.4500,16,-30.6628,5.7470,-32.5346,-1.8718,1996_2010,1996_2010,14
usa_NC_0032_0082,6,-2.1223,0.4182,0.3003,235,1996-01-26,2010-12-02,75.1077,13,42.7533,15,-29.7122,5.8548,-32.3544,-2.6422,1996_2010,1996_2010,14
usa_NC_0032_0083,7,-2.3219,0.4215,0.3447,226,1996-01-26,2010-12-02,71.0154,13,38.5917,12,-32.5066,5.9010,-32.4237,0.0829,1996_2010,1996_2010,14
usa_NC_0032_0084,7,-2.1011,0.4083,0.3236,217,1996-01-26,2010-12-02,59.6000,12,34.8083,12,-29.4154,5.7162,-24.7917,4.6237,1996_2010,1996_2010,14
usa_NC_0032_0085,7,-1.9754,0.3938,0.3047,225,1996-01-26,2010-12-02,76.0750,12,51.6923,13,-27.6556,5.5132,-24.3827,3.2729,1996_2010,1996_2010,14
usa_NC_0032_0086,7,-1.8163,0.3650,0.3042,222,1996-01-26,2010-12-02,57.8750,12,31.2500,12,-25.4282,5.1100,-26.6250,-1.1968,1996_2010,1996_2010,14
usa_NC_0032_0088,8,-1.2650,0.3863,0.1544,230,1996-01-26,2010-12-02,51.9333,12,28.8733,15,-17.7100,5.4082,-23.0600,-5.3500,1996_2010,1996_2010,14
usa_NC_0032_0089,8,-1.0367,0.3560,0.1257,231,1996-01-26,2010-12-02,46.8250,12,28.9867,15,-14.5138,4.9840,-17.8383,-3.3245,1996_2010,1996_2010,14
usa_NC_0032_0090,8,-1.2043,0.3296,0.1852,230,1996-01-26,2010-12-02,38.5083,12,17.4667,15,-16.8602,4.6144,-21.0417,-4.1815,1996_2010,1996_2010,14
usa_NC_0032_0091,8,-1.1664,0.3468,0.1609,231,1996-01-26,2010-12-02,92.4083,12,72.2176,17,-16.3296,4.8552,-20.1907,-3.8611,1996_2010,1996_2010,14
usa_NC_0032_0092,8,-1.0768,0.3452,0.1416,231,1996-01-26,2010-12-02,59.3667,12,41.1625,16,-15.0752,4.8328,-18.2042,-3.1290,1996_2010,1996_2010,14
usa_NC_0032_0093,8,-0.9203,0.3509,0.1032,234,1996-01-26,2010-12-02,66.4167,12,52.7933,15,-12.8842,4.9126,-13.6233,-0.7391,1996_2010,1996_2010,14
usa_NC_0032_0094,8,-0.9802,0.3694,0.1066,231,1996-01-26,2010-12-02,35.1333,12,18.1467,15,-13.7228,5.1716,-16.9867,-3.2639,1996_2010,1996_2010,14
usa_NC_0032_0095,8,-1.1156,0.3910,0.1232,227,1996-01-26,2010-12-02,82.9917,12,62.4600,15,-15.6184,5.4740,-20.5317,-4.9133,1996_2010,1996_2010,14
usa_NC_0032_0096,9,-1.2234,0.3625,0.1625,230,1996-01-26,2010-12-02,40.5750,12,19.6800,15,-17.1276,5.0750,-20.8950,-3.7674,1996_2010,1996_2010,14
usa_NC_0032_0097,9,-1.3699,0.3631,0.2001,223,1996-01-26,2010-12-02,61.7417,12,36.3417,12,-19.1786,5.0834,-25.4000,-6.2214,1996_2010,1996_2010,14
usa_NC_0032_0098,9,-1.3205,0.3533,0.1985,221,1996-01-26,2010-12-02,56.6333,12,31.1917,12,-18.4870,4.9462,-25.4417,-6.9547,1996_2010,1996_2010,14
usa_NC_0032_0099,9,-1.2306,0.3579,0.1733,221,1996-01-26,2010-12-02,52.7917,12,29.6333,12,-17.2284,5.0106,-23.1583,-5.9299,1996_2010,1996_2010,14
usa_NC_0032_0100,9,-1.2405,0.4050,0.1444,218,1996-01-26,2010-12-02,51.6583,12,27.4917,12,-17.3670,5.6700,-24.1667,-6.7997,1996_2010,1996_2010,14
usa_NC_0032_0101,9,-1.2281,0.3840,0.1524,223,1996-01-26,2010-12-02,50.6250,12,29.4667,12,-17.1934,5.3760,-21.1583,-3.9649,1996_2010,1996_2010,14
usa_NC_0032_0102,9,-1.2458,0.3878,0.1541,222,1996-01-26,2010-12-02,52.8917,12,28.0333,12,-17.4412,5.4292,-24.8583,-7.4171,1996_2010,1996_2010,14
usa_NC_0032_0103,9,-1.2599,0.3846,0.1618,218,1996-01-26,2010-12-02,56.3833,12,26.2167,12,-17.6386,5.3844,-30.1667,-12.5281,1996_2010,1996_2010,14
usa_NC_0032_0104,9,-1.3434,0.3839,0.1758,225,1996-01-26,2010-12-02,54.4000,12,21.0200,15,-18.8076,5.3746,-33.3800,-14.5724,1996_2010,1996_2010,14
usa_NC_0032_0105,10,-1.3920,0.3964,0.1781,223,1996-01-26,2010-12-02,57.3583,12,20.9400,15,-19.4880,5.5496,-36.4183,-16.9303,1996_2010,1996_2010,14
usa_NC_0032_0106,10,-1.3592,0.4078,0.1634,223,1996-01-26,2010-12-02,55.9250,12,20.9267,15,-19.0288,5.7092,-34.9983,-15.9695,1996_2010,1996_2010,14
usa_NC_0032_0107,10,-1.1921,0.4003,0.1333,226,1996-01-26,2010-12-02,61.0333,12,31.8000,15,-16.6894,5.6042,-29.2333,-12.5439,1996_2010,1996_2010,14
usa_NC_0032_0108,10,-1.1505,0.4151,0.1166,228,1996-01-26,2010-12-02,58.8583,12,27.2000,15,-16.1070,5.8114,-31.6583,-15.5513,1996_2010,1996_2010,14
usa_NC_0032_0109,10,-1.3516,0.3774,0.1819,226,1996-01-26,2010-12-02,64.5917,12,27.1059,17,-18.9224,5.2836,-37.4858,-18.5634,1996_2010,1996_2010,14
usa_NC_0032_0110,10,-1.5450,0.4031,0.2059,222,1996-01-26,2010-12-02,78.5667,12,35.5062,16,-21.6300,5.6434,-43.0604,-21.4304,1996_2010,1996_2010,14
usa_NC_0032_0111,10,-1.3327,0.4276,0.1419,230,1996-01-26,2010-12-02,64.4692,13,24.5562,16,-18.6578,5.9864,-39.9130,-21.2552,1996_2010,1996_2010,14
usa_NC_0032_0112,10,-1.3487,0.4268,0.1470,227,1996-01-26,2010-12-02,61.6538,13,27.6000,15,-18.8818,5.9752,-34.0538,-15.1720,1996_2010,1996_2010,14
usa_NC_0032_0113,10,-1.4952,0.4221,0.1800,224,1996-01-26,2010-12-02,59.6000,13,26.4133,15,-20.9328,5.9094,-33.1867,-12.2539,1996_2010,1996_2010,14
usa_NC_0032_0114,10,-1.4574,0.4151,0.1767,225,1996-01-26,2010-12-02,58.4462,13,28.1067,15,-20.4036,5.8114,-30.3395,-9.9359,1996_2010,1996_2010,14
usa_NC_0032_0115,11,-1.4899,0.4298,0.1791,216,1996-01-26,2010-12-02,58.2538,13,26.4333,12,-20.8586,6.0172,-31.8205,-10.9619,1996_2010,1996_2010,14
usa_NC_0032_0116,11,-1.9295,0.4196,0.2903,203,1996-01-26,2010-12-02,61.8769,13,20.2636,11,-27.0130,5.8744,-41.6133,-14.6003,1996_2010,1996_2010,14
usa_NC_0032_0117,11,-1.9452,0.4181,0.2984,200,1996-01-26,2010-12-02,68.0385,13,23.6182,11,-27.2328,5.8534,-44.4203,-17.1875,1996_2010,1996_2010,14
usa_NC_0032_0118,11,-1.9543,0.4096,0.3100,199,1996-01-26,2010-12-02,71.5846,13,26.2273,11,-27.3602,5.7344,-45.3573,-17.9971,1996_2010,1996_2010,14
usa_NC_0032_0119,11,-1.9654,0.3961,0.3237,202,1996-01-26,2010-12-02,73.0250,12,29.5091,11,-27.5156,5.5454,-43.5159,-16.0003,1996_2010,1996_2010,14
usa_NC_0032_0120,11,-1.9742,0.3954,0.3232,205,1996-01-26,2010-12-02,72.6083,12,32.6500,12,-27.6388,5.5356,-39.9583,-12.3195,1996_2010,1996_2010,14
usa_NC_0032_0121,11,-1.9784,0.4118,0.2904,221,1996-01-26,2010-12-02,73.1500,12,34.3833,12,-27.6976,5.7652,-38.7667,-11.0691,1996_2010,1996_2010,14
usa_NC_0032_0122,11,-1.9950,0.4079,0.2979,221,1996-01-26,2010-12-02,67.0583,12,31.3917,12,-27.9300,5.7106,-35.6667,-7.7367,1996_2010,1996_2010,14
usa_NC_0032_0123,11,-2.0779,0.3919,0.3287,225,1996-01-26,2010-12-02,66.2250,12,33.4533,15,-29.0906,5.4866,-32.7717,-3.6811,1996_2010,1996_2010,14
usa_NC_0032_0124,11,-2.1934,0.3850,0.3600,226,1996-01-26,2010-12-02,71.4917,12,37.0267,15,-30.7076,5.3900,-34.4650,-3.7574,1996_2010,1996_2010,14
usa_NC_0032_0125,12,-2.2591,0.3900,0.3646,229,1996-01-26,2010-12-02,74.2750,12,40.7267,15,-31.6274,5.4600,-33.5483,-1.9209,1996_2010,1996_2010,14
usa_NC_0032_0126,12,-2.3411,0.3841,0.3864,231,1996-01-26,2010-12-02,68.5667,12,35.2333,15,-32.7754,5.3774,-33.3333,-0.5579,1996_2010,1996_2010,14
usa_NC_0032_0127,12,-2.3334,0.3805,0.4127,210,1996-01-26,2010-12-02,74.8583,12,39.1533,15,-32.6676,5.3270,-35.7050,-3.0374,1996_2010,1996_2010,14
usa_NC_0032_0128,12,-2.4699,0.3828,0.4364,211,1996-01-26,2010-12-02,76.3083,12,37.2059,17,-34.5786,5.3592,-39.1025,-4.5239,1996_2010,1996_2010,14
usa_NC_0032_0129,12,-2.5261,0.4039,0.4052,225,1996-01-26,2010-12-02,72.2083,12,33.6812,16,-35.3654,5.6546,-38.5271,-3.1617,1996_2010,1996_2010,14
usa_NC_0032_0130,12,-2.4368,0.4169,0.3678,230,1996-01-26,2010-12-02,71.4833,12,37.4625,16,-34.1152,5.8366,-34.0208,0.0944,1996_2010,1996_2010,14
usa_NC_0032_0131,12,-2.4437,0.4342,0.3545,226,1996-01-26,2010-12-02,69.4250,12,37.6200,15,-34.2118,6.0788,-31.8050,2.4068,1996_2010,1996_2010,14
usa_NC_0032_0132,12,-2.4451,0.4557,0.3330,226,1996-01-26,2010-12-02,68.4917,12,38.7800,15,-34.2314,6.3798,-29.7117,4.5197,1996_2010,1996_2010,14
usa_NC_0032_0133,12,-2.3713,0.4681,0.3118,222,1996-01-26,2010-12-02,70.3000,12,40.9400,15,-33.1982,6.5534,-29.3600,3.8382,1996_2010,1996_2010,14
usa_NC_0032_0134,12,-2.2446,0.4772,0.2866,216,1996-01-26,2010-12-02,73.6167,12,43.8667,12,-31.4244,6.6808,-29.7500,1.6744,1996_2010,1996_2010,14
usa_NC_0032_0135,13,-2.2054,0.4728,0.2822,217,1996-01-26,2010-12-02,71.9083,12,44.4917,12,-30.8756,6.6192,-27.4167,3.4589,1996_2010,1996_2010,14
usa_NC_0032_0136,13,-2.2721,0.4887,0.2828,215,1996-01-26,2010-12-02,71.6917,12,45.5333,12,-31.8094,6.8418,-26.1583,5.6511,1996_2010,1996_2010,14
usa_NC_0032_0137,13,-2.3477,0.4779,0.3036,217,1996-01-26,2010-12-02,72.0500,12,47.7417,12,-32.8678,6.6906,-24.3083,8.5595,1996_2010,1996_2010,14
usa_NC_0032_0138,13,-2.2898,0.4362,0.3345,215,1996-01-26,2010-12-02,69.7667,12,48.7917,12,-32.0572,6.1068,-20.9750,11.0822,1996_2010,1996_2010,14
usa_NC_0032_0139,13,-2.3498,0.4410,0.3339,222,1996-01-26,2010-12-02,71.1167,12,49.6750,12,-32.8972,6.1740,-21.4417,11.4555,1996_2010,1996_2010,14
usa_NC_0032_0140,13,-2.2346,0.4197,0.3346,221,1996-01-26,2010-12-02,64.7417,12,44.2250,12,-31.2844,5.8758,-20.5167,10.7677,1996_2010,1996_2010,14
usa_NC_0032_0141,13,-2.0301,0.4138,0.2991,221,1996-01-26,2010-12-02,63.1750,12,45.6000,12,-28.4214,5.7932,-17.5750,10.8464,1996_2010,1996_2010,14
usa_NC_0032_0142,13,-1.6852,0.4343,0.2085,224,1996-01-26,2010-12-02,59.9417,12,47.6923,13,-23.5928,6.0802,-12.2494,11.3434,1996_2010,1996_2010,14
usa_NC_0032_0143,13,-1.2916,0.4140,0.1444,226,1996-01-26,2010-12-02,54.2333,12,48.8267,15,-18.0824,5.7960,-5.4067,12.6757,1996_2010,1996_2010,14
usa_NC_0032_0144,13,-1.4647,0.4149,0.1796,223,1996-01-26,2010-12-02,57.3000,12,51.4333,15,-20.5058,5.8086,-5.8667,14.6391,1996_2010,1996_2010,14
usa_NC_0032_0145,13,-1.6649,0.4147,0.2215,222,1996-01-26,2010-12-02,50.8583,12,41.6933,15,-23.3086,5.8058,-9.1650,14.1436,1996_2010,1996_2010,14
usa_NC_0032_0146,14,-1.5488,0.4142,0.1972,223,1996-01-26,2010-12-02,62.7250,12,53.2000,15,-21.6832,5.7988,-9.5250,12.1582,1996_2010,1996_2010,14
usa_NC_0032_0147,14,-1.3524,0.4206,0.1526,225,1996-01-26,2010-12-02,57.0750,12,46.5933,15,-18.9336,5.8884,-10.4817,8.4519,1996_2010,1996_2010,14
usa_NC_0032_0148,14,-1.2947,0.4348,0.1348,223,1996-01-26,2010-12-02,54.9083,12,38.8000,17,-18.1258,6.0872,-16.1083,2.0175,1996_2010,1996_2010,14
usa_NC_0032_0149,14,-1.1658,0.4505,0.1040,226,1996-01-26,2010-12-02,59.6583,12,42.1812,16,-16.3212,6.3070,-17.4771,-1.1559,1996_2010,1996_2010,14
usa_NC_0032_0150,14,-1.0316,0.4704,0.0754,231,1996-01-26,2010-12-02,61.7333,12,44.5500,16,-14.4424,6.5856,-17.1833,-2.7409,1996_2010,1996_2010,14
usa_NC_0032_0151,14,-0.8783,0.4867,0.0525,230,1996-01-26,2010-12-02,62.5917,12,45.6187,16,-12.2962,6.8138,-16.9729,-4.6767,1996_2010,1996_2010,14
usa_NC_0032_0152,14,-0.7499,0.5036,0.0370,226,1996-01-26,2010-12-02,63.6667,12,44.3750,16,-10.4986,7.0504,-19.2917,-8.7931,1996_2010,1996_2010,14
usa_NC_0032_0153,14,-0.9323,0.5485,0.0492,219,1996-01-26,2010-12-02,65.5500,12,43.1615,13,-13.0522,7.6790,-22.3885,-9.3363,1996_2010,1996_2010,14
usa_NC_0032_0154,14,-1.0154,0.5654,0.0541,221,1996-01-26,2010-12-02,61.8417,12,42.3333,12,-14.2156,7.9156,-19.5083,-5.2927,1996_2010,1996_2010,14
usa_NC_0032_0155,14,-0.9616,0.5953,0.0444,220,1996-01-26,2010-12-02,63.8500,12,43.2333,12,-13.4624,8.3342,-20.6167,-7.1543,1996_2010,1996_2010,14
usa_NC_0032_0156,15,-0.9609,0.5974,0.0443,219,1996-01-26,2010-12-02,65.3000,12,41.5167,12,-13.4526,8.3636,-23.7833,-10.3307,1996_2010,1996_2010,14
usa_NC_0032_0157,15,-0.5242,0.5584,0.0156,218,1996-01-26,2010-12-02,61.8750,12,41.3231,13,-7.3388,7.8176,-20.5519,-13.2131,1996_2010,1996_2010,14
usa_NC_0032_0158,15,-0.3652,0.5356,0.0084,216,1996-01-26,2010-12-02,61.0692,13,43.3538,13,-5.1128,7.4984,-17.7154,-12.6026,1996_2010,1996_2010,14
usa_NC_0032_0159,15,0.0354,0.4665,0.0001,216,1996-01-26,2010-12-02,65.7308,13,49.2538,13,0.4956,6.5310,-16.4769,-16.9725,1996_2010,1996_2010,14
usa_NC_0032_0160,15,0.0027,0.4511,0.0000,215,1996-01-26,2010-12-02,58.5769,13,42.4833,12,0.0378,6.3154,-16.0936,-16.1314,1996_2010,1996_2010,14
usa_NC_0032_0161,15,0.2059,0.4428,0.0039,218,1996-01-26,2010-12-02,53.4538,13,39.0417,12,2.8826,6.1992,-14.4122,-17.2948,1996_2010,1996_2010,14
usa_NC_0032_0162,15,0.4871,0.4185,0.0235,221,1996-01-26,2010-12-02,48.0462,13,37.8667,15,6.8194,5.8590,-10.1795,-16.9989,1996_2010,1996_2010,14
usa_NC_0032_0163,15,0.5919,0.4193,0.0337,224,1996-01-26,2010-12-02,52.8308,13,45.0800,15,8.2866,5.8702,-7.7508,-16.0374,1996_2010,1996_2010,14
usa_NC_0032_0164,15,0.6181,0.4028,0.0396,224,1996-01-26,2010-12-02,44.1385,13,39.2067,15,8.6534,5.6392,-4.9318,-13.5852,1996_2010,1996_2010,14
usa_NC_0032_0165,15,0.7922,0.3890,0.0668,227,1996-01-26,2010-12-02,37.2923,13,40.2600,15,11.0908,5.4460,2.9677,-8.1231,1996_2010,1996_2010,14
