sweep,offset_scale,offset_mode_setting,offset_source,island_offset_version,is_control,Hs_m,wave_period_s,wave_asymmetry,wave_angle_high_fraction,period,source_sink_preset,status,mean_bias_interior_m_yr,rmse_interior_m_yr,variance_explained,pattern_variance_explained,r_alongshore,model_sd_m_yr,sd_ratio,endpoint_mean_bias_interior_m_yr,endpoint_rmse_interior_m_yr,lrr_r2_median,roads_drowned,run_name,run_dir,log
wave_angle,div10,asrun,duneline,duneline/superseded_20260924_pre-metres/v1,True,1.0,8.0,0.7,0.3,1996-2010,zeroBE,scored,0.038042107472920916,1.0853031762335985,0.14575871464664503,0.1468082753098543,0.4596107752709864,0.24162867056228635,0.20577265867825936,0.029713022216508955,1.0904932586583826,0.8524248786476033,0,HAT_1996_2010_zeroBE_road_bdm_nogroin_waveHs1ahf0p3,runs_wave_angle/div10_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_road_bdm_nogroin_waveHs1ahf0p3,logs/wave_angle/div10_duneline/Hs1.0_asymmetry0.7_highangle0.3.log
wave_angle,div10,asrun,duneline,duneline/superseded_20260924_pre-metres/v1,True,1.0,8.0,0.7,0.4,1996-2010,zeroBE,scored,0.052576395222206855,1.1118447771850457,0.10346607158059418,0.10547082065561952,0.38069497187958057,0.21377818784446231,0.18205499363055022,0.04292217019308217,1.1180719762215707,0.8574795544252629,0,HAT_1996_2010_zeroBE_road_bdm_nogroin_waveHs1ahf0p4,runs_wave_angle/div10_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_road_bdm_nogroin_waveHs1ahf0p4,logs/wave_angle/div10_duneline/Hs1.0_asymmetry0.7_highangle0.4.log
wave_angle,div10,asrun,duneline,duneline/superseded_20260924_pre-metres/v1,True,1.0,8.0,0.8,0.1,1996-2010,zeroBE,scored,0.00624967371177459,1.0528128711386304,0.1961393304483161,0.19616765696006033,0.5042511974234857,0.30907266653134635,0.26320843536048805,-0.0057874400098817695,1.056911322244143,0.8554966524179086,0,HAT_1996_2010_zeroBE_road_bdm_nogroin_waveHs1asym0p8,runs_wave_angle/div10_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_road_bdm_nogroin_waveHs1asym0p8,logs/wave_angle/div10_duneline/Hs1.0_asymmetry0.8_highangle0.1.log
wave_angle,div10,asrun,duneline,duneline/superseded_20260924_pre-metres/v1,True,1.0,8.0,0.8,0.2,1996-2010,zeroBE,scored,0.0207185876518983,1.0670428050129084,0.174262339594358,0.17457365363118338,0.48780640872637454,0.27718150868046665,0.2360497032281108,0.010146767279258813,1.0714577576423228,0.8544151351521523,0,HAT_1996_2010_zeroBE_road_bdm_nogroin_waveHs1asym0p8ahf0p2,runs_wave_angle/div10_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_road_bdm_nogroin_waveHs1asym0p8ahf0p2,logs/wave_angle/div10_duneline/Hs1.0_asymmetry0.8_highangle0.2.log
wave_angle,div10,asrun,duneline,duneline/superseded_20260924_pre-metres/v1,True,1.0,8.0,0.8,0.3,1996-2010,zeroBE,scored,0.038330568565783485,1.0862513749410623,0.14426540967293067,0.1453309476461413,0.45738816385606607,0.24031873868706613,0.20465711157027666,0.029908359162677443,1.0915675219426815,0.8523466020839031,0,HAT_1996_2010_zeroBE_road_bdm_nogroin_waveHs1asym0p8ahf0p3,runs_wave_angle/div10_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_road_bdm_nogroin_waveHs1asym0p8ahf0p3,logs/wave_angle/div10_duneline/Hs1.0_asymmetry0.8_highangle0.3.log
wave_angle,div10,asrun,duneline,duneline/superseded_20260924_pre-metres/v1,True,1.0,8.0,0.8,0.4,1996-2010,zeroBE,scored,0.05271709689716047,1.1133333181056122,0.10106390034036505,0.10307939374210529,0.3750923861492736,0.2127116984801501,0.1811467638603167,0.042956366088188105,1.1196734212376807,0.8570433354756561,0,HAT_1996_2010_zeroBE_road_bdm_nogroin_waveHs1asym0p8ahf0p4,runs_wave_angle/div10_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_road_bdm_nogroin_waveHs1asym0p8ahf0p4,logs/wave_angle/div10_duneline/Hs1.0_asymmetry0.8_highangle0.4.log
wave_angle,metres,metres,duneline,duneline/v1,False,0.75,8.0,0.8,0.3,1996-2010,zeroBE,scored,-0.20662800709326684,1.194416695121823,-0.0346420839226953,-0.003678103589813242,0.41700753512794003,0.9844941917835598,0.8384021102511767,-0.23710313852045342,1.2471060573303163,0.8538614335492651,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs0p75asym0p8ahf0p3,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs0p75asym0p8ahf0p3,logs/wave_angle/metres_duneline/Hs0.75_asymmetry0.8_highangle0.3.log
wave_angle,metres,metres,duneline,duneline/v1,False,0.75,8.0,0.8,0.4,1996-2010,zeroBE,scored,-0.07391028631999237,1.1130178965614916,0.10157318833564655,0.1055349484772603,0.3411068209115026,0.5226834114220446,0.4451208334054531,-0.09930668874542646,1.138316194474565,0.839951301206702,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs0p75asym0p8ahf0p4,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs0p75asym0p8ahf0p4,logs/wave_angle/metres_duneline/Hs0.75_asymmetry0.8_highangle0.4.log
wave_angle,metres,metres,duneline,duneline/v1,False,0.75,8.0,0.8,0.45,1996-2010,zeroBE,scored,0.01738549157217278,1.0989388969956833,0.1241585393222766,0.12437774528255219,0.35650087486860554,0.3574348174898877,0.3043939799358909,-0.0022626515947165634,1.1094958639894121,0.8325665068062916,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs0p75asym0p8ahf0p45,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs0p75asym0p8ahf0p45,logs/wave_angle/metres_duneline/Hs0.75_asymmetry0.8_highangle0.45.log
wave_angle,metres,metres,duneline,duneline/v1,False,0.75,8.0,0.8,0.5,1996-2010,zeroBE,scored,0.055605354155088604,1.120212499251987,0.0899206979036411,0.09216309039883142,0.30812317445636467,0.2999362757696846,0.2554278213572918,0.03901695708819409,1.1276387808783623,0.8357860495140575,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs0p75asym0p8ahf0p5,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs0p75asym0p8ahf0p5,logs/wave_angle/metres_duneline/Hs0.75_asymmetry0.8_highangle0.5.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.5,0.1,1996-2010,zeroBE,scored,-0.7018873436630889,2.2171482080983043,-2.565068337221643,-2.2077846138735002,0.5388900675813549,2.48877193192949,2.119455510330037,-0.7086716462450444,2.4428946607506594,0.9412134072257129,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p5,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p5,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.5_highangle0.1.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.5,0.2,1996-2010,zeroBE,scored,-0.518886995314482,1.841952243566993,-1.460566693218314,-1.265301883981654,0.5265987755238966,2.0767990688113978,1.7686165509059237,-0.5298842363334062,2.050655536190112,0.9401571439222296,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p5ahf0p2,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p5ahf0p2,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.5_highangle0.2.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.5,0.3,1996-2010,zeroBE,scored,-0.3294022301581981,1.5083699826729022,-0.6500388556412844,-0.5713466932918834,0.4977954329014485,1.6473125333538174,1.4028628261432021,-0.3418878771640308,1.6838435610944944,0.9190204313417822,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p5ahf0p3,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p5ahf0p3,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.5_highangle0.3.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.5,0.4,1996-2010,zeroBE,scored,-0.1404552021946983,1.2355932536147445,-0.10720863898460897,-0.09290145811379036,0.4470427262351999,1.1602831981700465,0.9881052523757469,-0.14399900773833554,1.3425964649095745,0.8731290624475141,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p5ahf0p4,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p5ahf0p4,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.5_highangle0.4.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.5,0.45,1996-2010,zeroBE,scored,-0.051101933005999654,1.1622536957960903,0.020328936141504106,0.022222818791719168,0.3951773946792216,0.8937911319281527,0.7611587527751473,-0.04956116125718597,1.2217338266061393,0.8688452260605108,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p5ahf0p45,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p5ahf0p45,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.5_highangle0.45.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.5,0.5,1996-2010,zeroBE,scored,0.04825794102395962,1.1241531108578573,0.08350659908574232,0.08519554594661072,0.34148427308708657,0.6091187392109257,0.5187297605309289,0.050461981147072406,1.1530738372807356,0.8624797988706254,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p5ahf0p5,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p5ahf0p5,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.5_highangle0.5.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.6,0.1,1996-2010,zeroBE,scored,-0.7116440636093696,2.1446939513004972,-2.335869578738245,-1.968583835570127,0.5510180274807969,2.4170791328900467,2.058401423362201,-0.7306590081875641,2.361359240552387,0.9458211097550546,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p6,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p6,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.6_highangle0.1.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.6,0.2,1996-2010,zeroBE,scored,-0.5261093276212823,1.7738233271118853,-1.2819132639261293,-1.0811748851735428,0.5385830884464622,2.007481811315337,1.709585491660936,-0.5448567893948981,1.9669325335227115,0.9344106920647668,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p6ahf0p2,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p6ahf0p2,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.6_highangle0.2.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.6,0.3,1996-2010,zeroBE,scored,-0.34246871520903494,1.4283248812909666,-0.4795594228851763,-0.3945004335906368,0.5036651298013264,1.5368131411436554,1.308760774161935,-0.36253065029199566,1.5856712078457489,0.9067395810445472,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p6ahf0p3,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p6ahf0p3,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.6_highangle0.3.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.6,0.4,1996-2010,zeroBE,scored,-0.15333442253929744,1.191571303860098,-0.029718417098262506,-0.012667107774664954,0.428581118510919,1.023587024483793,0.8716938388414632,-0.16413744211825804,1.273832827658476,0.8761975019293086,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p6ahf0p4,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p6ahf0p4,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.6_highangle0.4.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.6,0.45,1996-2010,zeroBE,scored,-0.045988228231563705,1.1114234035961348,0.10414549040037391,0.10567930110702617,0.395798078863689,0.7298889854197873,0.6215785433090443,-0.05573159059079909,1.1481923448878915,0.8732219692333606,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p6ahf0p45,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p6ahf0p45,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.6_highangle0.45.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.6,0.5,1996-2010,zeroBE,scored,0.062491125034464454,1.08921943023121,0.1395826307461825,0.14241477321049656,0.38476676586646136,0.36369927560068366,0.309728836091981,0.05614523786537455,1.093048491492412,0.8667556911246815,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p6ahf0p5,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p6ahf0p5,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.6_highangle0.5.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.7,0.1,1996-2010,zeroBE,scored,-0.727180293561201,2.0761618964255018,-2.1260854235881705,-1.742587858269164,0.5609121870462133,2.3428766158757734,1.9952100430880222,-0.7544825766612074,2.279876325631257,0.9481918332732026,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.7_highangle0.1.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.7,0.2,1996-2010,zeroBE,scored,-0.549918952672779,1.7090824159059634,-1.1183826986287166,-0.8990639373474412,0.5393614477127286,1.914288086821496,1.6302210668325359,-0.5820797465807233,1.8914103087055791,0.9329568742535338,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1ahf0p2,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1ahf0p2,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.7_highangle0.2.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.7,0.3,1996-2010,zeroBE,scored,-0.3517890719687969,1.3761208174208588,-0.37338259246778804,-0.28363080685329867,0.48966039466705485,1.424510399962913,1.2131229776378636,-0.38438858492820993,1.5083539668478625,0.9112619348867665,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1ahf0p3,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1ahf0p3,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.7_highangle0.3.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.7,0.4,1996-2010,zeroBE,scored,-0.17518959065704728,1.1541463590966832,0.03394871905061059,0.0562071734778562,0.4179758229895226,0.8950246155828473,0.7622091960461054,-0.200717008422283,1.2180007963746,0.8599832988447216,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1ahf0p4,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1ahf0p4,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.7_highangle0.4.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.7,0.45,1996-2010,zeroBE,scored,-0.07631680821552682,1.1007667962393919,0.12124248747830868,0.12546643784371236,0.36137355937316107,0.5084018483162932,0.4329585548003807,-0.09514851789452003,1.1285054042784053,0.863799094736364,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1ahf0p45,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1ahf0p45,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.7_highangle0.45.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.7,0.5,1996-2010,zeroBE,scored,0.03336593686315477,1.1209696227974786,0.08869008260233491,0.08949747574452249,0.3110560496344136,0.2652160821852045,0.2258598626913079,0.022933223516429537,1.1279294093113905,0.8918446774104409,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1ahf0p5,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1ahf0p5,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.7_highangle0.5.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.8,0.1,1996-2010,zeroBE,scored,-0.7469765740184028,2.0217829857128686,-1.9644728949018764,-1.5598109419650186,0.5623949925255685,2.2687727219974207,1.9321026509632557,-0.786915300545768,2.2153979282174445,0.9447884213609568,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p8,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p8,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.8_highangle0.1.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.8,0.2,1996-2010,zeroBE,scored,-0.5768549367586527,1.6683478933389069,-1.018606389229678,-0.7772762094844714,0.5277958443312849,1.8263576174004332,1.5553388666801522,-0.6211174844970017,1.8322815582334058,0.9341299594038157,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p8ahf0p2,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p8ahf0p2,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.8_highangle0.2.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.8,0.3,1996-2010,zeroBE,scored,-0.38604687249716163,1.3214700390592435,-0.26646458869313316,-0.15838131613758444,0.4852858583880956,1.3068086978849618,1.1128873884125645,-0.4208863385306936,1.4327450275739733,0.9001622866677124,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p8ahf0p3,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p8ahf0p3,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.8_highangle0.3.log
wave_angle,metres,metres,duneline,duneline/v1,False,1.0,8.0,0.8,0.4,1996-2010,zeroBE,scored,-0.17975403082264207,1.1109509321464013,0.10490699265305448,0.1283404130905882,0.40328042579254103,0.6910097057293144,0.5884686779491637,-0.2049608677781655,1.1539741340576917,0.8869456480298712,0,HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p8ahf0p4,runs_wave_angle/metres_duneline/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_road_bdm_nogroin_waveHs1asym0p8ahf0p4,logs/wave_angle/metres_duneline/Hs1.0_asymmetry0.8_highangle0.4.log
