FID_All_Shorelines_UTM,ATTRIBUTE,DATA_SOURC,EXT_METH,DAT_SET_CR,NOAA_Regio,Shape_Leng,Year,RouteID,Date,Uncy,Source,Source_b,UNCERT,FID_Transects_100m_Transects_100m_AddSpatialJoin,Transects_100m_LineID,Transects_100m_AddSpatialJoin_OBJECTID,Transects_100m_AddSpatialJoin_Join_Count,Transects_100m_AddSpatialJoin_TARGET_FID,Transects_100m_AddSpatialJoin_Coords,Transects_100m_AddSpatialJoin_domain_id,Transects_100m_AddSpatialJoin_reach,Transects_100m_AddSpatialJoin_z_mean,Transects_100m_AddSpatialJoin_z_max,Transects_100m_AddSpatialJoin_z_min,Transects_100m_AddSpatialJoin_relief_m,Transects_100m_AddSpatialJoin_slope_avg,Transects_100m_AddSpatialJoin_road_z,Transects_100m_AddSpatialJoin_shch_myr,Transects_100m_AddSpatialJoin_eros_hot,Transects_100m_AddSpatialJoin_bnour,Transects_100m_AddSpatialJoin_bnour_yr,Transects_100m_AddSpatialJoin_bnour_src,Transects_100m_AddSpatialJoin_armor,Transects_100m_AddSpatialJoin_editor,Transects_100m_AddSpatialJoin_edit_date,Transects_100m_AddSpatialJoin_notes,Transects_100m_AddSpatialJoin_hotspot,Transects_100m_AddSpatialJoin_Shape_Length,Distance_from_Datum,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,148,148.000000000000000,148,1,148,3912627,28,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,5480.132218866726362,460198.595118866418488,3912461.539481126703322
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,149,149.000000000000000,149,1,149,3912627,28,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,5457.048421035755382,460198.595121035585180,3912561.539481627289206
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,150,150.000000000000000,150,1,150,3912627,28,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,5435.133623204545074,460198.595123204751872,3912661.539482103195041
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,151,151.000000000000000,151,1,151,3912627,28,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,5406.861125373749019,460198.595125373918563,3912761.539382716640830
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,152,152.000000000000000,152,1,152,3912627,28,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,5386.893227543333523,460198.595127543085255,3912861.539383149705827
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,153,153.000000000000000,153,1,153,3913130,29,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,5365.085129712418166,460198.595129712193739,3912961.539383622817695
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,154,154.000000000000000,154,1,154,3913130,29,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,5351.247131881189489,460198.595131881418638,3913061.539383922703564
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,155,155.000000000000000,155,1,155,3913130,29,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,5331.855634050386470,460198.595134050527122,3913161.539284343365580
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,156,156.000000000000000,156,1,156,3913130,29,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,5306.598136219256048,460198.595136219693813,3913261.539284891448915
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,157,157.000000000000000,157,1,157,3913130,29,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,5282.824538388523251,460198.595138388918713,3913361.539285407401621
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,158,158.000000000000000,158,1,158,3913631,30,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,5256.581040557824053,460198.595140558085404,3913461.539285976439714
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,159,159.000000000000000,159,1,159,3913631,30,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,5234.751542726939988,460198.595142727193888,3913561.539286450482905
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,160,160.000000000000000,160,1,160,3913631,30,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,5206.620544895996318,460198.595144896302372,3913661.539187060669065
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,161,161.000000000000000,161,1,161,3913631,30,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,5186.847147065914214,460198.595147065585479,3913761.539187490008771
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,162,162.000000000000000,162,1,162,3913631,30,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,5161.360649234383345,460198.595149234635755,3913861.539188042283058
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,163,163.000000000000000,163,1,163,3914133,31,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,5134.187251403870505,460198.595151403860655,3913961.539188631810248
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,164,164.000000000000000,164,1,164,3914133,31,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,5106.553453573026673,460198.595153572969139,3914061.539089230820537
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,165,165.000000000000000,165,1,165,3914133,31,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,5083.811155742151641,460198.595155742135830,3914161.539089724421501
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,166,166.000000000000000,166,1,166,3914133,31,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,5059.732857911149949,460198.595157911302522,3914261.539090246893466
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,167,167.000000000000000,167,1,167,3914133,31,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,5033.691460080794968,460198.595160080469213,3914361.539090811740607
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,168,168.000000000000000,168,1,168,3914635,32, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4 - Avon, ,0, , , ,, ,1,10000.000000000000000,,1,5011.017362249492180,460198.595162249577697,3914461.539091303478926
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,169,169.000000000000000,169,1,169,3914635,32, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4 - Avon, ,0, , , ,, ,1,10000.000000000000000,,1,4987.771864418523364,460198.595164418802597,3914561.538991807959974
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,170,170.000000000000000,170,1,170,3914635,32, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4 - Avon, ,0, , , ,, ,1,10000.000000000000000,,1,4963.880666588084750,460198.595166587852873,3914661.538992326240987
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,171,171.000000000000000,171,1,171,3914635,32, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4 - Avon, ,0, , , ,, ,1,10000.000000000000000,,1,4935.979168756691251,460198.595168757077772,3914761.538992931134999
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,172,172.000000000000000,172,1,172,3914635,32, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4 - Avon, ,0, , , ,, ,1,10000.000000000000000,,1,4907.331870926428564,460198.595170926186256,3914861.538993552327156
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,173,173.000000000000000,173,1,173,3915137,33, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4 - Avon, ,0, , , ,, ,1,10000.000000000000000,,1,4877.476273095352553,460198.595173095469363,3914961.538894200697541
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,174,174.000000000000000,174,1,174,3915137,33, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4 - Avon, ,0, , , ,, ,1,10000.000000000000000,,1,4847.918075264548861,460198.595175264519639,3915061.538894841447473
16,,,,,,3141.256789940000090,2009,118,08/19/2009,0.0000000,USGS,lidar,,175,175.000000000000000,175,1,175,3915137,33, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4 - Avon, ,0, , , ,, ,1,10000.000000000000000,,1,4827.936877433444351,460198.595177433686331,3915161.538895274978131
17,,,,,,100.177713826000002,2009,121,08/19/2009,0.0000000,USGS,lidar,,185,185.000000000000000,185,1,185,3916141,35, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4 - Avon, ,0, , , ,, ,1,10000.000000000000000,,1,4602.831599125115645,460198.595199125295039,3916161.538700156845152
18,,,,,,60.746037830200002,2009,109,08/19/2009,0.0000000,USGS,lidar,,62,62.000000000000000,62,1,62,3904070,11, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,5 - Buxton, ,0, , , ,, ,1,10000.000000000000000,,1,7191.802932318418243,460198.594932318781503,3903861.541343998163939
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,447,447.000000000000000,447,1,447,3942250,87, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3 - Rodanthe 'S' Curves, ,0, , , ,, ,1,10000.000000000000000,,1,2560.613167445175804,460198.595767444930971,3942361.532944456208497
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,448,448.000000000000000,448,1,448,3942250,87, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3 - Rodanthe 'S' Curves, ,0, , , ,, ,1,10000.000000000000000,,1,2573.353869614308223,460198.595769614097662,3942461.532944179605693
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,449,449.000000000000000,449,1,449,3942752,88, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3 - Rodanthe 'S' Curves, ,0, , , ,, ,1,10000.000000000000000,,1,2586.448571783723764,460198.595771783264354,3942561.532843895722181
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,450,450.000000000000000,450,1,450,3942752,88, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3 - Rodanthe 'S' Curves, ,0, , , ,, ,1,10000.000000000000000,,1,2605.903973952227261,460198.595773952372838,3942661.532843473833054
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,451,451.000000000000000,451,1,451,3942752,88, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3 - Rodanthe 'S' Curves, ,0, , , ,, ,1,10000.000000000000000,,1,2619.982576121984039,460198.595776121539529,3942761.532843168359250
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,452,452.000000000000000,452,1,452,3942752,88, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3 - Rodanthe 'S' Curves, ,0, , , ,, ,1,10000.000000000000000,,1,2638.542978290993233,460198.595778290706221,3942861.532842765562236
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,453,453.000000000000000,453,1,453,3942752,88, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3 - Rodanthe 'S' Curves, ,0, , , ,, ,1,10000.000000000000000,,1,2667.528680460236956,460198.595780459872913,3942961.532842136919498
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,454,454.000000000000000,454,1,454,3943255,89,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,2688.229982629244660,460198.595782629039604,3943061.532741688191891
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,455,455.000000000000000,455,1,455,3943255,89,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,2694.835284798348312,460198.595784798206296,3943161.532741544768214
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,456,456.000000000000000,456,1,456,3943255,89,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,2699.749286967388798,460198.595786967372987,3943261.532741438131779
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,457,457.000000000000000,457,1,457,3943255,89,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,2710.089489136998054,460198.595789136539679,3943361.532741214148700
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,458,458.000000000000000,458,1,458,3943255,89,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000,,1,2720.682291305857234,460198.595791305648163,3943461.532640984747559
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,459,459.000000000000000,459,1,459,3943757,90, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, , , ,,Hannah last domain,0,10000.000000000000000,,1,2734.323893474823308,460198.595793474873062,3943561.532640688121319
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,460,460.000000000000000,460,1,460,3943757,90, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, , , ,,Hannah last domain,0,10000.000000000000000,,1,2750.429995644372411,460198.595795643981546,3943661.532640339341015
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,461,461.000000000000000,461,1,461,3943757,90, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, , , ,,Hannah last domain,0,10000.000000000000000,,1,2764.307497813076225,460198.595797813206445,3943761.532640038523823
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,462,462.000000000000000,462,1,462,3943757,90, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, , , ,,Hannah last domain,0,10000.000000000000000,,1,2776.711899982532941,460198.595799982314929,3943861.532639768905938
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,463,463.000000000000000,463,1,463,3943757,90, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, , , ,,Hannah last domain,0,10000.000000000000000,,1,2789.584999999904539,460198.595800000184681,3943961.532600000500679
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,464,464.000000000000000,464,0,464,,,,,,,,,,,,,,,,,,,,10000.000000000000000,,1,2798.455400000326335,460198.595800000242889,3944061.532600000500679
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,465,465.000000000000000,465,0,465,,,,,,,,,,,,,,,,,,,,10000.000000000000000,,1,2807.747200000041630,460198.595800000184681,3944161.532600000500679
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,466,466.000000000000000,466,0,466,,,,,,,,,,,,,,,,,,,,10000.000000000000000,,1,2826.883299999870360,460198.595800000242889,3944261.532600000500679
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,467,467.000000000000000,467,0,467,,,,,,,,,,,,,,,,,,,,10000.000000000000000,,1,2829.009899999888148,460198.595800000184681,3944361.532500000670552
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,468,468.000000000000000,468,0,468,,,,,,,,,,,,,,,,,,,,10000.000000000000000,,1,2839.776800000108778,460198.595800000242889,3944461.532500000670552
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,469,469.000000000000000,469,0,469,,,,,,,,,,,,,,,,,,,,10000.000000000000000,,1,2858.560600000433624,460198.595800000242889,3944561.532500000670552
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,470,470.000000000000000,470,0,470,,,,,,,,,,,,,,,,,,,,10000.000000000000000,,1,2885.472500000149012,460198.595800000242889,3944661.532500000670552
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,471,471.000000000000000,471,0,471,,,,,,,,,,,,,,,,,,,,10000.000000000000000,,1,2901.618499999865890,460198.595800000242889,3944761.532500000670552
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,472,472.000000000000000,472,0,472,,,,,,,,,,,,,,,,,,,,10000.000000000000000,,1,2910.688599999994040,460198.595800000242889,3944861.532400000840425
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,473,473.000000000000000,473,0,473,,,,,,,,,,,,,,,,,,,,10000.000000000000000,,1,2909.458800000138581,460198.595800000242889,3944961.532400000840425
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,474,474.000000000000000,474,0,474,,,,,,,,,,,,,,,,,,,,10000.000000000000000,,1,2924.111200000101235,460198.595800000184681,3945061.532400000374764
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,475,475.000000000000000,475,0,475,,,,,,,,,,,,,,,,,,,,10000.000000000000000,,1,2949.398400000296533,460198.595800000242889,3945161.532400000840425
19,,,,,,3485.945137589999831,2009,130,08/19/2009,0.0000000,USGS,lidar,,476,476.000000000000000,476,0,476,,,,,,,,,,,,,,,,,,,,10000.000000000000000,,1,2965.901700000278652,460198.595800000242889,3945261.532400001306087
