transect_id,alongshore_m,dist_from_groin_m,domain,origin_y,era,y_lo,y_hi,n_obs,slope_m_yr,intercept,r_squared,se_slope
usa_NC_0032_0019,3522.220034819096,-3256.7838021921775,1.0,3898723.1101145972,Deteriorated,1996,2024,512,2.7755408355190054,-5466.732885086555,0.1621509610846411,0.27937378879822133
usa_NC_0032_0019,3522.220034819096,-3256.7838021921775,1.0,3898723.1101145972,1996-2021 (pre-2022 nourishment),1996,2021,428,-0.3919921464248245,885.7850379053484,0.015822972803451685,0.14978390104307496
usa_NC_0032_0020,3585.169652074139,-3193.8341849371345,1.0,3898765.5311681055,Pre-install,1849,1969,3,-5.837882165232136,11449.10287390459,0.9999827578666002,0.024241225372793457
usa_NC_0032_0020,3585.169652074139,-3193.8341849371345,1.0,3898765.5311681055,Functional groin,1970,1995,112,-1.0131560553744334,2111.5037725102316,0.02274425551864301,0.6332107145848426
usa_NC_0032_0020,3585.169652074139,-3193.8341849371345,1.0,3898765.5311681055,Deteriorated,1996,2024,531,2.908606560850614,-5776.887723866458,0.19783160982487147,0.25464905748171335
usa_NC_0032_0020,3585.169652074139,-3193.8341849371345,1.0,3898765.5311681055,1996-2021 (pre-2022 nourishment),1996,2021,432,-0.16617082020721088,389.7930967550467,0.0030343401884639354,0.14525413379856741
usa_NC_0032_0021,3639.409588617632,-3139.5942483936415,1.0,3898818.730754068,Pre-install,1849,1969,3,-5.992056893120257,11741.522186449574,0.9999910302393953,0.01794602639283561
usa_NC_0032_0021,3639.409588617632,-3139.5942483936415,1.0,3898818.730754068,Functional groin,1970,1995,112,-1.3321285973241588,2742.3363561134233,0.044447795340738616,0.5889140372799373
usa_NC_0032_0021,3639.409588617632,-3139.5942483936415,1.0,3898818.730754068,Deteriorated,1996,2024,534,3.0145120623472885,-5995.430400667569,0.22779277976475487,0.24063464905053403
usa_NC_0032_0021,3639.409588617632,-3139.5942483936415,1.0,3898818.730754068,1996-2021 (pre-2022 nourishment),1996,2021,426,-0.010989313289029256,72.19784511768347,1.471101036876199e-05,0.13914358257432463
usa_NC_0032_0022,3693.9460442535124,-3085.057792757761,1.0,3898872.5930786044,Pre-install,1849,1969,3,-6.025585828501248,11808.684694083451,0.9999851672881857,0.0232066673634484
usa_NC_0032_0022,3693.9460442535124,-3085.057792757761,1.0,3898872.5930786044,Functional groin,1970,1995,112,-1.8586589944539418,3788.1469980807337,0.09423649764994857,0.5494158890921701
usa_NC_0032_0022,3693.9460442535124,-3085.057792757761,1.0,3898872.5930786044,Deteriorated,1996,2024,547,3.0350810564132225,-6041.134295187554,0.2455467051033412,0.22788784799183215
usa_NC_0032_0022,3693.9460442535124,-3085.057792757761,1.0,3898872.5930786044,1996-2021 (pre-2022 nourishment),1996,2021,432,0.050343726926313885,-54.91029897345125,0.0003156286899627103,0.13663260550713416
usa_NC_0032_0023,3749.9113491241887,-3029.0924878870846,1.0,3898928.514300234,Pre-install,1849,1969,3,-6.129224446858684,12024.90893526724,0.9999910811252515,0.018304694892445805
usa_NC_0032_0023,3749.9113491241887,-3029.0924878870846,1.0,3898928.514300234,Functional groin,1970,1995,112,-1.9908565539251821,4055.416398526699,0.12028487951742417,0.5133447633967368
usa_NC_0032_0023,3749.9113491241887,-3029.0924878870846,1.0,3898928.514300234,Deteriorated,1996,2024,535,2.734946176902814,-5436.311904218661,0.2436971423641704,0.2086929757992186
usa_NC_0032_0023,3749.9113491241887,-3029.0924878870846,1.0,3898928.514300234,1996-2021 (pre-2022 nourishment),1996,2021,423,0.12744741782679378,-207.09288459792478,0.0019521420380257393,0.14044619232489639
usa_NC_0032_0024,3809.091424879552,-2969.9124121317213,1.0,3898987.341200617,Functional groin,1970,1995,113,-1.9066995317892648,3901.23124886913,0.11821354935851602,0.4942752364703399
usa_NC_0032_0024,3809.091424879552,-2969.9124121317213,1.0,3898987.341200617,Deteriorated,1996,2024,539,2.71449208202745,-5383.192511327657,0.26647127937653503,0.19435011156100582
usa_NC_0032_0024,3809.091424879552,-2969.9124121317213,1.0,3898987.341200617,1996-2021 (pre-2022 nourishment),1996,2021,427,0.3296785465224623,-600.3672002842645,0.012708560043098838,0.14095183527682423
usa_NC_0032_0025,3864.1807745201995,-2914.823062491074,1.0,3899035.4835002627,Functional groin,1970,1995,112,-2.1366135166081794,4337.906739444731,0.15915080803994375,0.4682569807323157
usa_NC_0032_0025,3864.1807745201995,-2914.823062491074,1.0,3899035.4835002627,Deteriorated,1996,2024,546,2.6618434546871987,-5299.860602679645,0.2983126224062308,0.17503265398760975
usa_NC_0032_0025,3864.1807745201995,-2914.823062491074,1.0,3899035.4835002627,1996-2021 (pre-2022 nourishment),1996,2021,431,0.5027066275130007,-969.8632835709648,0.029939904334752798,0.1381529237920215
usa_NC_0032_0026,3921.1774036871097,-2857.8264333241636,1.0,3899092.4795038644,Functional groin,1970,1995,111,-2.61653903236679,5301.776484754291,0.22808846228923718,0.4610479297884911
usa_NC_0032_0026,3921.1774036871097,-2857.8264333241636,1.0,3899092.4795038644,Deteriorated,1996,2024,543,2.6330061946272134,-5236.32150892998,0.3299269868602869,0.16132638103772662
usa_NC_0032_0026,3921.1774036871097,-2857.8264333241636,1.0,3899092.4795038644,1996-2021 (pre-2022 nourishment),1996,2021,426,0.7327422543547323,-1425.4255687309799,0.06592753204273794,0.13394459222352353
usa_NC_0032_0027,3971.1960171115356,-2807.8078198997378,1.0,3899140.424974334,Functional groin,1970,1995,111,-2.9490305886482306,5956.255122054748,0.278215432316275,0.4549662866993582
usa_NC_0032_0027,3971.1960171115356,-2807.8078198997378,1.0,3899140.424974334,Deteriorated,1996,2024,545,2.5478296255820623,-5075.046437607152,0.3468174915370563,0.15005043028725518
usa_NC_0032_0027,3971.1960171115356,-2807.8078198997378,1.0,3899140.424974334,1996-2021 (pre-2022 nourishment),1996,2021,428,0.8650433323671999,-1700.1641157138067,0.09390109487681997,0.13019237159009714
usa_NC_0032_0028,4020.1650878041946,-2758.8387492070788,1.0,3899188.8985462445,Functional groin,1970,1995,111,-3.270547739780067,6594.8689510232425,0.3363807675370061,0.4399984506680441
usa_NC_0032_0028,4020.1650878041946,-2758.8387492070788,1.0,3899188.8985462445,Deteriorated,1996,2024,539,2.5506534661880114,-5082.358783315061,0.3763918632712179,0.14167724056392603
usa_NC_0032_0028,4020.1650878041946,-2758.8387492070788,1.0,3899188.8985462445,1996-2021 (pre-2022 nourishment),1996,2021,419,1.0047413056554955,-1982.0372198530897,0.13174923262839222,0.1263091376350474
usa_NC_0032_0029,4070.1300239924094,-2708.873813018864,1.0,3899238.7890921226,Functional groin,1970,1995,107,-3.360470157743799,6777.117199920097,0.3606860813043202,0.4366141250907484
usa_NC_0032_0029,4070.1300239924094,-2708.873813018864,1.0,3899238.7890921226,Deteriorated,1996,2024,541,2.511489282258794,-5000.516703935935,0.41023724088029734,0.12970540614337517
usa_NC_0032_0029,4070.1300239924094,-2708.873813018864,1.0,3899238.7890921226,1996-2021 (pre-2022 nourishment),1996,2021,423,1.1835002283410874,-2337.1696796255746,0.17777443766135737,0.12404753213759728
usa_NC_0032_0030,4129.6194506907,-2649.384386320573,2.0,3899295.550512989,Pre-install,1849,1969,3,0.9041005045095185,-1573.4832478070443,0.9999101525952993,0.008570161202377243
usa_NC_0032_0030,4129.6194506907,-2649.384386320573,2.0,3899295.550512989,Functional groin,1970,1995,108,-3.205861994764061,6493.318993840516,0.3588747710238689,0.4161902096467388
usa_NC_0032_0030,4129.6194506907,-2649.384386320573,2.0,3899295.550512989,Deteriorated,1996,2024,541,2.535666264275999,-5023.7098309967005,0.4457221085884788,0.12179498321785624
usa_NC_0032_0030,4129.6194506907,-2649.384386320573,2.0,3899295.550512989,1996-2021 (pre-2022 nourishment),1996,2021,422,1.29443918209559,-2534.3717861234645,0.2149523706153722,0.12070739816505059
usa_NC_0032_0031,4178.323364344843,-2600.6804726664304,2.0,3899343.484027886,Pre-install,1849,1969,3,-4.000013478436003,7977.776597295475,0.9999806302292713,0.017604670500226596
usa_NC_0032_0031,4178.323364344843,-2600.6804726664304,2.0,3899343.484027886,Functional groin,1970,1995,107,-3.21876163354591,6516.64086947149,0.39335798326659854,0.39009144459784517
usa_NC_0032_0031,4178.323364344843,-2600.6804726664304,2.0,3899343.484027886,Deteriorated,1996,2024,545,2.4424961804057075,-4838.825730187536,0.4248137170488102,0.12196605392244012
usa_NC_0032_0031,4178.323364344843,-2600.6804726664304,2.0,3899343.484027886,1996-2021 (pre-2022 nourishment),1996,2021,427,1.271018288760091,-2489.3323277096447,0.193783159690323,0.12575499692720302
usa_NC_0032_0032,4228.826503844287,-2550.1773331669865,2.0,3899393.9774072417,Functional groin,1970,1995,108,-3.2089941763348686,6503.291622589107,0.4269139758610101,0.36112347326319305
usa_NC_0032_0032,4228.826503844287,-2550.1773331669865,2.0,3899393.9774072417,Deteriorated,1996,2024,541,2.4340743782275416,-4816.256116338101,0.4468206822088141,0.11665565481589024
usa_NC_0032_0032,4228.826503844287,-2550.1773331669865,2.0,3899393.9774072417,1996-2021 (pre-2022 nourishment),1996,2021,423,1.3510200710985516,-2644.125519628013,0.21514712637807665,0.12576132506812188
usa_NC_0032_0033,4278.07926866024,-2500.9245683510335,2.0,3899436.4830629993,Functional groin,1970,1995,108,-3.292166467632752,6650.412834023945,0.46026090341121917,0.3462730964905049
usa_NC_0032_0033,4278.07926866024,-2500.9245683510335,2.0,3899436.4830629993,Deteriorated,1996,2024,536,2.4500599480196716,-4867.196544269258,0.4507233462871484,0.11704331815419612
usa_NC_0032_0033,4278.07926866024,-2500.9245683510335,2.0,3899436.4830629993,1996-2021 (pre-2022 nourishment),1996,2021,418,1.3858879033299345,-2733.02212533337,0.2098960914176654,0.131832160096681
usa_NC_0032_0034,4332.446353784871,-2446.557483226403,2.0,3899490.17677361,Functional groin,1970,1995,107,-3.6564149163460837,7391.46647043276,0.5229371231206805,0.3408190779570639
usa_NC_0032_0034,4332.446353784871,-2446.557483226403,2.0,3899490.17677361,Deteriorated,1996,2024,536,2.401671444332664,-4753.124632304345,0.4573333506442141,0.11321216490934702
usa_NC_0032_0034,4332.446353784871,-2446.557483226403,2.0,3899490.17677361,1996-2021 (pre-2022 nourishment),1996,2021,419,1.4604550213500342,-2865.546334879029,0.22353648824814876,0.1332927329992167
usa_NC_0032_0035,4380.944619505182,-2398.059217506091,2.0,3899534.8750282,Functional groin,1970,1995,109,-3.9215069406482796,7908.013485103454,0.5816722220019663,0.32149949038411885
usa_NC_0032_0035,4380.944619505182,-2398.059217506091,2.0,3899534.8750282,Deteriorated,1996,2024,541,2.4601888387906414,-4883.067378870225,0.4995723808415886,0.106058501497131
usa_NC_0032_0035,4380.944619505182,-2398.059217506091,2.0,3899534.8750282,1996-2021 (pre-2022 nourishment),1996,2021,423,1.6067932404794265,-3171.5914502152264,0.2769440130905235,0.12653449052667368
usa_NC_0032_0036,4431.1305721524795,-2347.873264858794,2.0,3899581.6194631765,Pre-install,1849,1969,3,-4.652498319289241,9267.859560048819,0.9999190493158678,0.041861430545507304
usa_NC_0032_0036,4431.1305721524795,-2347.873264858794,2.0,3899581.6194631765,Functional groin,1970,1995,109,-3.7225658297167774,7501.321054394519,0.56724128907223,0.31433264666188415
usa_NC_0032_0036,4431.1305721524795,-2347.873264858794,2.0,3899581.6194631765,Deteriorated,1996,2024,545,2.4215778031264277,-4816.78086345529,0.5175172205680184,0.1003406749734828
usa_NC_0032_0036,4431.1305721524795,-2347.873264858794,2.0,3899581.6194631765,1996-2021 (pre-2022 nourishment),1996,2021,428,1.7081701828856666,-3386.0114784647717,0.31236775371055714,0.12279236307575905
usa_NC_0032_0037,4481.448852092058,-2297.5549849192157,2.0,3899630.5444334648,Pre-install,1849,1969,3,-4.57342017210346,9115.319889444492,0.9998956827421398,0.04671343865266706
usa_NC_0032_0037,4481.448852092058,-2297.5549849192157,2.0,3899630.5444334648,Functional groin,1970,1995,107,-3.426692400708142,6907.96134987136,0.46690350729361474,0.35733027731430744
usa_NC_0032_0037,4481.448852092058,-2297.5549849192157,2.0,3899630.5444334648,Deteriorated,1996,2024,546,2.4071676088407483,-4791.7146559406465,0.5417882827828788,0.09491288447389086
usa_NC_0032_0037,4481.448852092058,-2297.5549849192157,2.0,3899630.5444334648,1996-2021 (pre-2022 nourishment),1996,2021,428,1.779354382926512,-3532.5672893113565,0.3512824067132587,0.11715404581909852
usa_NC_0032_0038,4531.592216138512,-2247.411620872761,2.0,3899678.4849249693,Pre-install,1849,1969,3,-4.4864572250924395,8945.169096311554,0.9998716639764907,0.05082831237791059
usa_NC_0032_0038,4531.592216138512,-2247.411620872761,2.0,3899678.4849249693,Functional groin,1970,1995,108,-3.24426675324075,6537.564635266043,0.40199663679485553,0.3843299476549892
usa_NC_0032_0038,4531.592216138512,-2247.411620872761,2.0,3899678.4849249693,Deteriorated,1996,2024,546,2.378972000012678,-4741.324671479673,0.5526370135815095,0.09176982861325161
usa_NC_0032_0038,4531.592216138512,-2247.411620872761,2.0,3899678.4849249693,1996-2021 (pre-2022 nourishment),1996,2021,429,1.744130931605541,-3468.1081319021414,0.3567925792144152,0.11332683588602832
usa_NC_0032_0039,4581.377538857976,-2197.6262981532973,2.0,3899728.214032531,Pre-install,1849,1969,3,-4.646277840609719,9271.71857020744,0.9997900865346139,0.06732415519947288
usa_NC_0032_0039,4581.377538857976,-2197.6262981532973,2.0,3899728.214032531,Functional groin,1970,1995,107,-3.269910063189008,6595.043413326823,0.40003564363661825,0.39079998524113907
usa_NC_0032_0039,4581.377538857976,-2197.6262981532973,2.0,3899728.214032531,Deteriorated,1996,2024,547,2.367369317722284,-4712.1355664988705,0.5774887831840438,0.08673913931415306
usa_NC_0032_0039,4581.377538857976,-2197.6262981532973,2.0,3899728.214032531,1996-2021 (pre-2022 nourishment),1996,2021,429,1.7788126604498038,-3531.775133347418,0.38297239641028447,0.10926594716353522
usa_NC_0032_0040,4629.222675798888,-2149.781161212385,2.0,3899775.346526031,Pre-install,1849,1969,3,-4.928616052855953,9833.983456959077,0.9998921943951237,0.05117632179104429
usa_NC_0032_0040,4629.222675798888,-2149.781161212385,2.0,3899775.346526031,Functional groin,1970,1995,106,-3.5338999276263747,7120.295404918726,0.438498455134566,0.3921290537103584
usa_NC_0032_0040,4629.222675798888,-2149.781161212385,2.0,3899775.346526031,Deteriorated,1996,2024,549,2.3233958556166194,-4623.7997490577345,0.5902910785806503,0.08276260422936166
usa_NC_0032_0040,4629.222675798888,-2149.781161212385,2.0,3899775.346526031,1996-2021 (pre-2022 nourishment),1996,2021,432,1.7293222104049573,-3432.448459736278,0.3887398131806823,0.10457436488695014
usa_NC_0032_0041,4678.3227454729395,-2100.681091538334,3.0,3899823.9361253595,Pre-install,1849,1969,3,-4.761003365658469,9511.273529084214,0.9997540396895044,0.07467658014329369
usa_NC_0032_0041,4678.3227454729395,-2100.681091538334,3.0,3899823.9361253595,Functional groin,1970,1995,108,-3.9048006589608772,7859.669880542411,0.5094521654880086,0.37216447097614347
usa_NC_0032_0041,4678.3227454729395,-2100.681091538334,3.0,3899823.9361253595,Deteriorated,1996,2024,552,2.201691158528768,-4378.596667713348,0.5913781517480937,0.07803747481026338
usa_NC_0032_0041,4678.3227454729395,-2100.681091538334,3.0,3899823.9361253595,1996-2021 (pre-2022 nourishment),1996,2021,436,1.7105801618868826,-3393.688704757143,0.39970304423715286,0.10062662547448449
usa_NC_0032_0042,4728.231618266066,-2050.7722187452073,3.0,3899873.422698956,Pre-install,1849,1969,3,-4.589659890370274,9182.478062069866,0.9998850848965147,0.049203275515915454
usa_NC_0032_0042,4728.231618266066,-2050.7722187452073,3.0,3899873.422698956,Functional groin,1970,1995,107,-4.210302185058994,8470.900666602429,0.5543808620417345,0.3683803195672378
usa_NC_0032_0042,4728.231618266066,-2050.7722187452073,3.0,3899873.422698956,Deteriorated,1996,2024,542,2.2277102288434416,-4429.17101602378,0.6092910195576298,0.07676727545515132
usa_NC_0032_0042,4728.231618266066,-2050.7722187452073,3.0,3899873.422698956,1996-2021 (pre-2022 nourishment),1996,2021,425,1.816086513399939,-3603.687158074876,0.4364666355182718,0.10033458093823831
usa_NC_0032_0043,4777.919392195557,-2001.0844448157168,3.0,3899922.5275575947,Pre-install,1849,1969,3,-4.492443914194614,8998.1625959689,0.9998155365782242,0.06102079388403122
usa_NC_0032_0043,4777.919392195557,-2001.0844448157168,3.0,3899922.5275575947,Functional groin,1970,1995,106,-4.491891849380216,9031.764827582909,0.569861175489987,0.3826770424149277
usa_NC_0032_0043,4777.919392195557,-2001.0844448157168,3.0,3899922.5275575947,Deteriorated,1996,2024,540,2.3573932254813377,-4689.471184878932,0.6460652207827413,0.07522536995532228
usa_NC_0032_0043,4777.919392195557,-2001.0844448157168,3.0,3899922.5275575947,1996-2021 (pre-2022 nourishment),1996,2021,423,1.9652671605173793,-3903.0035056403244,0.4877026745243699,0.09816666226638085
usa_NC_0032_0044,4827.011302200909,-1951.9925348103643,3.0,3899969.964710359,Pre-install,1849,1969,3,-4.4894791567657055,8994.253090434106,0.9999571453751993,0.02939030642933171
usa_NC_0032_0044,4827.011302200909,-1951.9925348103643,3.0,3899969.964710359,Functional groin,1970,1995,106,-4.862065539304694,9763.521616778571,0.6053045667605308,0.38498890572437294
usa_NC_0032_0044,4827.011302200909,-1951.9925348103643,3.0,3899969.964710359,Deteriorated,1996,2024,538,2.467132281294958,-4914.4555434891345,0.6772461203740393,0.07356521588267714
usa_NC_0032_0044,4827.011302200909,-1951.9925348103643,3.0,3899969.964710359,1996-2021 (pre-2022 nourishment),1996,2021,422,2.0981684084936263,-4174.431364483655,0.5281155145590728,0.09677631582229008
usa_NC_0032_0045,4877.332508205313,-1901.67132880596,3.0,3900020.0971175395,Pre-install,1849,1969,3,-4.050110097006246,8140.90094214085,0.9995456398973662,0.08635064960527924
usa_NC_0032_0045,4877.332508205313,-1901.67132880596,3.0,3900020.0971175395,Functional groin,1970,1995,106,-4.847305255772406,9738.645178260389,0.5856804610302899,0.39977997809703975
usa_NC_0032_0045,4877.332508205313,-1901.67132880596,3.0,3900020.0971175395,Deteriorated,1996,2024,530,2.515618850932593,-5007.51769615261,0.6890618844247354,0.07354205250883719
usa_NC_0032_0045,4877.332508205313,-1901.67132880596,3.0,3900020.0971175395,1996-2021 (pre-2022 nourishment),1996,2021,415,2.1544002058786083,-4283.055876537297,0.5481284619742739,0.09625375320787367
usa_NC_0032_0046,4926.770791544156,-1852.2330454671173,3.0,3900068.725820146,Pre-install,1849,1969,3,-3.8259227021213356,7706.568517208623,0.999941637928218,0.029229017356344176
usa_NC_0032_0046,4926.770791544156,-1852.2330454671173,3.0,3900068.725820146,Functional groin,1970,1995,107,-4.938842645379204,9921.509114032608,0.5866002116558937,0.4046174020415062
usa_NC_0032_0046,4926.770791544156,-1852.2330454671173,3.0,3900068.725820146,Deteriorated,1996,2024,528,2.477983639799194,-4931.807356397002,0.6769982629848805,0.07463013279523935
usa_NC_0032_0046,4926.770791544156,-1852.2330454671173,3.0,3900068.725820146,1996-2021 (pre-2022 nourishment),1996,2021,412,2.1991952454932915,-4372.67234732727,0.5453065383574848,0.09917697589962803
usa_NC_0032_0047,4975.811739218835,-1803.1920977924383,3.0,3900116.006690543,Pre-install,1849,1969,3,-3.8938861650727166,7840.265100405421,0.999804147183643,0.0544992712050597
usa_NC_0032_0047,4975.811739218835,-1803.1920977924383,3.0,3900116.006690543,Functional groin,1970,1995,109,-5.413233058098084,10861.72712004081,0.648887488096805,0.3849490829437423
usa_NC_0032_0047,4975.811739218835,-1803.1920977924383,3.0,3900116.006690543,Deteriorated,1996,2024,530,2.451292032776812,-4881.671685238895,0.673150797863919,0.07433539004253385
usa_NC_0032_0047,4975.811739218835,-1803.1920977924383,3.0,3900116.006690543,1996-2021 (pre-2022 nourishment),1996,2021,415,2.2154602355474053,-4408.660507014101,0.548936140176584,0.09882049783780068
usa_NC_0032_0048,5025.018353387423,-1753.98548362385,3.0,3900164.044130392,Pre-install,1849,1969,3,-3.8297824161858856,7723.16634555983,0.9998423428470401,0.04809115173895996
usa_NC_0032_0048,5025.018353387423,-1753.98548362385,3.0,3900164.044130392,Functional groin,1970,1995,109,-5.665579314254724,11362.306683232347,0.6316414423470813,0.41826594743279044
usa_NC_0032_0048,5025.018353387423,-1753.98548362385,3.0,3900164.044130392,Deteriorated,1996,2024,539,2.386962416559581,-4752.699241310271,0.6499246436000292,0.07559754733037802
usa_NC_0032_0048,5025.018353387423,-1753.98548362385,3.0,3900164.044130392,1996-2021 (pre-2022 nourishment),1996,2021,423,2.121741279406946,-4220.75714628509,0.5080722767732166,0.10175113870514227
usa_NC_0032_0049,5074.282904781675,-1704.7209322295985,3.0,3900212.2797975307,Pre-install,1849,1969,3,-3.0887447861538133,6275.353082304133,0.9999341725549625,0.025061082120373356
usa_NC_0032_0049,5074.282904781675,-1704.7209322295985,3.0,3900212.2797975307,Functional groin,1970,1995,108,-5.7789310737833635,11586.488162929005,0.6300318882471305,0.4301257697565979
usa_NC_0032_0049,5074.282904781675,-1704.7209322295985,3.0,3900212.2797975307,Deteriorated,1996,2024,539,2.398534221578268,-4775.899549269264,0.6464748572169229,0.07654081990972235
usa_NC_0032_0049,5074.282904781675,-1704.7209322295985,3.0,3900212.2797975307,1996-2021 (pre-2022 nourishment),1996,2021,423,2.069846700564587,-4116.711083690037,0.4928966863545199,0.10232162023774603
usa_NC_0032_0050,5123.537548305715,-1655.4662887055583,3.0,3900260.5083484435,Pre-install,1849,1969,3,-2.8268333220411104,5769.354907932403,0.9998703967834747,0.03218371968072079
usa_NC_0032_0050,5123.537548305715,-1655.4662887055583,3.0,3900260.5083484435,Functional groin,1970,1995,108,-5.669997863700532,11370.1053947782,0.634395067584059,0.4180768179345711
usa_NC_0032_0050,5123.537548305715,-1655.4662887055583,3.0,3900260.5083484435,Deteriorated,1996,2024,544,2.3964180974264093,-4770.843410419274,0.64207683590749,0.07685362364346811
usa_NC_0032_0050,5123.537548305715,-1655.4662887055583,3.0,3900260.5083484435,1996-2021 (pre-2022 nourishment),1996,2021,427,1.9938319861373597,-3963.4683172879954,0.48118821318841787,0.10042492606145453
usa_NC_0032_0051,5172.546052059889,-1606.4577849513844,4.0,3900307.758019947,Pre-install,1849,1969,3,-2.656546877320492,5439.612641266636,0.9999997548339938,0.0013153691842629593
usa_NC_0032_0051,5172.546052059889,-1606.4577849513844,4.0,3900307.758019947,Functional groin,1970,1995,109,-5.591281363798018,11210.773666884666,0.6222080274972214,0.4211899658772585
usa_NC_0032_0051,5172.546052059889,-1606.4577849513844,4.0,3900307.758019947,Deteriorated,1996,2024,546,2.3156657826680265,-4611.765821994362,0.6205793217080465,0.07763155338696166
usa_NC_0032_0051,5172.546052059889,-1606.4577849513844,4.0,3900307.758019947,1996-2021 (pre-2022 nourishment),1996,2021,431,1.8832184970740193,-3744.5228051010054,0.4419121862894627,0.10217751725735047
usa_NC_0032_0052,5213.142138158305,-1565.8616988529684,4.0,3900346.9922603187,Pre-install,1849,1969,3,-2.5798945347441014,5292.7574650039305,0.9999088012064998,0.02463861568524469
usa_NC_0032_0052,5213.142138158305,-1565.8616988529684,4.0,3900346.9922603187,Functional groin,1970,1995,112,-5.510115747288916,11046.517430821305,0.6164961996751285,0.4143659049467348
usa_NC_0032_0052,5213.142138158305,-1565.8616988529684,4.0,3900346.9922603187,Deteriorated,1996,2024,545,2.2895237505482706,-4561.386527894769,0.6198622398967429,0.07694282955310904
usa_NC_0032_0052,5213.142138158305,-1565.8616988529684,4.0,3900346.9922603187,1996-2021 (pre-2022 nourishment),1996,2021,430,1.8627715454501217,-3705.5861303734005,0.44385066082660973,0.10078942977330073
usa_NC_0032_0053,5252.942630293851,-1526.0612067174225,4.0,3900386.302121486,Pre-install,1849,1969,3,-2.3809212905372568,4909.759853262765,0.9998738173102091,0.02674683083526645
usa_NC_0032_0053,5252.942630293851,-1526.0612067174225,4.0,3900386.302121486,Functional groin,1970,1995,111,-5.4485761701023705,10925.671925480128,0.6306424395530655,0.399394129805185
usa_NC_0032_0053,5252.942630293851,-1526.0612067174225,4.0,3900386.302121486,Deteriorated,1996,2024,545,2.2697395647612186,-4519.027135879324,0.6097090680134785,0.07793077885736968
usa_NC_0032_0053,5252.942630293851,-1526.0612067174225,4.0,3900386.302121486,1996-2021 (pre-2022 nourishment),1996,2021,429,1.8449032736214543,-3667.1256414945506,0.42709853019733546,0.10340358446725344
usa_NC_0032_0054,5291.334977754644,-1487.6688592566297,4.0,3900421.7620628136,Pre-install,1849,1969,3,-1.8254068903053766,3818.2328587892325,0.9999999125110308,0.0005399286268060163
usa_NC_0032_0054,5291.334977754644,-1487.6688592566297,4.0,3900421.7620628136,Functional groin,1970,1995,112,-5.613410020351356,11245.88763568501,0.6335444883866896,0.40705443739551544
usa_NC_0032_0054,5291.334977754644,-1487.6688592566297,4.0,3900421.7620628136,Deteriorated,1996,2024,537,2.185302059820645,-4355.645207265709,0.5896392549915801,0.07881779746571448
usa_NC_0032_0054,5291.334977754644,-1487.6688592566297,4.0,3900421.7620628136,1996-2021 (pre-2022 nourishment),1996,2021,422,1.7940657893226484,-3571.172427833937,0.41055902657996857,0.10489289641919357
usa_NC_0032_0055,5327.832664864605,-1451.1711721466681,4.0,3900456.5808864757,Pre-install,1849,1969,3,-1.7857193245211151,3740.267197462476,0.9994709496460102,0.04108436844623917
usa_NC_0032_0055,5327.832664864605,-1451.1711721466681,4.0,3900456.5808864757,Functional groin,1970,1995,111,-5.742403491217705,11499.54440056181,0.6393117105225349,0.4131332479658386
usa_NC_0032_0055,5327.832664864605,-1451.1711721466681,4.0,3900456.5808864757,Deteriorated,1996,2024,543,2.0731907290729423,-4133.002571056161,0.5538638001752452,0.07999684640361987
