FID_NC12_2008_buffer_domains,FID_NC12_2008_buffer,BeginMP,EndMP,year,route_name,domain_id,avg_elev_m,source_image,editor,edit_date,notes,BUFF_DIST,ORIG_FID,FID_domains_updated,Coords,domain_id_1,reach,z_mean,z_max,z_min,relief_m,slope_avg,road_z,shch_myr,eros_hot,bnour,bnour_yr,bnour_src,armor,editor_1,edit_date_1,notes_1,hotspot,FID_Transect_Points_1m,ORIG_FID_1,ORIG_LEN,ORIG_SEQ,LineID,elevation_2009
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488177,49,8128.000000000000000,8129,49.000000000000000,1.4948820
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488176,49,8127.000000000000000,8128,49.000000000000000,1.4822023
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488175,49,8126.000000000000000,8127,49.000000000000000,1.4871640
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488174,49,8125.000000000000000,8126,49.000000000000000,1.4864073
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488173,49,8124.000000000000000,8125,49.000000000000000,1.5001628
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488172,49,8123.000000000000000,8124,49.000000000000000,1.4981889
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488171,49,8122.000000000000000,8123,49.000000000000000,1.4419506
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488170,49,8121.000000000000000,8122,49.000000000000000,1.4220191
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488169,49,8120.000000000000000,8121,49.000000000000000,1.4554483
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488168,49,8119.000000000000000,8120,49.000000000000000,1.5123801
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488167,49,8118.000000000000000,8119,49.000000000000000,1.5366249
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488166,49,8117.000000000000000,8118,49.000000000000000,1.5163299
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488165,49,8116.000000000000000,8117,49.000000000000000,1.5656650
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488164,49,8115.000000000000000,8116,49.000000000000000,1.5392824
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488163,49,8114.000000000000000,8115,49.000000000000000,1.5095198
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488162,49,8113.000000000000000,8114,49.000000000000000,1.5314400
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488161,49,8112.000000000000000,8113,49.000000000000000,1.4864197
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488160,49,8111.000000000000000,8112,49.000000000000000,1.4550292
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488159,49,8110.000000000000000,8111,49.000000000000000,1.4537480
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488158,49,8109.000000000000000,8110,49.000000000000000,1.4586900
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488157,49,8108.000000000000000,8109,49.000000000000000,1.4663388
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488156,49,8107.000000000000000,8108,49.000000000000000,1.4855182
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488155,49,8106.000000000000000,8107,49.000000000000000,1.4752398
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488154,49,8105.000000000000000,8106,49.000000000000000,1.4527382
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488153,49,8104.000000000000000,8105,49.000000000000000,1.4551488
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488152,49,8103.000000000000000,8104,49.000000000000000,1.4688356
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488151,49,8102.000000000000000,8103,49.000000000000000,1.4621985
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488150,49,8101.000000000000000,8102,49.000000000000000,1.4515780
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488149,49,8100.000000000000000,8101,49.000000000000000,1.4108262
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488148,49,8099.000000000000000,8100,49.000000000000000,1.4392650
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488147,49,8098.000000000000000,8099,49.000000000000000,1.4916866
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488146,49,8097.000000000000000,8098,49.000000000000000,1.5082017
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488145,49,8096.000000000000000,8097,49.000000000000000,1.5189610
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488144,49,8095.000000000000000,8096,49.000000000000000,1.5310584
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488143,49,8094.000000000000000,8095,49.000000000000000,1.4721166
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488142,49,8093.000000000000000,8094,49.000000000000000,1.4574708
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488141,49,8092.000000000000000,8093,49.000000000000000,1.4565637
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488140,49,8091.000000000000000,8092,49.000000000000000,1.4197490
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488139,49,8090.000000000000000,8091,49.000000000000000,1.4210398
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488138,49,8089.000000000000000,8090,49.000000000000000,1.4011321
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488137,49,8088.000000000000000,8089,49.000000000000000,1.3659143
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488136,49,8087.000000000000000,8088,49.000000000000000,1.3841454
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488135,49,8086.000000000000000,8087,49.000000000000000,1.4179267
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488134,49,8085.000000000000000,8086,49.000000000000000,1.4111508
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488133,49,8084.000000000000000,8085,49.000000000000000,1.3794194
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488132,49,8083.000000000000000,8084,49.000000000000000,1.3638675
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488131,49,8082.000000000000000,8083,49.000000000000000,1.3601362
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488130,49,8081.000000000000000,8082,49.000000000000000,1.3540956
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488129,49,8080.000000000000000,8081,49.000000000000000,1.3529021
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488128,49,8079.000000000000000,8080,49.000000000000000,1.3366827
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488127,49,8078.000000000000000,8079,49.000000000000000,1.3257957
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488126,49,8077.000000000000000,8078,49.000000000000000,1.3304390
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488125,49,8076.000000000000000,8077,49.000000000000000,1.3374801
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488124,49,8075.000000000000000,8076,49.000000000000000,1.3430406
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488123,49,8074.000000000000000,8075,49.000000000000000,1.3490382
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488122,49,8073.000000000000000,8074,49.000000000000000,1.3476758
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488121,49,8072.000000000000000,8073,49.000000000000000,1.3484235
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488120,49,8071.000000000000000,8072,49.000000000000000,1.3663437
