transect_id,domain_number,match_method,lrr_m_yr,r_squared,p_value,unc_m_yr,n_obs,start_date,end_date
usa_NC_0032_0214,20.0,point_in_polygon,-1.012,0.0605,0.000215,0.5299,222,1996-01-26,2010-12-02
usa_NC_0033_0001,20.0,point_in_polygon,-1.4747,0.1276,0.0,0.5054,228,1996-02-11,2010-12-02
usa_NC_0033_0002,21.0,point_in_polygon,-1.4639,0.1264,0.0,0.5011,231,1996-02-11,2010-12-02
usa_NC_0033_0003,21.0,point_in_polygon,-1.4477,0.1205,0.0,0.5114,229,1996-02-11,2010-12-02
usa_NC_0033_0004,21.0,point_in_polygon,-1.4554,0.1215,0.0,0.5153,226,1996-02-11,2010-12-02
usa_NC_0033_0005,21.0,point_in_polygon,-1.2012,0.0844,6e-06,0.5119,234,1996-02-11,2010-12-02
usa_NC_0033_0006,21.0,point_in_polygon,-1.0284,0.0654,6.1e-05,0.4963,240,1996-02-11,2010-12-02
usa_NC_0033_0007,21.0,point_in_polygon,-0.8638,0.0496,0.000498,0.482,241,1996-02-11,2010-12-02
usa_NC_0033_0008,21.0,point_in_polygon,-0.6711,0.0354,0.003164,0.4434,244,1996-02-11,2010-12-02
usa_NC_0033_0009,21.0,point_in_polygon,-0.4443,0.0165,0.044816,0.4339,244,1996-02-11,2010-12-10
usa_NC_0033_0010,21.0,point_in_polygon,-0.2572,0.006,0.229661,0.4207,244,1996-02-11,2010-12-10
usa_NC_0033_0011,21.0,point_in_polygon,-0.1576,0.0025,0.439538,0.4008,244,1996-02-11,2010-12-10
usa_NC_0033_0012,21.0,point_in_polygon,0.0595,0.0003,0.77665,0.4129,245,1996-02-11,2010-12-10
usa_NC_0033_0013,22.0,point_in_polygon,0.0434,0.0002,0.840268,0.4235,248,1996-02-11,2010-12-10
usa_NC_0033_0014,22.0,point_in_polygon,-0.0925,0.0007,0.668148,0.4245,252,1996-02-11,2010-12-10
usa_NC_0033_0015,22.0,point_in_polygon,-0.1763,0.0028,0.402892,0.4143,248,1996-02-11,2010-12-10
usa_NC_0033_0016,22.0,point_in_polygon,-0.3202,0.0091,0.138051,0.4239,242,1996-02-11,2010-12-10
usa_NC_0033_0017,22.0,point_in_polygon,-0.4995,0.0214,0.024204,0.4338,237,1996-02-11,2010-12-10
usa_NC_0033_0018,22.0,point_in_polygon,-0.6443,0.0386,0.002375,0.4132,237,1996-02-11,2010-12-10
usa_NC_0033_0019,22.0,point_in_polygon,-0.7771,0.0611,0.000143,0.3958,232,1996-02-11,2010-12-02
usa_NC_0033_0020,22.0,point_in_polygon,-0.9544,0.0876,4e-06,0.3985,234,1996-02-11,2010-12-02
usa_NC_0033_0021,22.0,point_in_polygon,-1.0016,0.0989,1e-06,0.392,233,1996-02-11,2010-12-02
usa_NC_0033_0022,22.0,point_in_polygon,-1.1774,0.126,0.0,0.3985,237,1996-02-11,2010-12-02
usa_NC_0033_0023,23.0,point_in_polygon,-1.3368,0.155,0.0,0.403,235,1996-02-11,2010-12-02
usa_NC_0033_0024,23.0,point_in_polygon,-1.4456,0.1783,0.0,0.398,238,1996-02-11,2010-12-02
usa_NC_0033_0025,23.0,point_in_polygon,-1.5196,0.2034,0.0,0.38,245,1996-02-11,2010-12-02
usa_NC_0033_0026,23.0,point_in_polygon,-1.6109,0.2157,0.0,0.3826,252,1996-02-11,2010-12-02
usa_NC_0033_0027,23.0,point_in_polygon,-1.6575,0.2191,0.0,0.389,253,1996-02-11,2010-12-02
usa_NC_0033_0028,23.0,point_in_polygon,-1.6821,0.2165,0.0,0.3962,255,1996-02-11,2010-12-02
usa_NC_0033_0029,23.0,point_in_polygon,-1.6407,0.209,0.0,0.3968,253,1996-02-11,2010-12-10
usa_NC_0033_0030,23.0,point_in_polygon,-1.748,0.2192,0.0,0.4077,256,1996-02-11,2010-12-10
usa_NC_0033_0031,23.0,point_in_polygon,-1.9396,0.2631,0.0,0.4011,256,1996-02-11,2010-12-10
usa_NC_0033_0032,23.0,point_in_polygon,-2.1161,0.2972,0.0,0.3998,259,1996-02-11,2010-12-10
usa_NC_0033_0033,24.0,point_in_polygon,-2.3233,0.2964,0.0,0.433,267,1996-02-11,2010-12-10
usa_NC_0033_0034,24.0,point_in_polygon,-2.597,0.3136,0.0,0.4665,265,1996-02-11,2010-12-10
usa_NC_0033_0035,24.0,point_in_polygon,-2.6982,0.3231,0.0,0.4787,260,1996-02-11,2010-12-10
usa_NC_0033_0036,24.0,point_in_polygon,-2.6449,0.3185,0.0,0.4781,256,1996-02-11,2010-12-10
usa_NC_0033_0037,24.0,point_in_polygon,-2.6813,0.3147,0.0,0.4938,251,1996-02-11,2010-12-10
usa_NC_0033_0038,24.0,point_in_polygon,-2.7985,0.3253,0.0,0.5072,247,1996-02-11,2010-12-10
usa_NC_0033_0039,24.0,point_in_polygon,-2.8758,0.3353,0.0,0.5106,246,1996-02-11,2010-12-02
usa_NC_0033_0040,24.0,point_in_polygon,-2.9037,0.3659,0.0,0.483,245,1996-02-11,2010-12-02
