transect_id,decade_start,decade_label,n_obs,slope_m_yr,r_squared,alongshore_m,dist_from_groin_m,origin_y,domain,baseline_lrr,anomaly_m_yr
usa_NC_0032_0019,2010,2010s,160,-6.35610618583216,0.658673138779355,3522.220034819096,-3256.7838021921775,3898723.1101145972,1,-5.827863121702237,-0.5282430641299225
usa_NC_0032_0019,2020,2020s,134,58.377508032055204,0.8170157566080202,3522.220034819096,-3256.7838021921775,3898723.1101145972,1,-5.827863121702237,64.20537115375744
usa_NC_0032_0020,1980,1980s,53,-5.013628843978509,0.08770214219677575,3585.169652074139,-3193.8341849371345,3898765.5311681055,1,-5.837882165232136,0.8242533212536269
usa_NC_0032_0020,1990,1990s,103,-6.89779816123154,0.7207079465979078,3585.169652074139,-3193.8341849371345,3898765.5311681055,1,-5.837882165232136,-1.059915995999404
usa_NC_0032_0020,2000,2000s,177,3.984301341101496,0.37030599234092143,3585.169652074139,-3193.8341849371345,3898765.5311681055,1,-5.837882165232136,9.822183506333632
usa_NC_0032_0020,2010,2010s,163,-6.182355973416087,0.6423052578234086,3585.169652074139,-3193.8341849371345,3898765.5311681055,1,-5.837882165232136,-0.3444738081839507
usa_NC_0032_0020,2020,2020s,175,55.77306667637278,0.8812020687766783,3585.169652074139,-3193.8341849371345,3898765.5311681055,1,-5.837882165232136,61.610948841604916
usa_NC_0032_0021,1980,1980s,53,-5.493171180290929,0.11757754026594258,3639.409588617632,-3139.5942483936415,3898818.730754068,1,-5.992056893120257,0.4988857128293276
usa_NC_0032_0021,1990,1990s,103,-7.62719171176966,0.7961639957758458,3639.409588617632,-3139.5942483936415,3898818.730754068,1,-5.992056893120257,-1.6351348186494032
usa_NC_0032_0021,2000,2000s,176,4.783416012222457,0.4646804164223448,3639.409588617632,-3139.5942483936415,3898818.730754068,1,-5.992056893120257,10.775472905342713
usa_NC_0032_0021,2010,2010s,160,-5.740624946890131,0.5866919923804135,3639.409588617632,-3139.5942483936415,3898818.730754068,1,-5.992056893120257,0.25143194623012555
usa_NC_0032_0021,2020,2020s,187,53.73248481220924,0.8833047918071558,3639.409588617632,-3139.5942483936415,3898818.730754068,1,-5.992056893120257,59.7245417053295
usa_NC_0032_0022,1980,1980s,53,-5.835775285719638,0.15155681512230834,3693.9460442535124,-3085.057792757761,3898872.5930786044,1,-6.025585828501248,0.18981054278160947
usa_NC_0032_0022,1990,1990s,103,-8.0108122163428,0.8111546135840386,3693.9460442535124,-3085.057792757761,3898872.5930786044,1,-6.025585828501248,-1.9852263878415517
usa_NC_0032_0022,2000,2000s,178,5.200379038158898,0.5218739455364375,3693.9460442535124,-3085.057792757761,3898872.5930786044,1,-6.025585828501248,11.225964866660146
usa_NC_0032_0022,2010,2010s,166,-5.526558309733294,0.5753553676954295,3693.9460442535124,-3085.057792757761,3898872.5930786044,1,-6.025585828501248,0.4990275187679538
usa_NC_0032_0022,2020,2020s,194,51.55193091808613,0.8901650431038587,3693.9460442535124,-3085.057792757761,3898872.5930786044,1,-6.025585828501248,57.57751674658738
usa_NC_0032_0023,1980,1980s,53,-6.34571323343904,0.19563480504918218,3749.9113491241887,-3029.0924878870846,3898928.514300234,1,-6.129224446858684,-0.21648878658035553
usa_NC_0032_0023,1990,1990s,103,-8.499949655444341,0.8274277353498399,3749.9113491241887,-3029.0924878870846,3898928.514300234,1,-6.129224446858684,-2.3707252085856574
usa_NC_0032_0023,2000,2000s,178,5.58646383294639,0.5012945178310511,3749.9113491241887,-3029.0924878870846,3898928.514300234,1,-6.129224446858684,11.715688279805075
usa_NC_0032_0023,2010,2010s,157,-5.362370257686263,0.6028471582830757,3749.9113491241887,-3029.0924878870846,3898928.514300234,1,-6.129224446858684,0.7668541891724212
usa_NC_0032_0023,2020,2020s,192,47.420150412610326,0.8845273521801357,3749.9113491241887,-3029.0924878870846,3898928.514300234,1,-6.129224446858684,53.54937485946901
usa_NC_0032_0024,1980,1980s,53,-6.803822595627051,0.23565371337746277,3809.091424879552,-2969.9124121317213,3898987.341200617,1,-6.105206660273188,-0.698615935353863
usa_NC_0032_0024,1990,1990s,104,-8.762367131238353,0.8024087208643167,3809.091424879552,-2969.9124121317213,3898987.341200617,1,-6.105206660273188,-2.657160470965165
usa_NC_0032_0024,2000,2000s,174,5.92485787970499,0.5323067019189343,3809.091424879552,-2969.9124121317213,3898987.341200617,1,-6.105206660273188,12.030064539978177
usa_NC_0032_0024,2010,2010s,164,-5.205549790554475,0.5728267299885783,3809.091424879552,-2969.9124121317213,3898987.341200617,1,-6.105206660273188,0.8996568697187133
usa_NC_0032_0024,2020,2020s,191,43.355200855403076,0.8843652548070605,3809.091424879552,-2969.9124121317213,3898987.341200617,1,-6.105206660273188,49.460407515676266
usa_NC_0032_0025,1980,1980s,52,-6.99075931299712,0.2604070605848119,3864.1807745201995,-2914.823062491074,3899035.4835002627,1,-6.082849063972157,-0.9079102490249635
usa_NC_0032_0025,1990,1990s,106,-9.25242082880569,0.8120720345506525,3864.1807745201995,-2914.823062491074,3899035.4835002627,1,-6.082849063972157,-3.169571764833533
usa_NC_0032_0025,2000,2000s,177,6.072333983040217,0.5432110124922095,3864.1807745201995,-2914.823062491074,3899035.4835002627,1,-6.082849063972157,12.155183047012374
usa_NC_0032_0025,2010,2010s,165,-4.688613499252168,0.518177295886761,3864.1807745201995,-2914.823062491074,3899035.4835002627,1,-6.082849063972157,1.394235564719989
usa_NC_0032_0025,2020,2020s,190,39.118248940450854,0.877253040696142,3864.1807745201995,-2914.823062491074,3899035.4835002627,1,-6.082849063972157,45.20109800442301
usa_NC_0032_0026,1980,1980s,52,-7.256067985496604,0.27885145541902845,3921.1774036871097,-2857.8264333241636,3899092.4795038644,1,-6.0597174126866395,-1.1963505728099646
usa_NC_0032_0026,1990,1990s,105,-9.488449994242712,0.8202774997974294,3921.1774036871097,-2857.8264333241636,3899092.4795038644,1,-6.0597174126866395,-3.4287325815560727
usa_NC_0032_0026,2000,2000s,172,5.989869926835715,0.5577804314281319,3921.1774036871097,-2857.8264333241636,3899092.4795038644,1,-6.0597174126866395,12.049587339522354
usa_NC_0032_0026,2010,2010s,165,-4.119917460093662,0.4575317428710761,3921.1774036871097,-2857.8264333241636,3899092.4795038644,1,-6.0597174126866395,1.9397999525929777
usa_NC_0032_0026,2020,2020s,191,36.171898099933145,0.8671471488562914,3921.1774036871097,-2857.8264333241636,3899092.4795038644,1,-6.0597174126866395,42.23161551261978
usa_NC_0032_0027,1980,1980s,52,-7.419782918170604,0.30899351800984076,3971.1960171115356,-2807.8078198997378,3899140.424974334,1,-6.039417736364894,-1.3803651818057103
usa_NC_0032_0027,1990,1990s,105,-9.986385867210757,0.8411139322172545,3971.1960171115356,-2807.8078198997378,3899140.424974334,1,-6.039417736364894,-3.946968130845863
usa_NC_0032_0027,2000,2000s,168,5.87115795167322,0.5569399246176618,3971.1960171115356,-2807.8078198997378,3899140.424974334,1,-6.039417736364894,11.910575688038115
usa_NC_0032_0027,2010,2010s,170,-3.7721040322307227,0.39085211295004096,3971.1960171115356,-2807.8078198997378,3899140.424974334,1,-6.039417736364894,2.267313704134171
usa_NC_0032_0027,2020,2020s,195,33.34424153146217,0.8623878308532724,3971.1960171115356,-2807.8078198997378,3899140.424974334,1,-6.039417736364894,39.38365926782706
usa_NC_0032_0028,1980,1980s,52,-8.247063506830683,0.38779303889771766,4020.1650878041946,-2758.8387492070788,3899188.8985462445,1,-6.019544009030575,-2.227519497800108
usa_NC_0032_0028,1990,1990s,105,-9.856814999389092,0.8572069004519327,4020.1650878041946,-2758.8387492070788,3899188.8985462445,1,-6.019544009030575,-3.837270990358517
usa_NC_0032_0028,2000,2000s,164,5.977037694730886,0.555183254796713,4020.1650878041946,-2758.8387492070788,3899188.8985462445,1,-6.019544009030575,11.99658170376146
usa_NC_0032_0028,2010,2010s,166,-3.5430148621640813,0.3905331720404367,4020.1650878041946,-2758.8387492070788,3899188.8985462445,1,-6.019544009030575,2.476529146866494
usa_NC_0032_0028,2020,2020s,199,30.795658315257633,0.8469605590588054,4020.1650878041946,-2758.8387492070788,3899188.8985462445,1,-6.019544009030575,36.81520232428821
usa_NC_0032_0029,1980,1980s,48,-8.605715521965108,0.4110313429171264,4070.1300239924094,-2708.873813018864,3899238.7890921226,1,-5.999266117209564,-2.6064494047555433
usa_NC_0032_0029,1990,1990s,104,-9.416858650561133,0.8551004518200698,4070.1300239924094,-2708.873813018864,3899238.7890921226,1,-5.999266117209564,-3.417592533351569
usa_NC_0032_0029,2000,2000s,166,6.217265434650598,0.5873312491783138,4070.1300239924094,-2708.873813018864,3899238.7890921226,1,-5.999266117209564,12.216531551860163
usa_NC_0032_0029,2010,2010s,166,-2.9895571609144826,0.2891935917745859,4070.1300239924094,-2708.873813018864,3899238.7890921226,1,-5.999266117209564,3.0097089562950816
usa_NC_0032_0029,2020,2020s,201,28.456586276305913,0.861123273633225,4070.1300239924094,-2708.873813018864,3899238.7890921226,1,-5.999266117209564,34.45585239351548
usa_NC_0032_0030,1980,1980s,49,-9.531988227376132,0.4793928935221212,4129.6194506907,-2649.384386320573,3899295.550512989,2,-5.975122782881312,-3.5568654444948207
usa_NC_0032_0030,1990,1990s,104,-9.258107749421455,0.8634778156513001,4129.6194506907,-2649.384386320573,3899295.550512989,2,-5.975122782881312,-3.282984966540144
usa_NC_0032_0030,2000,2000s,166,6.211460525325284,0.6232016502437421,4129.6194506907,-2649.384386320573,3899295.550512989,2,-5.975122782881312,12.186583308206597
usa_NC_0032_0030,2010,2010s,167,-2.756283285439239,0.26308214036827227,4129.6194506907,-2649.384386320573,3899295.550512989,2,-5.975122782881312,3.2188394974420724
usa_NC_0032_0030,2020,2020s,201,27.183490111604456,0.8665825035964411,4129.6194506907,-2649.384386320573,3899295.550512989,2,-5.975122782881312,33.15861289448577
usa_NC_0032_0031,1980,1980s,48,-9.715416501571966,0.523911066017098,4178.323364344843,-2600.6804726664304,3899343.484027886,2,-5.95535666752757,-3.7600598340443954
usa_NC_0032_0031,1990,1990s,104,-9.568866337920724,0.8534043686592531,4178.323364344843,-2600.6804726664304,3899343.484027886,2,-5.95535666752757,-3.613509670393154
usa_NC_0032_0031,2000,2000s,170,6.48761432471279,0.6356286120050241,4178.323364344843,-2600.6804726664304,3899343.484027886,2,-5.95535666752757,12.44297099224036
usa_NC_0032_0031,2010,2010s,170,-2.7085772880126937,0.24736793286761083,4178.323364344843,-2600.6804726664304,3899343.484027886,2,-5.95535666752757,3.2467793795148765
usa_NC_0032_0031,2020,2020s,197,25.87722306854541,0.845230876241067,4178.323364344843,-2600.6804726664304,3899343.484027886,2,-5.95535666752757,31.83257973607298
usa_NC_0032_0032,1980,1980s,49,-9.9046052960859,0.5680326436856356,4228.826503844287,-2550.1773331669865,3899393.9774072417,2,-5.934860349959318,-3.969744946126583
usa_NC_0032_0032,1990,1990s,104,-10.163753711935104,0.8449522113768639,4228.826503844287,-2550.1773331669865,3899393.9774072417,2,-5.934860349959318,-4.2288933619757865
usa_NC_0032_0032,2000,2000s,163,6.1400195029753855,0.6068909320653352,4228.826503844287,-2550.1773331669865,3899393.9774072417,2,-5.934860349959318,12.074879852934703
usa_NC_0032_0032,2010,2010s,173,-2.4170584942093134,0.2020243936926439,4228.826503844287,-2550.1773331669865,3899393.9774072417,2,-5.934860349959318,3.5178018557500046
usa_NC_0032_0032,2020,2020s,198,23.463006938034383,0.8277121254206259,4228.826503844287,-2550.1773331669865,3899393.9774072417,2,-5.934860349959318,29.3978672879937
usa_NC_0032_0033,1980,1980s,49,-9.626533251339705,0.5703248288650646,4278.07926866024,-2500.9245683510335,3899436.4830629993,2,-5.914871487508631,-3.7116617638310743
usa_NC_0032_0033,1990,1990s,104,-10.971219385912509,0.8168730769843697,4278.07926866024,-2500.9245683510335,3899436.4830629993,2,-5.914871487508631,-5.056347898403878
usa_NC_0032_0033,2000,2000s,164,5.807092090761916,0.5504325144726316,4278.07926866024,-2500.9245683510335,3899436.4830629993,2,-5.914871487508631,11.721963578270547
usa_NC_0032_0033,2010,2010s,168,-2.244285018308913,0.1814695463944811,4278.07926866024,-2500.9245683510335,3899436.4830629993,2,-5.914871487508631,3.6705864691997174
usa_NC_0032_0033,2020,2020s,196,21.36433522491205,0.8170641852008457,4278.07926866024,-2500.9245683510335,3899436.4830629993,2,-5.914871487508631,27.27920671242068
usa_NC_0032_0034,1980,1980s,48,-9.493996208680656,0.5562584996731155,4332.446353784871,-2446.557483226403,3899490.17677361,2,-5.892807016804053,-3.6011891918766032
usa_NC_0032_0034,1990,1990s,104,-11.355330816391358,0.796947949740606,4332.446353784871,-2446.557483226403,3899490.17677361,2,-5.892807016804053,-5.462523799587306
usa_NC_0032_0034,2000,2000s,168,5.371608854700779,0.49492950247793854,4332.446353784871,-2446.557483226403,3899490.17677361,2,-5.892807016804053,11.26441587150483
usa_NC_0032_0034,2010,2010s,164,-1.7900897327138785,0.12561585114184304,4332.446353784871,-2446.557483226403,3899490.17677361,2,-5.892807016804053,4.102717284090174
usa_NC_0032_0034,2020,2020s,194,19.838910903735705,0.8087450936818513,4332.446353784871,-2446.557483226403,3899490.17677361,2,-5.892807016804053,25.731717920539758
usa_NC_0032_0035,1980,1980s,50,-9.216708308252956,0.5579250164735903,4380.944619505182,-2398.059217506091,3899534.8750282,2,-5.873124362110398,-3.343583946142558
usa_NC_0032_0035,1990,1990s,104,-11.807742622592952,0.809767792663026,4380.944619505182,-2398.059217506091,3899534.8750282,2,-5.873124362110398,-5.934618260482554
usa_NC_0032_0035,2000,2000s,169,4.938466352586953,0.4624242027382298,4380.944619505182,-2398.059217506091,3899534.8750282,2,-5.873124362110398,10.811590714697353
usa_NC_0032_0035,2010,2010s,164,-1.285262720366161,0.08205804379841974,4380.944619505182,-2398.059217506091,3899534.8750282,2,-5.873124362110398,4.5878616417442375
usa_NC_0032_0035,2020,2020s,201,17.17885451110944,0.7951082617355273,4380.944619505182,-2398.059217506091,3899534.8750282,2,-5.873124362110398,23.051978873219838
usa_NC_0032_0036,1980,1980s,50,-8.461179158239728,0.510812346348599,4431.1305721524795,-2347.873264858794,3899581.6194631765,2,-5.852756772429451,-2.608422385810277
usa_NC_0032_0036,1990,1990s,104,-12.308017659267447,0.8275347707019891,4431.1305721524795,-2347.873264858794,3899581.6194631765,2,-5.852756772429451,-6.455260886837996
usa_NC_0032_0036,2000,2000s,172,4.411702111188811,0.4263686601943073,4431.1305721524795,-2347.873264858794,3899581.6194631765,2,-5.852756772429451,10.264458883618262
usa_NC_0032_0036,2010,2010s,165,-0.7458711326264222,0.028292387191505286,4431.1305721524795,-2347.873264858794,3899581.6194631765,2,-5.852756772429451,5.106885639803029
usa_NC_0032_0036,2020,2020s,201,15.245952853344642,0.7285552905743571,4431.1305721524795,-2347.873264858794,3899581.6194631765,2,-5.852756772429451,21.09870962577409
usa_NC_0032_0037,1980,1980s,49,-9.449776979649025,0.5147294226828464,4481.448852092058,-2297.5549849192157,3899630.5444334648,2,-5.832335478716786,-3.617441500932239
usa_NC_0032_0037,1990,1990s,103,-12.339079760287884,0.8263930627861019,4481.448852092058,-2297.5549849192157,3899630.5444334648,2,-5.832335478716786,-6.506744281571098
usa_NC_0032_0037,2000,2000s,173,3.9141761107308697,0.3848647502825481,4481.448852092058,-2297.5549849192157,3899630.5444334648,2,-5.832335478716786,9.746511589447655
usa_NC_0032_0037,2010,2010s,163,-0.0601161162324895,0.00020340795724449467,4481.448852092058,-2297.5549849192157,3899630.5444334648,2,-5.832335478716786,5.772219362484297
usa_NC_0032_0037,2020,2020s,203,14.681776522602597,0.7195487211671114,4481.448852092058,-2297.5549849192157,3899630.5444334648,2,-5.832335478716786,20.514112001319383
usa_NC_0032_0038,1980,1980s,50,-10.056825426598518,0.5215270126858844,4531.592216138512,-2247.411620872761,3899678.4849249693,2,-5.811985173297694,-4.244840253300824
usa_NC_0032_0038,1990,1990s,103,-12.29424701212127,0.8262596552925239,4531.592216138512,-2247.411620872761,3899678.4849249693,2,-5.811985173297694,-6.482261838823575
usa_NC_0032_0038,2000,2000s,173,3.5853679356313846,0.33747394005037434,4531.592216138512,-2247.411620872761,3899678.4849249693,2,-5.811985173297694,9.397353108929078
usa_NC_0032_0038,2010,2010s,162,0.25326913464555,0.0038095451268949088,4531.592216138512,-2247.411620872761,3899678.4849249693,2,-5.811985173297694,6.065254307943245
usa_NC_0032_0038,2020,2020s,204,14.437182394835755,0.7459850984314425,4531.592216138512,-2247.411620872761,3899678.4849249693,2,-5.811985173297694,20.24916756813345
usa_NC_0032_0039,1980,1980s,49,-10.867732180394231,0.5852955269374431,4581.377538857976,-2197.6262981532973,3899728.214032531,2,-5.791780176245831,-5.0759520041484
usa_NC_0032_0039,1990,1990s,103,-12.33682226809109,0.843212669522231,4581.377538857976,-2197.6262981532973,3899728.214032531,2,-5.791780176245831,-6.545042091845259
usa_NC_0032_0039,2000,2000s,172,3.050115206575691,0.2548221082832911,4581.377538857976,-2197.6262981532973,3899728.214032531,2,-5.791780176245831,8.841895382821523
usa_NC_0032_0039,2010,2010s,165,0.596702600540283,0.020574257413050745,4581.377538857976,-2197.6262981532973,3899728.214032531,2,-5.791780176245831,6.388482776786114
usa_NC_0032_0039,2020,2020s,203,12.878441740484122,0.7264712546723269,4581.377538857976,-2197.6262981532973,3899728.214032531,2,-5.791780176245831,18.670221916729954
usa_NC_0032_0040,1980,1980s,48,-10.48476486208214,0.5490038610700672,4629.222675798888,-2149.781161212385,3899775.346526031,2,-5.7723625889323085,-4.712402273149831
usa_NC_0032_0040,1990,1990s,103,-12.029552990831654,0.8598901196468858,4629.222675798888,-2149.781161212385,3899775.346526031,2,-5.7723625889323085,-6.257190401899345
usa_NC_0032_0040,2000,2000s,177,2.977910262186282,0.2484979266421189,4629.222675798888,-2149.781161212385,3899775.346526031,2,-5.7723625889323085,8.750272851118591
usa_NC_0032_0040,2010,2010s,163,0.6475317032744801,0.021812300463691203,4629.222675798888,-2149.781161212385,3899775.346526031,2,-5.7723625889323085,6.419894292206789
usa_NC_0032_0040,2020,2020s,202,11.840822238447908,0.7095172055515165,4629.222675798888,-2149.781161212385,3899775.346526031,2,-5.7723625889323085,17.613184827380216
usa_NC_0032_0041,1980,1980s,50,-9.659935094954616,0.5124677855617475,4678.3227454729395,-2100.681091538334,3899823.9361253595,3,-5.75243569665121,-3.907499398303406
usa_NC_0032_0041,1990,1990s,103,-11.552318036848407,0.8644145358584046,4678.3227454729395,-2100.681091538334,3899823.9361253595,3,-5.75243569665121,-5.799882340197197
usa_NC_0032_0041,2000,2000s,178,2.878580305746627,0.22639938354503597,4678.3227454729395,-2100.681091538334,3899823.9361253595,3,-5.75243569665121,8.631016002397837
usa_NC_0032_0041,2010,2010s,169,0.8666134324712602,0.04040800300993608,4678.3227454729395,-2100.681091538334,3899823.9361253595,3,-5.75243569665121,6.61904912912247
usa_NC_0032_0041,2020,2020s,198,11.539807998720285,0.6785431739154796,4678.3227454729395,-2100.681091538334,3899823.9361253595,3,-5.75243569665121,17.292243695371496
usa_NC_0032_0042,1980,1980s,49,-8.993346059093327,0.45590397664445903,4728.231618266066,-2050.7722187452073,3899873.422698956,3,-5.732180557735486,-3.2611655013578407
usa_NC_0032_0042,1990,1990s,103,-11.345209387507591,0.8747898049237502,4728.231618266066,-2050.7722187452073,3899873.422698956,3,-5.732180557735486,-5.613028829772105
usa_NC_0032_0042,2000,2000s,174,2.849696632485662,0.20639211505654798,4728.231618266066,-2050.7722187452073,3899873.422698956,3,-5.732180557735486,8.581877190221148
usa_NC_0032_0042,2010,2010s,161,1.1203064450922493,0.06378894071205643,4728.231618266066,-2050.7722187452073,3899873.422698956,3,-5.732180557735486,6.852487002827735
usa_NC_0032_0042,2020,2020s,200,10.695581844114656,0.6216188141210393,4728.231618266066,-2050.7722187452073,3899873.422698956,3,-5.732180557735486,16.427762401850142
usa_NC_0032_0043,1980,1980s,50,-9.250325761287288,0.4803750020227098,4777.919392195557,-2001.0844448157168,3899922.5275575947,3,-5.712015150122962,-3.5383106111643254
usa_NC_0032_0043,1990,1990s,99,-11.223455179786944,0.8949450588154183,4777.919392195557,-2001.0844448157168,3899922.5275575947,3,-5.712015150122962,-5.511440029663982
usa_NC_0032_0043,2000,2000s,169,2.8060045357543517,0.21317280923255488,4777.919392195557,-2001.0844448157168,3899922.5275575947,3,-5.712015150122962,8.518019685877313
usa_NC_0032_0043,2010,2010s,166,1.4856039260882459,0.10169059102286271,4777.919392195557,-2001.0844448157168,3899922.5275575947,3,-5.712015150122962,7.197619076211208
usa_NC_0032_0043,2020,2020s,200,9.665143628947042,0.5928935009229153,4777.919392195557,-2001.0844448157168,3899922.5275575947,3,-5.712015150122962,15.377158779070005
usa_NC_0032_0044,1980,1980s,49,-9.26135254021843,0.4718393401131604,4827.011302200909,-1951.9925348103643,3899969.964710359,3,-5.692091569381752,-3.5692609708366785
usa_NC_0032_0044,1990,1990s,100,-10.979343633568101,0.8884116873120438,4827.011302200909,-1951.9925348103643,3899969.964710359,3,-5.692091569381752,-5.287252064186349
usa_NC_0032_0044,2000,2000s,165,2.6201076435298947,0.19200592235616398,4827.011302200909,-1951.9925348103643,3899969.964710359,3,-5.692091569381752,8.312199212911647
usa_NC_0032_0044,2010,2010s,170,2.0423540924836985,0.1729829074230499,4827.011302200909,-1951.9925348103643,3899969.964710359,3,-5.692091569381752,7.7344456618654505
usa_NC_0032_0044,2020,2020s,198,8.69087824951026,0.5671728443406779,4827.011302200909,-1951.9925348103643,3899969.964710359,3,-5.692091569381752,14.382969818892011
usa_NC_0032_0045,1980,1980s,50,-9.563064143328376,0.47602789596218753,4877.332508205313,-1901.67132880596,3900020.0971175395,3,-5.671669088147786,-3.89139505518059
usa_NC_0032_0045,1990,1990s,99,-11.440281669596216,0.9040972077663179,4877.332508205313,-1901.67132880596,3900020.0971175395,3,-5.671669088147786,-5.76861258144843
usa_NC_0032_0045,2000,2000s,158,2.4669011618101404,0.204212920647164,4877.332508205313,-1901.67132880596,3900020.0971175395,3,-5.671669088147786,8.138570249957926
usa_NC_0032_0045,2010,2010s,170,2.057254623147141,0.1597539666552643,4877.332508205313,-1901.67132880596,3900020.0971175395,3,-5.671669088147786,7.728923711294927
usa_NC_0032_0045,2020,2020s,197,7.519019128651084,0.4663899093218592,4877.332508205313,-1901.67132880596,3900020.0971175395,3,-5.671669088147786,13.190688216798868
usa_NC_0032_0046,1980,1980s,50,-8.60825457672778,0.41871635746715086,4926.770791544156,-1852.2330454671173,3900068.725820146,3,-5.651604934406347,-2.956649642321434
usa_NC_0032_0046,1990,1990s,100,-11.583138475895282,0.8898917819028228,4926.770791544156,-1852.2330454671173,3900068.725820146,3,-5.651604934406347,-5.931533541488935
usa_NC_0032_0046,2000,2000s,158,2.6709215489166422,0.2427646913514936,4926.770791544156,-1852.2330454671173,3900068.725820146,3,-5.651604934406347,8.322526483322989
usa_NC_0032_0046,2010,2010s,169,2.271912522054057,0.1833506284877594,4926.770791544156,-1852.2330454671173,3900068.725820146,3,-5.651604934406347,7.923517456460404
usa_NC_0032_0046,2020,2020s,196,7.00978201187167,0.3770575561873285,4926.770791544156,-1852.2330454671173,3900068.725820146,3,-5.651604934406347,12.661386946278018
usa_NC_0032_0047,1970,1970s,5,-9.893947089521932,0.7138968459921021,4975.811739218835,-1803.1920977924383,3900116.006690543,3,-5.631702036341973,-4.262245053179959
usa_NC_0032_0047,1980,1980s,51,-7.615229982762221,0.3512346837315493,4975.811739218835,-1803.1920977924383,3900116.006690543,3,-5.631702036341973,-1.9835279464202484
usa_NC_0032_0047,1990,1990s,100,-11.834809829592325,0.9096610087557989,4975.811739218835,-1803.1920977924383,3900116.006690543,3,-5.631702036341973,-6.203107793250353
usa_NC_0032_0047,2000,2000s,158,2.943000268916794,0.28734464234095103,4975.811739218835,-1803.1920977924383,3900116.006690543,3,-5.631702036341973,8.574702305258766
usa_NC_0032_0047,2010,2010s,171,1.9717734849869106,0.13981823009127003,4975.811739218835,-1803.1920977924383,3900116.006690543,3,-5.631702036341973,7.603475521328884
usa_NC_0032_0047,2020,2020s,196,6.61045140973798,0.3788470524379386,4975.811739218835,-1803.1920977924383,3900116.006690543,3,-5.631702036341973,12.242153446079953
usa_NC_0032_0048,1970,1970s,5,-11.234060819262998,0.8136374558665354,5025.018353387423,-1753.98548362385,3900164.044130392,3,-5.6117319037828075,-5.622328915480191
usa_NC_0032_0048,1980,1980s,51,-7.99786011003251,0.31309408260679583,5025.018353387423,-1753.98548362385,3900164.044130392,3,-5.6117319037828075,-2.386128206249703
usa_NC_0032_0048,1990,1990s,100,-12.35752782359764,0.9183845060784779,5025.018353387423,-1753.98548362385,3900164.044130392,3,-5.6117319037828075,-6.745795919814832
usa_NC_0032_0048,2000,2000s,166,2.7417023346809075,0.24932727262058874,5025.018353387423,-1753.98548362385,3900164.044130392,3,-5.6117319037828075,8.353434238463715
usa_NC_0032_0048,2010,2010s,169,1.875587902193245,0.12566200167266095,5025.018353387423,-1753.98548362385,3900164.044130392,3,-5.6117319037828075,7.487319805976052
usa_NC_0032_0048,2020,2020s,200,6.351605466065625,0.3838329996168375,5025.018353387423,-1753.98548362385,3900164.044130392,3,-5.6117319037828075,11.963337369848432
usa_NC_0032_0049,1970,1970s,5,-13.213266169365696,0.9070346306955941,5074.282904781675,-1704.7209322295985,3900212.2797975307,3,-5.591738257838377,-7.621527911527319
