FID_dune_2004_buffer_domains,FID_dune_2004_buffer,Shape_Leng,BUFF_DIST,ORIG_FID,FID_domains_updated,Coords,domain_id,reach,z_mean,z_max,z_min,relief_m,slope_avg,road_z,shch_myr,eros_hot,bnour,bnour_yr,bnour_src,armor,editor,edit_date,notes,hotspot,FID_Transect_Points_1m,ORIG_FID_1,ORIG_LEN,ORIG_SEQ,LineID
3,1,62831.102202699999907,1.500000000000000,0,2,3900040,3,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,218062,22,8040.000000000000000,8041,22.000000000000000
3,1,62831.102202699999907,1.500000000000000,0,2,3900040,3,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,228051,23,8028.000000000000000,8029,23.000000000000000
3,1,62831.102202699999907,1.500000000000000,0,2,3900040,3,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,228050,23,8027.000000000000000,8028,23.000000000000000
3,1,62831.102202699999907,1.500000000000000,0,2,3900040,3,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,228049,23,8026.000000000000000,8027,23.000000000000000
3,1,62831.102202699999907,1.500000000000000,0,2,3900040,3,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,238036,24,8012.000000000000000,8013,24.000000000000000
3,1,62831.102202699999907,1.500000000000000,0,2,3900040,3,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,238035,24,8011.000000000000000,8012,24.000000000000000
3,1,62831.102202699999907,1.500000000000000,0,2,3900040,3,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,238034,24,8010.000000000000000,8011,24.000000000000000
3,1,62831.102202699999907,1.500000000000000,0,2,3900040,3,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,248017,25,7992.000000000000000,7993,25.000000000000000
3,1,62831.102202699999907,1.500000000000000,0,2,3900040,3,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,248016,25,7991.000000000000000,7992,25.000000000000000
3,1,62831.102202699999907,1.500000000000000,0,2,3900040,3,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,248015,25,7990.000000000000000,7991,25.000000000000000
3,1,62831.102202699999907,1.500000000000000,0,2,3900040,3,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,257999,26,7973.000000000000000,7974,26.000000000000000
3,1,62831.102202699999907,1.500000000000000,0,2,3900040,3,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,257998,26,7972.000000000000000,7973,26.000000000000000
3,1,62831.102202699999907,1.500000000000000,0,2,3900040,3,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,257997,26,7971.000000000000000,7972,26.000000000000000
3,1,62831.102202699999907,1.500000000000000,0,2,3900040,3,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,257996,26,7970.000000000000000,7971,26.000000000000000
4,1,62831.102202699999907,1.500000000000000,0,3,3900543,4,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,267980,27,7953.000000000000000,7954,27.000000000000000
4,1,62831.102202699999907,1.500000000000000,0,3,3900543,4,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,267979,27,7952.000000000000000,7953,27.000000000000000
4,1,62831.102202699999907,1.500000000000000,0,3,3900543,4,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,267978,27,7951.000000000000000,7952,27.000000000000000
4,1,62831.102202699999907,1.500000000000000,0,3,3900543,4,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,277959,28,7931.000000000000000,7932,28.000000000000000
4,1,62831.102202699999907,1.500000000000000,0,3,3900543,4,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,277958,28,7930.000000000000000,7931,28.000000000000000
4,1,62831.102202699999907,1.500000000000000,0,3,3900543,4,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,277957,28,7929.000000000000000,7930,28.000000000000000
4,1,62831.102202699999907,1.500000000000000,0,3,3900543,4,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,287938,29,7909.000000000000000,7910,29.000000000000000
4,1,62831.102202699999907,1.500000000000000,0,3,3900543,4,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,287937,29,7908.000000000000000,7909,29.000000000000000
4,1,62831.102202699999907,1.500000000000000,0,3,3900543,4,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,287936,29,7907.000000000000000,7908,29.000000000000000
4,1,62831.102202699999907,1.500000000000000,0,3,3900543,4,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,297910,30,7880.000000000000000,7881,30.000000000000000
4,1,62831.102202699999907,1.500000000000000,0,3,3900543,4,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,297909,30,7879.000000000000000,7880,30.000000000000000
4,1,62831.102202699999907,1.500000000000000,0,3,3900543,4,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,297908,30,7878.000000000000000,7879,30.000000000000000
4,1,62831.102202699999907,1.500000000000000,0,3,3900543,4,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,307882,31,7851.000000000000000,7852,31.000000000000000
4,1,62831.102202699999907,1.500000000000000,0,3,3900543,4,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,307881,31,7850.000000000000000,7851,31.000000000000000
4,1,62831.102202699999907,1.500000000000000,0,3,3900543,4,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,307880,31,7849.000000000000000,7850,31.000000000000000
5,1,62831.102202699999907,1.500000000000000,0,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,317850,32,7818.000000000000000,7819,32.000000000000000
5,1,62831.102202699999907,1.500000000000000,0,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,317849,32,7817.000000000000000,7818,32.000000000000000
5,1,62831.102202699999907,1.500000000000000,0,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,317848,32,7816.000000000000000,7817,32.000000000000000
5,1,62831.102202699999907,1.500000000000000,0,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,327813,33,7780.000000000000000,7781,33.000000000000000
5,1,62831.102202699999907,1.500000000000000,0,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,327812,33,7779.000000000000000,7780,33.000000000000000
5,1,62831.102202699999907,1.500000000000000,0,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,327811,33,7778.000000000000000,7779,33.000000000000000
5,1,62831.102202699999907,1.500000000000000,0,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,327810,33,7777.000000000000000,7778,33.000000000000000
5,1,62831.102202699999907,1.500000000000000,0,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,337775,34,7741.000000000000000,7742,34.000000000000000
5,1,62831.102202699999907,1.500000000000000,0,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,337774,34,7740.000000000000000,7741,34.000000000000000
5,1,62831.102202699999907,1.500000000000000,0,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,337773,34,7739.000000000000000,7740,34.000000000000000
5,1,62831.102202699999907,1.500000000000000,0,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,347730,35,7695.000000000000000,7696,35.000000000000000
5,1,62831.102202699999907,1.500000000000000,0,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,347729,35,7694.000000000000000,7695,35.000000000000000
5,1,62831.102202699999907,1.500000000000000,0,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,347728,35,7693.000000000000000,7694,35.000000000000000
5,1,62831.102202699999907,1.500000000000000,0,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,357674,36,7638.000000000000000,7639,36.000000000000000
5,1,62831.102202699999907,1.500000000000000,0,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,357673,36,7637.000000000000000,7638,36.000000000000000
5,1,62831.102202699999907,1.500000000000000,0,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,357672,36,7636.000000000000000,7637,36.000000000000000
6,1,62831.102202699999907,1.500000000000000,0,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,367612,37,7575.000000000000000,7576,37.000000000000000
6,1,62831.102202699999907,1.500000000000000,0,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,367611,37,7574.000000000000000,7575,37.000000000000000
6,1,62831.102202699999907,1.500000000000000,0,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,367610,37,7573.000000000000000,7574,37.000000000000000
6,1,62831.102202699999907,1.500000000000000,0,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,367609,37,7572.000000000000000,7573,37.000000000000000
6,1,62831.102202699999907,1.500000000000000,0,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,377528,38,7490.000000000000000,7491,38.000000000000000
6,1,62831.102202699999907,1.500000000000000,0,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,377527,38,7489.000000000000000,7490,38.000000000000000
6,1,62831.102202699999907,1.500000000000000,0,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,377526,38,7488.000000000000000,7489,38.000000000000000
6,1,62831.102202699999907,1.500000000000000,0,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,387502,39,7463.000000000000000,7464,39.000000000000000
6,1,62831.102202699999907,1.500000000000000,0,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,387501,39,7462.000000000000000,7463,39.000000000000000
6,1,62831.102202699999907,1.500000000000000,0,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,387500,39,7461.000000000000000,7462,39.000000000000000
6,1,62831.102202699999907,1.500000000000000,0,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,397487,40,7447.000000000000000,7448,40.000000000000000
6,1,62831.102202699999907,1.500000000000000,0,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,397486,40,7446.000000000000000,7447,40.000000000000000
6,1,62831.102202699999907,1.500000000000000,0,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,397485,40,7445.000000000000000,7446,40.000000000000000
6,1,62831.102202699999907,1.500000000000000,0,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,407478,41,7437.000000000000000,7438,41.000000000000000
6,1,62831.102202699999907,1.500000000000000,0,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,407477,41,7436.000000000000000,7437,41.000000000000000
6,1,62831.102202699999907,1.500000000000000,0,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,407476,41,7435.000000000000000,7436,41.000000000000000
7,1,62831.102202699999907,1.500000000000000,0,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,417468,42,7426.000000000000000,7427,42.000000000000000
7,1,62831.102202699999907,1.500000000000000,0,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,417467,42,7425.000000000000000,7426,42.000000000000000
7,1,62831.102202699999907,1.500000000000000,0,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,417466,42,7424.000000000000000,7425,42.000000000000000
7,1,62831.102202699999907,1.500000000000000,0,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,427460,43,7417.000000000000000,7418,43.000000000000000
7,1,62831.102202699999907,1.500000000000000,0,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,427459,43,7416.000000000000000,7417,43.000000000000000
7,1,62831.102202699999907,1.500000000000000,0,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,427458,43,7415.000000000000000,7416,43.000000000000000
7,1,62831.102202699999907,1.500000000000000,0,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,437453,44,7409.000000000000000,7410,44.000000000000000
7,1,62831.102202699999907,1.500000000000000,0,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,437452,44,7408.000000000000000,7409,44.000000000000000
7,1,62831.102202699999907,1.500000000000000,0,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,437451,44,7407.000000000000000,7408,44.000000000000000
7,1,62831.102202699999907,1.500000000000000,0,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,447446,45,7401.000000000000000,7402,45.000000000000000
7,1,62831.102202699999907,1.500000000000000,0,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,447445,45,7400.000000000000000,7401,45.000000000000000
7,1,62831.102202699999907,1.500000000000000,0,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,447444,45,7399.000000000000000,7400,45.000000000000000
7,1,62831.102202699999907,1.500000000000000,0,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,457438,46,7392.000000000000000,7393,46.000000000000000
7,1,62831.102202699999907,1.500000000000000,0,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,457437,46,7391.000000000000000,7392,46.000000000000000
7,1,62831.102202699999907,1.500000000000000,0,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,457436,46,7390.000000000000000,7391,46.000000000000000
8,1,62831.102202699999907,1.500000000000000,0,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,467423,47,7376.000000000000000,7377,47.000000000000000
8,1,62831.102202699999907,1.500000000000000,0,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,467422,47,7375.000000000000000,7376,47.000000000000000
8,1,62831.102202699999907,1.500000000000000,0,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,467421,47,7374.000000000000000,7375,47.000000000000000
8,1,62831.102202699999907,1.500000000000000,0,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,477417,48,7369.000000000000000,7370,48.000000000000000
8,1,62831.102202699999907,1.500000000000000,0,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,477416,48,7368.000000000000000,7369,48.000000000000000
8,1,62831.102202699999907,1.500000000000000,0,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,477415,48,7367.000000000000000,7368,48.000000000000000
8,1,62831.102202699999907,1.500000000000000,0,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,487411,49,7362.000000000000000,7363,49.000000000000000
8,1,62831.102202699999907,1.500000000000000,0,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,487410,49,7361.000000000000000,7362,49.000000000000000
8,1,62831.102202699999907,1.500000000000000,0,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,487409,49,7360.000000000000000,7361,49.000000000000000
8,1,62831.102202699999907,1.500000000000000,0,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,497399,50,7349.000000000000000,7350,50.000000000000000
8,1,62831.102202699999907,1.500000000000000,0,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,497398,50,7348.000000000000000,7349,50.000000000000000
8,1,62831.102202699999907,1.500000000000000,0,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,497397,50,7347.000000000000000,7348,50.000000000000000
