Obs_ID,Imagery_Date,Year,Season,domain,overwash
OBS-002,1985-08-23,1985,Summer,17,0
OBS-002,1985-08-23,1985,Summer,18,0
OBS-002,1985-08-23,1985,Summer,19,0
OBS-002,1985-08-23,1985,Summer,20,0
OBS-002,1985-08-23,1985,Summer,21,0
OBS-002,1985-08-23,1985,Summer,22,0
OBS-002,1985-08-23,1985,Summer,23,0
OBS-002,1985-08-23,1985,Summer,24,0
OBS-002,1985-08-23,1985,Summer,25,0
OBS-002,1985-08-23,1985,Summer,26,0
OBS-002,1985-08-23,1985,Summer,27,0
OBS-002,1985-08-23,1985,Summer,28,0
OBS-002,1985-08-23,1985,Summer,29,0
OBS-002,1985-08-23,1985,Summer,30,0
OBS-002,1985-08-23,1985,Summer,31,0
OBS-002,1985-08-23,1985,Summer,32,0
OBS-002,1985-08-23,1985,Summer,33,0
OBS-002,1985-08-23,1985,Summer,34,0
OBS-002,1985-08-23,1985,Summer,35,0
OBS-002,1985-08-23,1985,Summer,36,0
OBS-002,1985-08-23,1985,Summer,37,0
OBS-002,1985-08-23,1985,Summer,38,0
OBS-002,1985-08-23,1985,Summer,39,0
OBS-002,1985-08-23,1985,Summer,40,0
OBS-002,1985-08-23,1985,Summer,41,0
OBS-002,1985-08-23,1985,Summer,42,0
OBS-002,1985-08-23,1985,Summer,43,0
OBS-002,1985-08-23,1985,Summer,44,0
OBS-002,1985-08-23,1985,Summer,45,0
OBS-002,1985-08-23,1985,Summer,46,0
OBS-002,1985-08-23,1985,Summer,47,0
OBS-002,1985-08-23,1985,Summer,48,0
OBS-002,1985-08-23,1985,Summer,49,0
OBS-002,1985-08-23,1985,Summer,50,0
OBS-002,1985-08-23,1985,Summer,51,0
OBS-002,1985-08-23,1985,Summer,52,0
OBS-002,1985-08-23,1985,Summer,53,0
OBS-002,1985-08-23,1985,Summer,54,0
OBS-002,1985-08-23,1985,Summer,55,0
OBS-002,1985-08-23,1985,Summer,56,0
OBS-002,1985-08-23,1985,Summer,57,0
OBS-002,1985-08-23,1985,Summer,58,0
OBS-002,1985-08-23,1985,Summer,59,0
OBS-002,1985-08-23,1985,Summer,60,0
OBS-002,1985-08-23,1985,Summer,61,0
OBS-002,1985-08-23,1985,Summer,62,0
OBS-002,1985-08-23,1985,Summer,63,0
OBS-002,1985-08-23,1985,Summer,64,0
OBS-002,1985-08-23,1985,Summer,65,0
OBS-002,1985-08-23,1985,Summer,66,0
OBS-002,1985-08-23,1985,Summer,67,0
OBS-002,1985-08-23,1985,Summer,68,0
OBS-002,1985-08-23,1985,Summer,69,0
OBS-002,1985-08-23,1985,Summer,70,0
OBS-002,1985-08-23,1985,Summer,71,0
OBS-002,1985-08-23,1985,Summer,72,0
OBS-002,1985-08-23,1985,Summer,73,0
OBS-002,1985-08-23,1985,Summer,74,0
OBS-002,1985-08-23,1985,Summer,75,0
OBS-002,1985-08-23,1985,Summer,76,0
OBS-002,1985-08-23,1985,Summer,77,0
OBS-002,1985-08-23,1985,Summer,78,0
OBS-002,1985-08-23,1985,Summer,79,0
OBS-002,1985-08-23,1985,Summer,80,0
OBS-002,1985-08-23,1985,Summer,81,0
OBS-002,1985-08-23,1985,Summer,82,0
OBS-002,1985-08-23,1985,Summer,83,0
OBS-002,1985-08-23,1985,Summer,84,0
OBS-002,1985-08-23,1985,Summer,85,0
OBS-002,1985-08-23,1985,Summer,86,0
OBS-002,1985-08-23,1985,Summer,87,0
OBS-002,1985-08-23,1985,Summer,88,0
OBS-002,1985-08-23,1985,Summer,89,0
OBS-002,1985-08-23,1985,Summer,90,0
OBS-003,1987-07-10,1987,Summer,1,0
OBS-003,1987-07-10,1987,Summer,2,0
OBS-003,1987-07-10,1987,Summer,3,0
OBS-003,1987-07-10,1987,Summer,4,0
OBS-003,1987-07-10,1987,Summer,5,0
OBS-003,1987-07-10,1987,Summer,6,0
OBS-003,1987-07-10,1987,Summer,7,0
OBS-003,1987-07-10,1987,Summer,8,0
OBS-003,1987-07-10,1987,Summer,9,0
OBS-003,1987-07-10,1987,Summer,10,0
OBS-003,1987-07-10,1987,Summer,11,0
OBS-003,1987-07-10,1987,Summer,12,0
OBS-003,1987-07-10,1987,Summer,13,0
OBS-003,1987-07-10,1987,Summer,14,0
OBS-003,1987-07-10,1987,Summer,15,0
OBS-003,1987-07-10,1987,Summer,16,0
OBS-003,1987-07-10,1987,Summer,17,0
OBS-003,1987-07-10,1987,Summer,18,0
OBS-003,1987-07-10,1987,Summer,19,0
OBS-003,1987-07-10,1987,Summer,20,0
OBS-003,1987-07-10,1987,Summer,21,0
OBS-003,1987-07-10,1987,Summer,22,0
OBS-003,1987-07-10,1987,Summer,23,0
OBS-003,1987-07-10,1987,Summer,24,0
OBS-003,1987-07-10,1987,Summer,25,0
OBS-003,1987-07-10,1987,Summer,26,0
OBS-003,1987-07-10,1987,Summer,27,0
OBS-003,1987-07-10,1987,Summer,28,0
OBS-003,1987-07-10,1987,Summer,29,0
OBS-003,1987-07-10,1987,Summer,30,0
OBS-003,1987-07-10,1987,Summer,31,0
OBS-003,1987-07-10,1987,Summer,32,0
OBS-003,1987-07-10,1987,Summer,33,0
OBS-003,1987-07-10,1987,Summer,34,0
OBS-003,1987-07-10,1987,Summer,35,0
OBS-003,1987-07-10,1987,Summer,36,0
OBS-003,1987-07-10,1987,Summer,37,0
OBS-003,1987-07-10,1987,Summer,38,0
OBS-003,1987-07-10,1987,Summer,39,0
OBS-003,1987-07-10,1987,Summer,40,0
OBS-003,1987-07-10,1987,Summer,41,0
OBS-003,1987-07-10,1987,Summer,42,0
OBS-003,1987-07-10,1987,Summer,43,0
OBS-003,1987-07-10,1987,Summer,44,0
OBS-003,1987-07-10,1987,Summer,45,0
OBS-003,1987-07-10,1987,Summer,46,0
OBS-003,1987-07-10,1987,Summer,47,0
OBS-003,1987-07-10,1987,Summer,48,0
OBS-003,1987-07-10,1987,Summer,49,0
OBS-003,1987-07-10,1987,Summer,50,0
OBS-003,1987-07-10,1987,Summer,51,0
OBS-003,1987-07-10,1987,Summer,52,0
OBS-003,1987-07-10,1987,Summer,53,0
OBS-003,1987-07-10,1987,Summer,54,0
OBS-003,1987-07-10,1987,Summer,55,0
OBS-003,1987-07-10,1987,Summer,56,0
OBS-003,1987-07-10,1987,Summer,57,0
OBS-003,1987-07-10,1987,Summer,58,0
OBS-003,1987-07-10,1987,Summer,59,0
OBS-003,1987-07-10,1987,Summer,60,0
OBS-003,1987-07-10,1987,Summer,61,0
OBS-003,1987-07-10,1987,Summer,62,0
OBS-003,1987-07-10,1987,Summer,63,0
OBS-003,1987-07-10,1987,Summer,64,0
OBS-003,1987-07-10,1987,Summer,65,0
OBS-003,1987-07-10,1987,Summer,66,0
OBS-003,1987-07-10,1987,Summer,67,0
OBS-003,1987-07-10,1987,Summer,68,0
OBS-003,1987-07-10,1987,Summer,69,0
OBS-003,1987-07-10,1987,Summer,70,0
OBS-003,1987-07-10,1987,Summer,71,0
OBS-003,1987-07-10,1987,Summer,72,0
OBS-003,1987-07-10,1987,Summer,73,0
OBS-003,1987-07-10,1987,Summer,74,0
OBS-003,1987-07-10,1987,Summer,75,0
OBS-003,1987-07-10,1987,Summer,76,0
OBS-003,1987-07-10,1987,Summer,77,0
OBS-003,1987-07-10,1987,Summer,78,0
OBS-003,1987-07-10,1987,Summer,79,0
OBS-003,1987-07-10,1987,Summer,80,0
OBS-003,1987-07-10,1987,Summer,81,0
OBS-003,1987-07-10,1987,Summer,82,0
OBS-003,1987-07-10,1987,Summer,83,0
OBS-003,1987-07-10,1987,Summer,84,0
OBS-003,1987-07-10,1987,Summer,85,0
OBS-003,1987-07-10,1987,Summer,86,0
OBS-003,1987-07-10,1987,Summer,87,0
OBS-003,1987-07-10,1987,Summer,88,0
OBS-003,1987-07-10,1987,Summer,89,0
OBS-003,1987-07-10,1987,Summer,90,0
OBS-004,1989-07-30,1989,Summer,1,0
OBS-004,1989-07-30,1989,Summer,2,0
OBS-004,1989-07-30,1989,Summer,3,0
OBS-004,1989-07-30,1989,Summer,4,0
OBS-004,1989-07-30,1989,Summer,5,0
OBS-004,1989-07-30,1989,Summer,6,0
OBS-004,1989-07-30,1989,Summer,7,0
OBS-004,1989-07-30,1989,Summer,8,0
OBS-004,1989-07-30,1989,Summer,9,0
OBS-004,1989-07-30,1989,Summer,10,0
OBS-004,1989-07-30,1989,Summer,11,0
OBS-004,1989-07-30,1989,Summer,12,0
OBS-004,1989-07-30,1989,Summer,13,0
OBS-004,1989-07-30,1989,Summer,14,0
OBS-004,1989-07-30,1989,Summer,15,0
OBS-004,1989-07-30,1989,Summer,16,0
OBS-004,1989-07-30,1989,Summer,17,0
OBS-004,1989-07-30,1989,Summer,18,0
OBS-004,1989-07-30,1989,Summer,19,0
OBS-004,1989-07-30,1989,Summer,20,0
OBS-004,1989-07-30,1989,Summer,21,0
OBS-004,1989-07-30,1989,Summer,22,0
OBS-004,1989-07-30,1989,Summer,23,0
OBS-004,1989-07-30,1989,Summer,24,0
OBS-004,1989-07-30,1989,Summer,25,0
OBS-004,1989-07-30,1989,Summer,26,0
OBS-004,1989-07-30,1989,Summer,27,0
OBS-004,1989-07-30,1989,Summer,28,0
OBS-004,1989-07-30,1989,Summer,29,0
OBS-004,1989-07-30,1989,Summer,30,0
OBS-004,1989-07-30,1989,Summer,31,0
OBS-004,1989-07-30,1989,Summer,32,0
OBS-004,1989-07-30,1989,Summer,33,0
OBS-004,1989-07-30,1989,Summer,34,0
OBS-004,1989-07-30,1989,Summer,35,0
OBS-004,1989-07-30,1989,Summer,36,0
OBS-004,1989-07-30,1989,Summer,37,0
OBS-004,1989-07-30,1989,Summer,38,0
OBS-004,1989-07-30,1989,Summer,39,0
OBS-004,1989-07-30,1989,Summer,40,0
OBS-004,1989-07-30,1989,Summer,41,0
OBS-004,1989-07-30,1989,Summer,42,0
OBS-004,1989-07-30,1989,Summer,43,0
OBS-004,1989-07-30,1989,Summer,44,0
OBS-004,1989-07-30,1989,Summer,45,0
OBS-004,1989-07-30,1989,Summer,46,0
OBS-004,1989-07-30,1989,Summer,47,0
OBS-004,1989-07-30,1989,Summer,48,0
OBS-004,1989-07-30,1989,Summer,49,0
OBS-004,1989-07-30,1989,Summer,50,0
OBS-004,1989-07-30,1989,Summer,51,1
OBS-004,1989-07-30,1989,Summer,52,0
OBS-004,1989-07-30,1989,Summer,53,0
OBS-004,1989-07-30,1989,Summer,54,0
OBS-004,1989-07-30,1989,Summer,55,0
OBS-004,1989-07-30,1989,Summer,56,0
OBS-004,1989-07-30,1989,Summer,57,0
OBS-004,1989-07-30,1989,Summer,58,0
OBS-004,1989-07-30,1989,Summer,59,0
OBS-004,1989-07-30,1989,Summer,60,0
OBS-004,1989-07-30,1989,Summer,61,0
OBS-004,1989-07-30,1989,Summer,62,0
OBS-004,1989-07-30,1989,Summer,63,0
OBS-004,1989-07-30,1989,Summer,64,0
OBS-004,1989-07-30,1989,Summer,65,0
OBS-004,1989-07-30,1989,Summer,66,0
OBS-004,1989-07-30,1989,Summer,67,0
OBS-004,1989-07-30,1989,Summer,68,0
OBS-004,1989-07-30,1989,Summer,69,0
OBS-004,1989-07-30,1989,Summer,70,0
OBS-004,1989-07-30,1989,Summer,71,0
OBS-004,1989-07-30,1989,Summer,72,0
OBS-004,1989-07-30,1989,Summer,73,0
OBS-004,1989-07-30,1989,Summer,74,0
OBS-004,1989-07-30,1989,Summer,75,0
OBS-004,1989-07-30,1989,Summer,76,0
OBS-004,1989-07-30,1989,Summer,77,0
OBS-004,1989-07-30,1989,Summer,78,0
OBS-004,1989-07-30,1989,Summer,79,0
OBS-004,1989-07-30,1989,Summer,80,0
OBS-004,1989-07-30,1989,Summer,81,0
OBS-004,1989-07-30,1989,Summer,82,0
OBS-004,1989-07-30,1989,Summer,83,0
OBS-004,1989-07-30,1989,Summer,84,0
OBS-004,1989-07-30,1989,Summer,85,0
OBS-004,1989-07-30,1989,Summer,86,0
OBS-004,1989-07-30,1989,Summer,87,0
OBS-004,1989-07-30,1989,Summer,88,0
OBS-004,1989-07-30,1989,Summer,89,0
OBS-004,1989-07-30,1989,Summer,90,0
OBS-005,1991-10-19,1991,Fall,1,0
OBS-005,1991-10-19,1991,Fall,2,0
OBS-005,1991-10-19,1991,Fall,3,0
OBS-005,1991-10-19,1991,Fall,4,0
OBS-005,1991-10-19,1991,Fall,5,0
OBS-005,1991-10-19,1991,Fall,6,0
OBS-005,1991-10-19,1991,Fall,7,0
OBS-005,1991-10-19,1991,Fall,8,0
OBS-005,1991-10-19,1991,Fall,9,0
OBS-005,1991-10-19,1991,Fall,10,0
OBS-005,1991-10-19,1991,Fall,11,0
OBS-005,1991-10-19,1991,Fall,12,0
OBS-005,1991-10-19,1991,Fall,13,0
OBS-005,1991-10-19,1991,Fall,14,0
OBS-005,1991-10-19,1991,Fall,15,0
OBS-005,1991-10-19,1991,Fall,16,0
OBS-005,1991-10-19,1991,Fall,17,0
OBS-005,1991-10-19,1991,Fall,18,0
OBS-005,1991-10-19,1991,Fall,19,0
OBS-005,1991-10-19,1991,Fall,20,0
OBS-005,1991-10-19,1991,Fall,21,0
OBS-005,1991-10-19,1991,Fall,22,0
OBS-005,1991-10-19,1991,Fall,23,0
OBS-005,1991-10-19,1991,Fall,24,0
OBS-005,1991-10-19,1991,Fall,25,0
OBS-005,1991-10-19,1991,Fall,26,0
OBS-005,1991-10-19,1991,Fall,27,0
OBS-005,1991-10-19,1991,Fall,28,0
OBS-005,1991-10-19,1991,Fall,29,0
OBS-005,1991-10-19,1991,Fall,30,0
OBS-005,1991-10-19,1991,Fall,31,0
OBS-005,1991-10-19,1991,Fall,32,0
OBS-005,1991-10-19,1991,Fall,33,0
OBS-005,1991-10-19,1991,Fall,34,0
OBS-005,1991-10-19,1991,Fall,35,0
OBS-005,1991-10-19,1991,Fall,36,0
OBS-005,1991-10-19,1991,Fall,37,0
OBS-005,1991-10-19,1991,Fall,38,0
OBS-005,1991-10-19,1991,Fall,39,0
OBS-005,1991-10-19,1991,Fall,40,0
OBS-005,1991-10-19,1991,Fall,41,0
OBS-005,1991-10-19,1991,Fall,42,0
OBS-005,1991-10-19,1991,Fall,43,0
OBS-005,1991-10-19,1991,Fall,44,0
OBS-005,1991-10-19,1991,Fall,45,0
OBS-005,1991-10-19,1991,Fall,46,1
OBS-005,1991-10-19,1991,Fall,47,1
OBS-005,1991-10-19,1991,Fall,48,0
OBS-005,1991-10-19,1991,Fall,49,0
OBS-005,1991-10-19,1991,Fall,50,0
OBS-005,1991-10-19,1991,Fall,51,0
OBS-005,1991-10-19,1991,Fall,52,0
OBS-005,1991-10-19,1991,Fall,53,0
OBS-005,1991-10-19,1991,Fall,54,0
OBS-005,1991-10-19,1991,Fall,55,0
OBS-005,1991-10-19,1991,Fall,56,0
OBS-005,1991-10-19,1991,Fall,57,0
OBS-005,1991-10-19,1991,Fall,58,0
OBS-005,1991-10-19,1991,Fall,59,0
OBS-005,1991-10-19,1991,Fall,60,0
OBS-005,1991-10-19,1991,Fall,61,0
OBS-005,1991-10-19,1991,Fall,62,0
OBS-005,1991-10-19,1991,Fall,63,0
OBS-005,1991-10-19,1991,Fall,64,0
OBS-005,1991-10-19,1991,Fall,65,0
OBS-005,1991-10-19,1991,Fall,66,0
OBS-005,1991-10-19,1991,Fall,67,0
OBS-005,1991-10-19,1991,Fall,68,0
OBS-005,1991-10-19,1991,Fall,69,0
OBS-005,1991-10-19,1991,Fall,70,0
OBS-005,1991-10-19,1991,Fall,71,0
OBS-005,1991-10-19,1991,Fall,72,0
OBS-005,1991-10-19,1991,Fall,73,0
OBS-005,1991-10-19,1991,Fall,74,0
OBS-005,1991-10-19,1991,Fall,75,0
OBS-005,1991-10-19,1991,Fall,76,0
OBS-005,1991-10-19,1991,Fall,77,0
OBS-005,1991-10-19,1991,Fall,78,0
OBS-005,1991-10-19,1991,Fall,79,0
OBS-005,1991-10-19,1991,Fall,80,0
OBS-005,1991-10-19,1991,Fall,81,0
OBS-005,1991-10-19,1991,Fall,82,0
OBS-005,1991-10-19,1991,Fall,83,0
OBS-005,1991-10-19,1991,Fall,84,0
OBS-005,1991-10-19,1991,Fall,85,0
OBS-005,1991-10-19,1991,Fall,86,0
OBS-005,1991-10-19,1991,Fall,87,0
OBS-005,1991-10-19,1991,Fall,88,0
OBS-005,1991-10-19,1991,Fall,89,0
OBS-005,1991-10-19,1991,Fall,90,0
OBS-006,1992-10-02,1992,Fall,1,0
OBS-006,1992-10-02,1992,Fall,2,0
OBS-006,1992-10-02,1992,Fall,3,0
OBS-006,1992-10-02,1992,Fall,4,0
OBS-006,1992-10-02,1992,Fall,5,0
OBS-006,1992-10-02,1992,Fall,6,0
OBS-006,1992-10-02,1992,Fall,7,0
OBS-006,1992-10-02,1992,Fall,8,0
OBS-006,1992-10-02,1992,Fall,9,1
OBS-006,1992-10-02,1992,Fall,10,1
OBS-006,1992-10-02,1992,Fall,11,0
OBS-006,1992-10-02,1992,Fall,12,0
OBS-006,1992-10-02,1992,Fall,13,0
OBS-006,1992-10-02,1992,Fall,14,0
OBS-006,1992-10-02,1992,Fall,15,0
OBS-006,1992-10-02,1992,Fall,16,0
OBS-006,1992-10-02,1992,Fall,17,0
OBS-006,1992-10-02,1992,Fall,18,0
OBS-006,1992-10-02,1992,Fall,19,0
OBS-006,1992-10-02,1992,Fall,20,0
OBS-006,1992-10-02,1992,Fall,21,0
OBS-006,1992-10-02,1992,Fall,22,0
OBS-006,1992-10-02,1992,Fall,23,0
OBS-006,1992-10-02,1992,Fall,24,0
OBS-006,1992-10-02,1992,Fall,25,0
OBS-006,1992-10-02,1992,Fall,26,0
OBS-006,1992-10-02,1992,Fall,27,0
OBS-006,1992-10-02,1992,Fall,28,0
OBS-006,1992-10-02,1992,Fall,29,0
OBS-006,1992-10-02,1992,Fall,30,0
OBS-006,1992-10-02,1992,Fall,31,0
OBS-006,1992-10-02,1992,Fall,32,0
OBS-006,1992-10-02,1992,Fall,33,0
OBS-006,1992-10-02,1992,Fall,34,0
OBS-006,1992-10-02,1992,Fall,35,0
OBS-006,1992-10-02,1992,Fall,36,0
OBS-006,1992-10-02,1992,Fall,37,0
OBS-006,1992-10-02,1992,Fall,38,0
OBS-006,1992-10-02,1992,Fall,39,0
OBS-006,1992-10-02,1992,Fall,40,0
OBS-006,1992-10-02,1992,Fall,41,0
OBS-006,1992-10-02,1992,Fall,42,0
OBS-006,1992-10-02,1992,Fall,43,0
OBS-006,1992-10-02,1992,Fall,44,0
OBS-006,1992-10-02,1992,Fall,45,0
OBS-006,1992-10-02,1992,Fall,46,0
OBS-006,1992-10-02,1992,Fall,47,0
OBS-006,1992-10-02,1992,Fall,48,0
OBS-006,1992-10-02,1992,Fall,49,0
OBS-006,1992-10-02,1992,Fall,50,0
OBS-006,1992-10-02,1992,Fall,51,0
OBS-006,1992-10-02,1992,Fall,52,0
OBS-006,1992-10-02,1992,Fall,53,0
OBS-006,1992-10-02,1992,Fall,54,0
OBS-006,1992-10-02,1992,Fall,55,0
OBS-006,1992-10-02,1992,Fall,56,0
OBS-006,1992-10-02,1992,Fall,57,0
OBS-006,1992-10-02,1992,Fall,58,0
OBS-006,1992-10-02,1992,Fall,59,0
OBS-006,1992-10-02,1992,Fall,60,0
OBS-006,1992-10-02,1992,Fall,61,0
OBS-006,1992-10-02,1992,Fall,62,0
OBS-006,1992-10-02,1992,Fall,63,0
OBS-006,1992-10-02,1992,Fall,64,0
OBS-006,1992-10-02,1992,Fall,65,0
OBS-006,1992-10-02,1992,Fall,66,0
OBS-006,1992-10-02,1992,Fall,67,0
OBS-006,1992-10-02,1992,Fall,68,0
OBS-006,1992-10-02,1992,Fall,69,0
OBS-006,1992-10-02,1992,Fall,70,0
OBS-006,1992-10-02,1992,Fall,71,0
OBS-006,1992-10-02,1992,Fall,72,0
OBS-006,1992-10-02,1992,Fall,73,0
OBS-006,1992-10-02,1992,Fall,74,0
OBS-006,1992-10-02,1992,Fall,75,0
OBS-006,1992-10-02,1992,Fall,76,0
OBS-006,1992-10-02,1992,Fall,77,0
OBS-006,1992-10-02,1992,Fall,78,0
OBS-006,1992-10-02,1992,Fall,79,1
OBS-006,1992-10-02,1992,Fall,80,1
OBS-006,1992-10-02,1992,Fall,81,1
OBS-006,1992-10-02,1992,Fall,82,0
OBS-006,1992-10-02,1992,Fall,83,0
OBS-006,1992-10-02,1992,Fall,84,1
OBS-006,1992-10-02,1992,Fall,85,1
OBS-006,1992-10-02,1992,Fall,86,1
OBS-006,1992-10-02,1992,Fall,87,0
OBS-006,1992-10-02,1992,Fall,88,0
OBS-006,1992-10-02,1992,Fall,89,0
OBS-006,1992-10-02,1992,Fall,90,0
OBS-007,1993-09-02,1993,Fall,1,0
OBS-007,1993-09-02,1993,Fall,2,0
OBS-007,1993-09-02,1993,Fall,3,0
OBS-007,1993-09-02,1993,Fall,4,1
OBS-007,1993-09-02,1993,Fall,5,1
OBS-007,1993-09-02,1993,Fall,6,0
OBS-007,1993-09-02,1993,Fall,7,0
OBS-007,1993-09-02,1993,Fall,8,0
OBS-007,1993-09-02,1993,Fall,9,0
OBS-007,1993-09-02,1993,Fall,10,0
OBS-007,1993-09-02,1993,Fall,11,0
OBS-007,1993-09-02,1993,Fall,12,0
OBS-007,1993-09-02,1993,Fall,13,0
OBS-007,1993-09-02,1993,Fall,14,0
OBS-007,1993-09-02,1993,Fall,15,0
OBS-007,1993-09-02,1993,Fall,16,0
OBS-007,1993-09-02,1993,Fall,17,0
OBS-007,1993-09-02,1993,Fall,18,0
OBS-007,1993-09-02,1993,Fall,19,0
OBS-007,1993-09-02,1993,Fall,20,0
OBS-007,1993-09-02,1993,Fall,21,0
OBS-007,1993-09-02,1993,Fall,22,0
OBS-007,1993-09-02,1993,Fall,23,0
OBS-007,1993-09-02,1993,Fall,24,0
OBS-007,1993-09-02,1993,Fall,25,0
OBS-007,1993-09-02,1993,Fall,26,0
OBS-007,1993-09-02,1993,Fall,27,0
OBS-007,1993-09-02,1993,Fall,28,0
OBS-007,1993-09-02,1993,Fall,29,0
OBS-007,1993-09-02,1993,Fall,30,0
OBS-007,1993-09-02,1993,Fall,31,0
OBS-007,1993-09-02,1993,Fall,32,0
OBS-007,1993-09-02,1993,Fall,33,0
OBS-007,1993-09-02,1993,Fall,34,0
OBS-007,1993-09-02,1993,Fall,35,0
OBS-007,1993-09-02,1993,Fall,36,0
OBS-007,1993-09-02,1993,Fall,37,0
OBS-007,1993-09-02,1993,Fall,38,0
OBS-007,1993-09-02,1993,Fall,39,0
OBS-007,1993-09-02,1993,Fall,40,0
OBS-007,1993-09-02,1993,Fall,41,0
