Coords,domain_id,reach,z_mean,z_max,z_min,relief_m,slope_avg,road_z,shch_myr,eros_hot,bnour,bnour_yr,bnour_src,armor,editor,edit_date,notes,hotspot,Shape_Length,Shape_Area,MEAN_LRR,STD_LRR,N_TRANSECTS,MIN_LRR,MAX_LRR
3904070,11, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,5 - Buxton, ,0, , , ,, ,1,5000.000000000000000,1000000.000000000000000,-0.966000000000000,0.213025820031282,5,-1.320000000000000,-0.750000000000000
3904574,12, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,5 - Buxton, ,0, , , ,, ,1,5000.000000000000000,1000000.000000000000000,-0.802000000000000,0.346655448536439,5,-1.270000000000000,-0.410000000000000
3905075,13, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,5 - Buxton, ,0, , , ,, ,1,5000.000000000000000,1000000.000000000000000,-0.526000000000000,0.241516045015647,5,-0.730000000000000,-0.170000000000000
3905578,14, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,5 - Buxton, ,0, , , ,, ,1,5000.000000000000000,1000000.000000000000000,0.150000000000000,0.275317997958724,4,-0.140000000000000,0.490000000000000
3906084,15, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,5 - Buxton, ,0, , , ,, ,1,5000.000000000000000,1000000.000000000000000,-0.092000000000000,0.142372750201715,5,-0.300000000000000,0.100000000000000
3906587,16, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,5 - Buxton, ,0, , , ,, ,1,5000.000000000000000,1000000.000000000000000,-0.240000000000000,0.168077363139716,5,-0.460000000000000,-0.090000000000000
3907090,17,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,0.142000000000000,0.170352575560219,5,0.020000000000000,0.440000000000000
3907595,18,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,0.778000000000000,0.287088836425243,5,0.330000000000000,1.060000000000000
3908099,19,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,1.212000000000000,0.368062494693496,5,0.860000000000000,1.780000000000000
3908600,20,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,2.518000000000000,0.256261585103972,5,2.130000000000000,2.770000000000000
3909103,21,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,2.522000000000000,0.277073997336452,5,2.250000000000000,2.870000000000000
3909605,22,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,2.396000000000000,0.220295256417382,5,2.130000000000000,2.620000000000000
3910110,23,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,2.604000000000000,0.110136279218067,5,2.440000000000000,2.720000000000000
3910613,24,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,1.630000000000000,0.207243817760627,5,1.330000000000000,1.850000000000000
3911117,25,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,1.590000000000000,0.218288799529431,5,1.250000000000000,1.810000000000000
3911618,26,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.276000000000000,0.307131893492031,5,-0.550000000000000,0.220000000000000
3912125,27,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.378000000000000,0.136821051011897,5,-0.610000000000000,-0.270000000000000
3912627,28,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,0.332000000000000,0.191494125236259,5,0.120000000000000,0.640000000000000
3913130,29,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,1.128000000000000,0.689180672973350,5,0.360000000000000,1.880000000000000
3913631,30,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,2.322000000000000,0.348668897379735,5,1.780000000000000,2.630000000000000
3914133,31,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,3.452000000000000,0.292181450472134,5,3.200000000000000,3.920000000000000
3914635,32, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4 - Avon, ,0, , , ,, ,1,5000.000000000000000,1000000.000000000000000,4.394000000000000,0.291941775016869,5,4.030000000000000,4.750000000000000
3915137,33, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4 - Avon, ,0, , , ,, ,1,5000.000000000000000,1000000.000000000000000,3.516000000000000,0.536591091987185,5,2.970000000000000,4.080000000000000
3915639,34, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4 - Avon, ,0, , , ,, ,1,5000.000000000000000,1000000.000000000000000,1.822000000000000,0.490683197185312,5,1.290000000000000,2.360000000000000
3916141,35, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4 - Avon, ,0, , , ,, ,1,5000.000000000000000,1000000.000000000000000,1.368000000000000,0.402206414667892,5,0.790000000000000,1.860000000000000
3916644,36, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4 - Avon, ,0, , , ,, ,1,5000.000000000000000,1000000.000000000000000,1.080000000000000,0.288183969019791,5,0.740000000000000,1.540000000000000
3917147,37,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,0.602500000000000,0.506120868304532,4,0.180000000000000,1.260000000000000
3917648,38,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,1.098000000000000,0.551606743976177,5,0.310000000000000,1.620000000000000
3918149,39,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.132000000000000,0.227749862788104,5,-0.500000000000000,0.070000000000000
3918656,40,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,0.912000000000000,0.599266217969944,5,0.170000000000000,1.650000000000000
3919156,41,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,1.982000000000000,0.405672281527836,5,1.420000000000000,2.480000000000000
3919658,42,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,1.400000000000000,0.116619037896906,5,1.230000000000000,1.540000000000000
3920164,43,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,0.754000000000000,0.438953300477397,5,0.280000000000000,1.340000000000000
3920667,44,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.288000000000000,0.042071367935925,5,-0.330000000000000,-0.220000000000000
3921168,45,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.040000000000000,0.239687296284138,5,-0.280000000000000,0.350000000000000
3921670,46,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,0.780000000000000,0.120208152801713,5,0.670000000000000,0.920000000000000
3922170,47,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,0.836000000000000,0.149264865256362,5,0.680000000000000,1.010000000000000
3922671,48,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,0.292000000000000,0.236791047128053,5,0.060000000000000,0.660000000000000
3923174,49,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.172000000000000,0.250838593521810,5,-0.550000000000000,0.070000000000000
3923679,50,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.930000000000000,0.242074368738204,5,-1.250000000000000,-0.690000000000000
3924184,51,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.266000000000000,0.462633764440081,5,-0.820000000000000,0.370000000000000
3924686,52,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,0.912000000000000,0.257914714586043,5,0.600000000000000,1.220000000000000
3925189,53,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,0.040000000000000,0.761675784044629,5,-0.820000000000000,0.840000000000000
3925690,54,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.686000000000000,0.193339080374352,5,-0.940000000000000,-0.400000000000000
3926193,55,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.784000000000000,0.261400076511083,5,-1.160000000000000,-0.500000000000000
3926697,56,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.704000000000000,0.376470450367622,5,-1.120000000000000,-0.110000000000000
3927200,57,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,0.618000000000000,0.826450240486383,5,-0.200000000000000,1.740000000000000
3927705,58,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,2.242000000000000,0.164225454787009,5,2.010000000000000,2.400000000000000
3928208,59,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,1.558000000000000,0.308820336117944,5,1.290000000000000,2.050000000000000
3928710,60,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,2.492000000000000,0.389255700022492,5,1.880000000000000,2.880000000000000
3929212,61,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,2.906000000000000,0.435924305355872,5,2.560000000000000,3.630000000000000
3929713,62,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,4.120000000000000,0.297657521322744,5,3.830000000000000,4.550000000000000
3930214,63,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,4.852000000000000,0.224098192763797,5,4.510000000000000,5.130000000000000
3930717,64,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,5.034000000000001,0.104067285925982,5,4.890000000000000,5.130000000000000
3931218,65,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,5.017999999999999,0.425816862042827,5,4.430000000000000,5.490000000000000
3931721,66,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,3.524000000000000,0.761597006296637,5,2.400000000000000,4.300000000000000
3932222,67,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,1.034000000000000,0.613538914821220,5,0.470000000000000,1.910000000000000
3932724,68,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,1.522000000000000,0.576732173543318,5,0.840000000000000,2.120000000000000
3933227,69,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,2.486000000000000,0.574743421014978,5,2.000000000000000,3.410000000000000
3933731,70,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,2.482000000000000,0.359541374531500,5,2.130000000000000,2.980000000000000
3934233,71,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,0.810000000000000,0.725672102261069,5,0.020000000000000,1.820000000000000
3934734,72,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-1.872000000000000,0.997256235879225,5,-2.780000000000000,-0.360000000000000
3935235,73,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-1.326000000000000,0.636930137456221,5,-2.240000000000000,-0.640000000000000
3935737,74,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.362500000000000,0.148632656797444,4,-0.470000000000000,-0.150000000000000
3936238,75,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.722000000000000,0.261476576388785,5,-1.040000000000000,-0.370000000000000
3936739,76,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,0.742000000000000,0.690992040475142,5,-0.430000000000000,1.190000000000000
3937239,77,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.078000000000000,0.787794389418965,5,-0.820000000000000,0.940000000000000
3937740,78,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-1.192000000000000,0.437629980691451,5,-1.690000000000000,-0.620000000000000
3938241,79,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-2.424000000000000,0.737177047933534,5,-3.390000000000000,-1.400000000000000
3938742,80,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-1.106000000000000,0.868780754851303,5,-2.280000000000000,-0.140000000000000
3939243,81,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.658000000000000,0.197914122790669,5,-0.920000000000000,-0.420000000000000
3939743,82,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-1.874000000000000,0.677148432767883,5,-2.690000000000000,-1.090000000000000
3940244,83,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-2.106000000000000,0.841445185380486,5,-2.870000000000000,-0.830000000000000
3940745,84, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3 - Rodanthe 'S' Curves, ,0, , , ,, ,1,5000.000000000000000,1000000.000000000000000,-0.936000000000000,0.212673458616725,5,-1.240000000000000,-0.720000000000000
3941246,85, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3 - Rodanthe 'S' Curves, ,0, , , ,, ,1,5000.000000000000000,1000000.000000000000000,-1.624000000000000,0.355429317867843,5,-2.020000000000000,-1.050000000000000
3941748,86, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3 - Rodanthe 'S' Curves, ,0, , , ,, ,1,5000.000000000000000,1000000.000000000000000,-0.486000000000000,0.538961965262856,5,-1.250000000000000,0.010000000000000
3942250,87, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3 - Rodanthe 'S' Curves, ,0, , , ,, ,1,5000.000000000000000,1000000.000000000000000,-0.284000000000000,0.240062491864098,5,-0.580000000000000,0.050000000000000
3942752,88, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3 - Rodanthe 'S' Curves, ,0, , , ,, ,1,5000.000000000000000,1000000.000000000000000,0.630000000000000,0.394144643500327,5,0.170000000000000,1.200000000000000
3943255,89,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.260000000000000,0.206760731281353,5,-0.410000000000000,0.100000000000000
3943757,90, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, , , ,,Hannah last domain,0,5000.000000000000000,1000000.000000000000000,-0.264000000000000,0.130307329034095,5,-0.470000000000000,-0.110000000000000
3944260,91,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,0.276000000000000,0.361566038228150,5,-0.170000000000000,0.840000000000000
3944762,92,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,0.964000000000000,0.099649385346825,5,0.800000000000000,1.040000000000000
3945266,93,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,1.224000000000000,0.537522092569226,5,0.590000000000000,2.010000000000000
3945767,94,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,3.248000000000000,0.711737311091670,5,2.450000000000000,4.070000000000000
3946269,95,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,3.440000000000000,0.663475696615935,4,2.550000000000000,3.990000000000000
3946774,96,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,1.810000000000000,0.964961139113902,5,0.580000000000000,2.780000000000000
3947279,97,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,0.638000000000000,0.337446292022894,5,0.160000000000000,1.110000000000000
3947781,98,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.028000000000000,0.431300359378473,5,-0.620000000000000,0.510000000000000
3948283,99,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.142000000000000,0.422871138764518,5,-0.660000000000000,0.360000000000000
3948788,100,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.984000000000000,0.402156685882505,5,-1.420000000000000,-0.550000000000000
3949291,101,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-2.296000000000000,0.277452698671323,5,-2.570000000000000,-1.850000000000000
3949793,102,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-1.816000000000000,0.195140974682407,5,-1.980000000000000,-1.490000000000000
3950295,103,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.698000000000000,0.740891355058216,5,-1.470000000000000,0.270000000000000
3950796,104,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,0.366000000000000,0.192171798139061,5,0.150000000000000,0.610000000000000
3951298,105,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,0.150000000000000,0.505865594797669,5,-0.410000000000000,0.820000000000000
3951799,106,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,0.404000000000000,0.132778010227598,5,0.240000000000000,0.580000000000000
3952300,107,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.760000000000000,1.254930276947688,5,-2.080000000000000,0.990000000000000
3952802,108,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-2.550000000000000,0.428193881320133,5,-3.100000000000000,-2.090000000000000
3953302,109,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-2.446000000000000,0.366919609723983,5,-2.980000000000000,-1.990000000000000
3953803,110,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-3.176000000000000,0.117601020403736,5,-3.340000000000000,-3.070000000000000
3954303,111,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-2.848000000000000,0.194858923326595,5,-3.160000000000000,-2.680000000000000
3954804,112,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-2.950000000000000,0.324807635378234,5,-3.200000000000000,-2.380000000000000
3955306,113,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-2.362000000000000,0.434073726456693,5,-2.820000000000000,-1.900000000000000
3955808,114,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.936000000000000,0.644926352384518,5,-1.530000000000000,0.020000000000000
3956309,115,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,0.938000000000000,0.356468792462959,5,0.380000000000000,1.250000000000000
3956812,116,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,1.006000000000000,0.190078930973425,5,0.730000000000000,1.200000000000000
3957313,117,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-0.438000000000000,0.777605298335859,5,-1.570000000000000,0.300000000000000
