transect_id,alongshore_m,domain,origin_y,dist_from_groin_m,n_obs,slope_m_yr,intercept,r_squared,se_slope,nourishment_zone
usa_NC_0032_0038,4531.592216138512,2.0,3899678.4849249693,-2247.411620872761,3,-4.4864572250924395,8945.169096311554,0.9998716639764907,0.05082831237791059,True
usa_NC_0032_0039,4581.377538857976,2.0,3899728.214032531,-2197.6262981532973,3,-4.646277840609719,9271.71857020744,0.9997900865346139,0.06732415519947288,True
usa_NC_0032_0040,4629.222675798888,2.0,3899775.346526031,-2149.781161212385,3,-4.928616052855953,9833.983456959077,0.9998921943951237,0.05117632179104429,True
usa_NC_0032_0041,4678.3227454729395,3.0,3899823.9361253595,-2100.681091538334,3,-4.761003365658469,9511.273529084214,0.9997540396895044,0.07467658014329369,True
usa_NC_0032_0042,4728.231618266066,3.0,3899873.422698956,-2050.7722187452073,3,-4.589659890370274,9182.478062069866,0.9998850848965147,0.049203275515915454,True
usa_NC_0032_0043,4777.919392195557,3.0,3899922.5275575947,-2001.0844448157168,3,-4.492443914194614,8998.1625959689,0.9998155365782242,0.06102079388403122,True
usa_NC_0032_0044,4827.011302200909,3.0,3899969.964710359,-1951.9925348103643,3,-4.4894791567657055,8994.253090434106,0.9999571453751993,0.02939030642933171,True
usa_NC_0032_0045,4877.332508205313,3.0,3900020.0971175395,-1901.67132880596,3,-4.050110097006246,8140.90094214085,0.9995456398973662,0.08635064960527924,True
usa_NC_0032_0046,4926.770791544156,3.0,3900068.725820146,-1852.2330454671173,3,-3.8259227021213356,7706.568517208623,0.999941637928218,0.029229017356344176,True
usa_NC_0032_0047,4975.811739218835,3.0,3900116.006690543,-1803.1920977924383,3,-3.8938861650727166,7840.265100405421,0.999804147183643,0.0544992712050597,True
usa_NC_0032_0048,5025.018353387423,3.0,3900164.044130392,-1753.98548362385,3,-3.8297824161858856,7723.16634555983,0.9998423428470401,0.04809115173895996,True
usa_NC_0032_0049,5074.282904781675,3.0,3900212.2797975307,-1704.7209322295985,3,-3.0887447861538133,6275.353082304133,0.9999341725549625,0.025061082120373356,True
usa_NC_0032_0050,5123.537548305715,3.0,3900260.5083484435,-1655.4662887055583,3,-2.8268333220411104,5769.354907932403,0.9998703967834747,0.03218371968072079,True
usa_NC_0032_0051,5172.546052059889,4.0,3900307.758019947,-1606.4577849513844,3,-2.656546877320492,5439.612641266636,0.9999997548339938,0.0013153691842629593,True
usa_NC_0032_0052,5213.142138158305,4.0,3900346.9922603187,-1565.8616988529684,3,-2.5798945347441014,5292.7574650039305,0.9999088012064998,0.02463861568524469,True
usa_NC_0032_0053,5252.942630293851,4.0,3900386.302121486,-1526.0612067174225,3,-2.3809212905372568,4909.759853262765,0.9998738173102091,0.02674683083526645,True
usa_NC_0032_0054,5291.334977754644,4.0,3900421.7620628136,-1487.6688592566297,3,-1.8254068903053766,3818.2328587892325,0.9999999125110308,0.0005399286268060163,True
usa_NC_0032_0055,5327.832664864605,4.0,3900456.5808864757,-1451.1711721466681,3,-1.7857193245211151,3740.267197462476,0.9994709496460102,0.04108436844623917,True
usa_NC_0032_0056,5366.011435588074,4.0,3900494.7539505875,-1412.9924014231992,3,-1.4716703838206997,3136.9163360460298,0.9991302073882325,0.04342175399822725,True
usa_NC_0032_0057,5403.340600506777,4.0,3900528.440675312,-1375.6632365044961,3,-1.4912990017480325,3171.4592732337906,0.9992908804434332,0.039726334631669205,True
usa_NC_0032_0058,5440.37456026187,4.0,3900565.0359400804,-1338.6292767494033,3,-1.1502188080748714,2514.42864851131,0.9998736074774323,0.012932086568276996,True
usa_NC_0032_0059,5477.666558891132,4.0,3900602.1258881656,-1301.3372781201415,3,-0.8342657112352393,1902.3257009485185,0.9965757403682517,0.04890267115618792,True
usa_NC_0032_0060,5515.386221410978,4.0,3900639.571502922,-1263.6176156002957,3,-0.9665452484885216,2165.2507312511716,0.9995625364717784,0.020220324949772914,True
usa_NC_0032_0061,5558.656061503984,4.0,3900681.5135913366,-1220.347775507289,3,-0.8559709156279257,1947.6137865247833,0.9997239900215237,0.01422267686342284,True
usa_NC_0032_0062,5602.45560911167,4.0,3900722.3670943575,-1176.5482278996033,3,-1.0415817476648324,2306.1908361893475,0.9998120462699959,0.01428103398813195,True
usa_NC_0032_0063,5645.83721519441,4.0,3900764.533332016,-1133.166621816863,3,-1.3277754767372747,2862.4237375760854,0.9999353070373664,0.010679900625582828,True
usa_NC_0032_0064,5689.322446819411,5.0,3900807.548806861,-1089.6813901918622,3,-1.3225471619377391,2851.1361494244707,0.9997013788606934,0.022857898313492987,True
usa_NC_0032_0065,5733.24061128158,5.0,3900848.770609732,-1045.7632257296937,3,-1.5283559675090348,3248.242713511606,0.9997610931870667,0.0236260255094975,True
usa_NC_0032_0066,5775.78856213014,5.0,3900889.814943455,-1003.2152748811332,3,-1.9384317289002666,4052.1752459690174,0.9988475768521223,0.06584258699057383,True
usa_NC_0032_0067,5817.72688979661,5.0,3900929.2830189685,-961.2769472146638,3,-1.5443333214538515,3270.364831220033,0.9997999908286838,0.021842856527351007,True
usa_NC_0032_0068,5859.584187034751,5.0,3900968.995943172,-919.4196499765221,3,-1.5517356002167446,3285.389843770587,0.9974045189848281,0.07915730256987086,True
usa_NC_0032_0069,5901.333429846088,5.0,3901008.9779892247,-877.6704071651857,3,-1.0261147826072115,2258.6121833526627,0.9966549602138877,0.05944621006785571,True
usa_NC_0032_0070,5943.048574091711,5.0,3901049.099915715,-835.9552629195623,3,-0.5993540589463469,1424.680342788693,0.9887670508106164,0.063882713508444,True
usa_NC_0032_0071,5984.842173384077,5.0,3901089.1831743172,-794.1616636271965,3,-0.5056749746737561,1240.936746356103,0.9950141174263059,0.035795453010200276,True
usa_NC_0032_0072,6027.813004976782,5.0,3901128.407909929,-751.190832034491,3,-0.8415694685669052,1888.4628928030977,0.9998707639431221,0.00956775147159148,True
usa_NC_0032_0073,6070.688472871776,5.0,3901167.33600196,-708.3153641394974,3,-1.0640389484182744,2310.7418115192904,0.999703142221818,0.018335645892792372,True
usa_NC_0032_0074,6114.3877402437265,5.0,3901205.7771027368,-664.6160967675469,3,-0.9478590110050962,2069.325429383037,0.9999632243728075,0.0057481987128325755,True
usa_NC_0032_0075,6159.978665503119,5.0,3901243.8004729487,-619.025171508154,3,-0.7579165314822178,1683.648094763349,0.9848804725431536,0.0939071641129983,True
usa_NC_0032_0076,6205.670225027146,5.0,3901282.0841234243,-573.333611984127,3,-0.9172532032226574,1980.5356821099222,0.9959361324185964,0.058592667040250464,True
usa_NC_0032_0077,6250.57190265883,6.0,3901324.826948374,-528.431934352443,3,-0.6536000274860233,1464.811695537107,0.9986400100944706,0.02411989557684335,True
usa_NC_0032_0078,6355.444895294115,6.0,3901428.3459936837,-423.55894171715863,3,-0.432896418957493,1075.4331878906885,0.9992362884516518,0.011967806901751534,True
usa_NC_0032_0079,6491.076503676482,6.0,3901493.7880603787,-287.927333334791,3,-0.7457782883460415,1579.5225615257325,0.9998386213780843,0.009474750505675715,True
usa_NC_0032_0080,6599.953908695812,6.0,3901599.9806635357,-179.04992831546133,3,-1.3457747096794135,2745.5618996600842,0.9998004396040874,0.01901309767854728,True
usa_NC_0032_0081,6673.683190427498,6.0,3901672.5393352443,-105.32064658377567,3,-1.6894377505043985,3411.4194873449364,0.9999848720599356,0.006571059155087131,True
usa_NC_0032_0082,6779.003837011273,6.0,3901776.3658426837,0.0,3,-2.1106785570662696,4234.83247948184,0.9992660780079332,0.05720137606071426,True
usa_NC_0032_0083,6903.085160211382,7.0,3901899.9275425156,124.08132320010827,3,-2.4026157296683985,4816.617096530902,0.9999980178153983,0.003382647908371175,True
usa_NC_0032_0084,7028.46148095982,7.0,3902024.1755922264,249.45764394854632,3,-2.3629022134126263,4742.9389464606475,0.9999920444342376,0.006664736930531166,True
usa_NC_0032_0085,7143.247447992385,7.0,3902138.887701098,364.2436109811115,3,-2.4740017057269865,4981.756169215662,0.9995241703950667,0.05397952691717833,True
usa_NC_0032_0086,7229.821514793937,7.0,3902221.9089038074,450.81767778266385,3,-2.748241106294995,5505.463025185405,0.9997485276551002,0.04358675730796758,True
usa_NC_0032_0087,7311.302874481431,8.0,3902302.5775271147,532.2990374701576,3,-2.856355787680344,5718.55949307855,0.9999848051329427,0.011134329110049702,True
usa_NC_0032_0088,7382.3839560627075,8.0,3902372.667238985,603.3801190514341,3,-2.988718194867277,5977.420066242523,0.9999866657627245,0.01091369851496095,True
usa_NC_0032_0089,7444.9251582129755,8.0,3902434.165729562,665.9213212017021,3,-3.1462437755576187,6285.541483463742,0.9989715560390819,0.10094995372615366,True
usa_NC_0032_0090,7533.746431671597,8.0,3902520.5640972788,754.7425946603234,3,-3.2924449045451603,6565.097971207987,0.9994331632924915,0.07840984973191743,True
usa_NC_0032_0091,7604.6433375658535,8.0,3902572.2421820434,825.6395005545801,3,-3.306005995720593,6647.40259528385,0.9983422945298839,0.1347155060995973,True
usa_NC_0032_0092,7666.960057838236,8.0,3902621.616907115,887.9562208269626,3,-3.491418520996494,6982.782147046296,0.999493466974615,0.07859878172764363,True
usa_NC_0032_0093,7718.14733474251,8.0,3902672.739909212,939.1434977312365,3,-3.163473444659006,6352.684746703739,0.9999053805741477,0.030773358390974292,True
usa_NC_0032_0094,7780.396211410889,8.0,3902721.993996589,1001.3923743996156,3,-2.7402107013557893,5496.50667802396,0.9990801591641849,0.08314576506612592,True
usa_NC_0032_0095,7848.841547821422,8.0,3902775.004232085,1069.8377108101486,3,-2.7936224432534065,5654.287842000985,0.9993216680126109,0.0727840482703619,True
usa_NC_0032_0096,7917.160992125242,9.0,3902823.7075689584,1138.1571551139687,3,-2.8712110917630693,5767.0766307756985,0.9999148362763257,0.026497868345836086,True
usa_NC_0032_0097,7971.3997414707965,9.0,3902875.467724382,1192.395904459523,3,-2.878231110089035,5806.507225274334,0.9995251794029997,0.06273264056324648,True
usa_NC_0032_0098,8022.13763687328,9.0,3902924.99695678,1243.1337998620065,3,-2.737118047143138,5530.655081960252,0.9983204346565331,0.1122682621720435,True
usa_NC_0032_0099,8072.186186114563,9.0,3902973.9848134737,1293.1823491032892,3,-2.7091002173679817,5473.962995173805,0.9992516426913022,0.07413821712730213,True
usa_NC_0032_0100,8122.043198251266,9.0,3903023.0517602824,1343.039361239993,3,-2.946440558384129,5935.596853678027,0.999929013273039,0.02482570985189277,True
usa_NC_0032_0101,8190.323205318259,9.0,3903090.4908429678,1411.3193683069858,3,-3.015306154366368,6068.0475680465015,0.9998401885915893,0.03812150246687779,True
usa_NC_0032_0102,8263.708749654817,9.0,3903163.615692215,1484.704912643544,3,-3.0184766304497574,6083.409539197896,0.9999872686621251,0.010770295137543469,True
usa_NC_0032_0103,8322.715150740136,9.0,3903222.3145208126,1543.7113137288625,3,-3.0260312956688504,6100.181264583775,0.999966155073745,0.01760465630515444,True
usa_NC_0032_0104,8374.211503453524,9.0,3903272.8763830117,1595.2076664422502,3,-3.145657184237291,6330.56607130192,0.9981055468150402,0.1370455996287669,True
usa_NC_0032_0105,8425.187381056707,10.0,3903323.7449361533,1646.1835440454333,3,-3.478425575065501,6990.079279849957,0.9999816588305683,0.014897047746757812,True
usa_NC_0032_0106,8476.279767757049,10.0,3903374.44714167,1697.2759307457754,3,-3.6278597994548414,7283.518637328057,0.9999578597527743,0.023550936723297486,True
usa_NC_0032_0107,8527.29569260802,10.0,3903425.4625531044,1748.2918555967472,3,-3.425535656211641,6897.913548290075,0.9999429262355124,0.02587969451500885,True
usa_NC_0032_0108,8578.920691868632,10.0,3903475.729204627,1799.9168548573589,3,-3.3578004773873653,6763.267262876918,0.9998876834689014,0.03558779809857319,True
usa_NC_0032_0109,8630.143873416002,10.0,3903526.5280698347,1851.1400364047286,3,-3.7822102991804654,7591.007008486602,0.9995684671676491,0.07858620579259654,True
usa_NC_0032_0110,8681.613449843559,10.0,3903577.968078288,1902.6096128322852,3,-3.722676276153733,7485.470722048366,0.9993700924181397,0.09346101975064443,True
usa_NC_0032_0111,8735.7508206164,10.0,3903628.1178777567,1956.7469836051268,3,-3.7977797980110357,7621.477100473068,0.9995030655555074,0.08468125094438865,True
usa_NC_0032_0112,8787.087830293061,10.0,3903679.112079635,2008.083993281788,3,-3.8308373635608537,7687.866878131087,0.9995136470056609,0.08450358764149482,True
usa_NC_0032_0113,8838.66400107903,10.0,3903729.9291537576,2059.6601640677573,3,-3.7877918598017293,7600.688741829253,0.9991600129734852,0.10982592585625887,True
usa_NC_0032_0114,8890.102320569082,10.0,3903780.8340049167,2111.0984835578083,3,-3.697914490086985,7422.963999130313,0.9999374317418419,0.029251455706547736,True
usa_NC_0032_0115,8941.418292602448,11.0,3903831.8812182522,2162.4144555911744,3,-3.437644293041095,6916.103536058148,0.9999816822257009,0.014713001049700778,True
usa_NC_0032_0116,8993.025973840206,11.0,3903882.6699066027,2214.022136828932,3,-3.5131421847124154,7063.11806832925,0.9999872527565269,0.012543150566796968,True
usa_NC_0032_0117,9044.418369654893,11.0,3903933.6244581295,2265.41453264362,4,-4.829456283395532,9636.37684706141,0.9948417583765738,0.2458991790919356,True
usa_NC_0032_0118,9095.839790096716,11.0,3903984.5518743396,2316.8359530854423,4,-4.828414642418352,9632.743519775919,0.9952075705426146,0.23692483639557732,True
usa_NC_0032_0119,9147.543554629596,11.0,3904035.2640933087,2368.5397176183224,4,-4.792878667934472,9562.083593618128,0.9968254742452406,0.19125434063260752,True
usa_NC_0032_0120,9199.270058864813,11.0,3904085.948861335,2420.2662218535397,4,-4.763330998592553,9503.144186683612,0.9966180882620026,0.19620610449470172,True
usa_NC_0032_0121,9250.602966634542,11.0,3904137.0079425815,2471.5991296232687,4,-4.760916926348003,9502.345236582929,0.9965806426424414,0.19719306061789255,True
usa_NC_0032_0122,9302.412813140349,11.0,3904187.7462488227,2523.408976129075,4,-4.73232611233374,9446.514169328868,0.9984596620032828,0.13143239427921,True
usa_NC_0032_0123,9353.924066071815,11.0,3904238.6865106137,2574.9202290605417,4,-4.707894904454863,9403.600390458483,0.9991783131457432,0.09546483613908767,True
usa_NC_0032_0124,9405.03704924008,11.0,3904289.7623357326,2626.0332122288064,4,-4.698524803375756,9394.879933545379,0.9995646317298181,0.06933770657215785,True
usa_NC_0032_0125,9456.116142539606,12.0,3904340.5740244854,2677.1123055283324,4,-4.668469482043167,9341.51808364056,0.9997270840253999,0.05454227840543569,True
usa_NC_0032_0126,9508.18645532888,12.0,3904390.619312155,2729.1826183176063,4,-4.6319072364037375,9265.427398999644,0.9997727384073833,0.04938069898307879,True
usa_NC_0032_0127,9559.244455033067,12.0,3904441.420307432,2780.240618021794,4,-4.6503222955769195,9302.071295128428,0.9994838066520427,0.07472851912636276,True
usa_NC_0032_0128,9610.545048391456,12.0,3904491.8487639436,2831.541211380182,4,-4.653799721668895,9307.131865285228,0.9996247616100521,0.0637569922100006,True
usa_NC_0032_0129,9662.192701766642,12.0,3904542.0134068276,2883.1888647553687,4,-4.63788835758724,9272.601700561843,0.9998102964084145,0.0451735547035465,True
usa_NC_0032_0130,9713.22608279351,12.0,3904592.783287951,2934.2222457822363,4,-4.6727741389441215,9341.090165192569,0.999692144639385,0.0579829106164626,True
usa_NC_0032_0131,9764.525788024981,12.0,3904643.134262586,2985.5219510137076,3,-4.7244793226740125,9435.063566639374,0.9999902819330332,0.014728075661199927,True
usa_NC_0032_0132,9815.357765639403,12.0,3904693.01526343,3036.3539286281293,3,-4.670246944650827,9328.132696273437,0.9999905126965796,0.014385113745868035,True
usa_NC_0032_0133,9863.891406702996,12.0,3904740.828896559,3084.887569691723,3,-4.622489488329364,9234.459464106612,0.9999906322405262,0.014148025440194516,True
usa_NC_0032_0134,9912.264460794268,12.0,3904788.988237225,3133.260623782994,3,-4.619985223268077,9228.285930837228,0.9999920161965605,0.01305410910665438,True
usa_NC_0032_0135,9960.922411890771,13.0,3904836.7537116404,3181.918574879498,3,-4.60070334542625,9187.391390231096,0.9999793730303267,0.020895194829323883,True
usa_NC_0032_0136,10009.577274370138,13.0,3904884.5623294674,3230.573437358865,3,-4.546252161645731,9085.450864086579,0.9999983989108394,0.005752566222744497,True
usa_NC_0032_0137,10058.069756673734,13.0,3904932.5683109774,3279.065919662461,3,-4.45670700736297,8913.638036175364,0.9999985879099479,0.005295970862726273,True
usa_NC_0032_0138,10106.823052414125,13.0,3904980.376866896,3327.819215402852,3,-4.302841642319967,8614.347399860479,0.9999978934039139,0.0062452015228846944,True
usa_NC_0032_0139,10155.394503370348,13.0,3905028.3664053967,3376.390666359074,3,-4.229500257628652,8470.631308378419,0.9999904089154809,0.013098603543101791,True
usa_NC_0032_0140,10204.905508401753,13.0,3905075.900339774,3425.9016713904794,3,-4.205370838202405,8415.91443065459,0.9999918997357287,0.011968938949132108,True
usa_NC_0032_0141,10253.917051842049,13.0,3905124.1935199564,3474.9132148307754,3,-4.240287649247786,8481.102457403294,0.9999999992208897,0.00011835722990042275,True
usa_NC_0032_0142,10303.337123433275,13.0,3905172.3899634266,3524.333286422002,3,-4.213121895606361,8422.899450455792,0.9999913467851752,0.012393519268923757,True
usa_NC_0032_0143,10353.127096816685,13.0,3905220.4681075974,3574.123259805411,3,-4.165465743599515,8322.23659184518,0.9999848642042245,0.01620576300954011,True
usa_NC_0032_0144,10402.013696305956,13.0,3905269.1603519684,3623.0098592946824,3,-4.088126828235001,8172.415760533904,0.9999979032366115,0.005919697688224332,True
usa_NC_0032_0145,10452.506857036684,13.0,3905317.0844516438,3673.5030200254105,3,-4.055174002892425,8096.574724534177,0.999997580263564,0.00630803437780133,True
usa_NC_0032_0146,10501.652746264093,14.0,3905366.1986471512,3722.64890925282,3,-4.0269825107372315,8054.844813902906,0.9999898889651522,0.012805004713106792,True
usa_NC_0032_0147,10552.98724468362,14.0,3905414.836487894,3773.9834076723464,3,-3.8355825733131974,7680.76258864257,0.9999919042284101,0.010913453896051724,True
usa_NC_0032_0148,10604.466818830846,14.0,3905464.0127305235,3825.4629818195726,3,-3.721807155039407,7458.728993643318,0.9999238923711845,0.032470164538368936,True
usa_NC_0032_0149,10654.753415740905,14.0,3905513.6484421534,3875.749578729631,3,-3.6046273387328576,7233.147599222389,0.9999981915099069,0.0048475113202948155,True
usa_NC_0032_0150,10705.145130174928,14.0,3905563.2183269723,3926.141293163654,3,-3.699181501080925,7410.671395034444,0.9999942466599995,0.008872927028700637,True
usa_NC_0032_0151,10755.441764607898,14.0,3905612.8442196003,3976.437927596625,3,-3.6280921950133416,7268.337182020251,0.9999977430235852,0.00545057493884867,True
usa_NC_0032_0152,10805.783937737637,14.0,3905662.439796694,4026.7801007263633,3,-3.5956593374161647,7203.482026202667,0.9999668493420001,0.020702930012893302,True
usa_NC_0032_0153,10856.074080760038,14.0,3905712.06691424,4077.0702437487644,3,-3.5859068237984846,7182.8219464771055,0.9999814435506984,0.015447224910534208,True
usa_NC_0032_0154,10906.718284185086,14.0,3905761.50799721,4127.714447173813,3,-3.572467704350126,7149.969440545847,0.9999698658791156,0.019611197712537023,True
usa_NC_0032_0155,10957.140916619715,14.0,3905811.0526960865,4178.137079608442,3,-3.594543480205863,7188.070670155867,0.9999907637957526,0.010924272152531255,True
usa_NC_0032_0156,11007.588992749776,15.0,3905860.5822019535,4228.585155738502,3,-3.613570590097421,7217.631053293035,0.9999908512820163,0.010929961942312912,True
usa_NC_0032_0157,11057.993496414088,15.0,3905910.1333509274,4278.989659402815,3,-3.658142022236677,7295.38799929326,0.9999990890131883,0.0034915382573825334,True
usa_NC_0032_0158,11108.275961792111,15.0,3905959.7572100116,4329.272124780838,3,-3.6550329628002416,7283.941363501795,0.9999534242862425,0.024944865782178808,True
usa_NC_0032_0159,11158.31213504828,15.0,3906009.661915381,4379.308298037006,3,-3.6744148825522447,7323.340641913753,0.9999827782105789,0.015248638490633258,True
usa_NC_0032_0160,11209.263522000847,15.0,3906058.9558447865,4430.2596849895735,3,-3.646365840459988,7262.6449687463055,0.9999875713366175,0.012855090874645723,True
usa_NC_0032_0161,11260.253366857822,15.0,3906108.234887936,4481.249529846548,3,-3.524323712665439,7024.635129660883,0.9999832388955247,0.014428817759764494,True
usa_NC_0032_0162,11311.432462833644,15.0,3906157.4505870887,4532.42862582237,3,-3.201943112747505,6406.14444467146,0.9999926085467448,0.008705227676896563,True
usa_NC_0032_0163,11361.467746023389,15.0,3906207.333212617,4582.463909012115,3,-3.0827798090747978,6180.9271014493725,0.9999908668006295,0.009316568000168836,True
usa_NC_0032_0164,11413.174693424173,15.0,3906256.3960750243,4634.170856412899,3,-3.097230915931995,6196.162135914328,0.9999980378239951,0.004338533867395516,True
usa_NC_0032_0165,11463.966044333003,15.0,3906305.7404218055,4684.96220732173,3,-2.9766391377755403,5954.528107698484,0.9999837346700002,0.012004972212577507,True
usa_NC_0032_0166,11514.22736933219,16.0,3906355.3488508216,4735.223532320916,3,-2.915120269198212,5834.417338523557,0.9999885452564288,0.009866239423380586,True
usa_NC_0032_0167,11564.631660279627,16.0,3906404.870218989,4785.6278232683535,3,-2.93028116601888,5863.789530886391,0.9999914134576067,0.008586581917203904,True
usa_NC_0032_0168,11614.798107267396,16.0,3906454.552608306,4835.794270256122,3,-2.9534384784143297,5904.496623798169,0.9999919020766721,0.00840458971465063,True
usa_NC_0032_0169,11665.698185097275,16.0,3906503.85725437,4886.694348086002,3,-2.8951136122115697,5782.959414799027,0.9999857027034388,0.010947014132426712,True
usa_NC_0032_0170,11715.871076582516,16.0,3906553.531777402,4936.867239571243,3,-2.9428269495797488,5875.121575812934,0.9999972237780786,0.004903344611773055,True
usa_NC_0032_0171,11766.148534610336,16.0,3906603.125664731,4987.144697599063,3,-2.9083919949180004,5797.644819148596,0.9999935654190374,0.007377589261500357,True
usa_NC_0032_0172,11816.404432076386,16.0,3906652.7334761973,5037.400595065113,3,-2.919237636697742,5808.7979656440775,0.9999999994964011,6.55106443818034e-05,True
usa_NC_0032_0173,11866.721015403386,16.0,3906702.356992997,5087.717178392112,3,-2.8271689280759422,5629.877264822226,0.999949701446884,0.020051202717853413,True
usa_NC_0032_0174,11917.574506126968,16.0,3906752.754292261,5138.570669115695,3,-2.7790874924126814,5536.909427741119,0.9999999860915735,0.0003277488846121165,True
usa_NC_0032_0175,11968.398690463197,16.0,3906803.231055012,5189.394853451923,3,-2.752893190953909,5489.8036177095755,0.9999914706847288,0.008039856504957924,True
usa_NC_0032_0176,12019.587725068468,17.0,3906853.404590432,5240.583888057195,3,-2.794655677209601,5571.442136997788,0.9999708124777764,0.015098481094585971,True
usa_NC_0032_0177,12071.508269618003,17.0,3906903.2437378177,5292.50443260673,3,-2.7295900847116026,5441.315405847736,0.9999872095311485,0.009762104257778762,True
usa_NC_0032_0178,12122.638572195903,17.0,3906954.309434781,5343.63473518463,3,-2.758094061268339,5509.534576051085,0.9999795664581144,0.012467671085918126,True
usa_NC_0032_0179,12176.998446404008,17.0,3907003.467378815,5397.994609392735,3,-2.709154822809348,5399.184841539911,0.999979742925258,0.01219344963814728,False
usa_NC_0032_0180,12228.302531561198,17.0,3907053.461354146,5449.298694549924,3,-2.7650039640405346,5502.098800863707,0.9999917833646093,0.007925826302787507,False
usa_NC_0032_0181,12279.073434524522,17.0,3907103.836287948,5500.0695975132485,3,-2.763699965065349,5494.778812292635,0.9999981777558626,0.0037307364437435767,False
usa_NC_0032_0182,12329.968036728482,17.0,3907154.048774458,5550.964199717208,3,-2.7552492030012252,5472.575110065216,0.9999881661736479,0.009478203987504333,False
usa_NC_0032_0183,12380.718522481313,17.0,3907204.41512927,5601.7146854700395,3,-2.665165647983593,5302.467507519221,0.9999976111102998,0.004119293860824375,False
usa_NC_0032_0184,12431.916167136998,17.0,3907254.3682222134,5652.912330125725,3,-2.670484595544071,5306.59006689108,0.9999984726718751,0.0033003240435600526,False
usa_NC_0032_0185,12482.921436738618,17.0,3907304.4153915215,5703.917599727344,3,-2.6974787281240036,5352.554194020397,0.9999929358410847,0.007169515249798033,False
usa_NC_0032_0186,12533.697330013412,18.0,3907354.6545962854,5754.693493002139,3,-2.5900923760453067,5146.5816402160535,0.9999947423387333,0.005938991401481328,False
usa_NC_0032_0187,12584.72798627618,18.0,3907404.631150439,5805.724149264907,3,-2.5045469888972915,4982.265106397904,0.9999999430480141,0.0005977005187072677,False
usa_NC_0032_0188,12635.635489010014,18.0,3907454.675298642,5856.63165199874,3,-2.4466206272441804,4868.681239959766,0.9999711554582278,0.013140282997382471,False
